N	2gram	Propp_Isto_6	Myshleni
1	в том	12	42
2	том что	10	35
3	таким образом	12	25
4	в этом	12	24
5	в качестве	3	21
6	и в	26	20
7	что в	12	19
8	то же	5	16
9	то что	6	15
10	не только	10	15
11	что они	2	14
12	как мы	4	13
13	с другой	10	12
14	при этом	3	12
15	потому что	13	12
16	может быть	11	12
17	так же	2	11
18	в его	5	11
19	мы должны	2	11
20	того что	2	10
21	так как	18	10
22	мы видим	5	10
23	и то	3	10
24	в себе	3	10
25	только в	5	10
26	и другие	3	9
27	и как	2	9
28	одной стороны	7	9
29	но и	9	9
30	другой стороны	8	9
31	с одной	7	9
32	как это	5	9
33	как и	5	9
34	того же	2	9
35	что и	4	9
36	и не	10	8
37	и тем	4	8
38	и что	5	8
39	было бы	2	8
40	вместе с	8	8
41	как бы	4	7
42	что мы	2	7
43	в своей	3	7
44	тем самым	2	7
45	а не	2	7
46	тем что	5	7
47	могут быть	3	7
48	к тому	2	6
49	же как	3	6
50	мы видели	11	6
51	не может	6	6
52	и на	12	6
53	сказать что	3	6
54	его в	5	6
55	с тем	4	6
56	что он	9	6
57	можно было	2	6
58	перед нами	2	5
59	в частности	3	5
60	никогда не	13	5
61	целый ряд	2	5
62	это не	4	5
63	на то	2	5
64	увидим что	2	5
65	говорит он	2	5
66	если бы	3	5
67	и его	7	5
68	с этим	2	5
69	все же	8	5
70	о том	7	5
71	мы уже	6	5
72	так и	5	5
73	как в	6	5
74	все эти	8	5
75	мы можем	7	5
76	все время	2	4
77	в своем	2	4
78	первый план	2	4
79	для нас	2	4
80	на том	8	4
81	и только	3	4
82	что оно	4	4
83	и те	2	4
84	с этой	2	4
85	как он	6	4
86	и с	6	4
87	наблюдать как	2	4
88	к этому	3	4
89	на первый	3	4
90	только что	2	4
91	не в	3	4
92	во всяком	2	4
93	которые в	2	4
94	в этих	2	3
95	и от	3	3
96	точно так	2	3
97	на место	3	3
98	так что	3	3
99	в этой	2	3
100	от того	3	3
101	почти всегда	3	3
102	всяком случае	2	3
103	один из	3	3
104	приводят к	3	3
105	со стороны	3	3
106	и других	3	3
107	на его	4	3
108	оно может	2	3
109	но в	7	3
110	не означает	2	3
111	приходит к	3	3
112	этом случае	6	3
113	приводит нас	2	3
114	представляет собой	2	3
115	но не	2	3
116	наряду с	3	3
117	когда он	3	3
118	нас к	5	3
119	ни в	2	3
120	в виде	6	3
121	как только	3	2
122	связана с	3	2
123	такой же	3	2
124	должна быть	3	2
125	но так	3	2
126	прежде всего	4	2
127	это означает	2	2
128	очень часто	5	2
129	это мы	2	2
130	мы найдем	2	2
131	что это	2	2
132	но для	2	2
133	в ней	5	2
134	в ином	6	2
135	в него	3	2
136	в нем	8	2
137	другими словами	3	2
138	данном случае	3	2
139	отличается от	2	2
140	он имеет	4	2
141	здесь мы	4	2
142	они не	3	2
143	не имеет	2	2
144	а в	3	2
145	вообще не	3	2
146	на более	3	2
147	в данном	3	2
148	из этих	4	2
149	но как	4	2
150	самого себя	2	2
151	что здесь	3	2
152	что эти	2	2
153	их в	3	2
154	когда мы	2	2
155	мы имеем	14	2
156	видели что	3	2
157	у него	7	2
158	а потом	2	2
159	стороны и	2	2
160	таким же	3	2
161	показывает что	3	2
162	ранних ступенях	2	2
163	зависимости от	2	2
164	что при	2	2
165	еще не	9	2
166	далеко не	3	2
167	в свое	2	2
168	а также	4	2
169	даже в	2	2
170	не есть	2	2
171	установить что	2	2
172	тогда как	2	2
173	того как	3	2
174	а с	2	2
175	и он	4	2
176	представления и	2	2
177	что этот	2	2
178	ту же	2	2
179	на котором	3	2
180	в приведенных	5	2
181	и это	8	2
182	здесь не	2	2
183	же не	2	2
184	значит что	2	2
185	из него	2	2
