N	2gram	Vinokur_Ku_2	StatiiOP
1	и в	23	29
2	том что	11	27
3	в том	19	27
4	в этом	18	21
5	но и	7	19
6	что в	10	19
7	не только	20	19
8	что он	5	13
9	в его	5	13
10	между прочим	2	12
11	то что	9	11
12	все это	5	11
13	к тому	4	10
14	таким образом	5	10
15	т е	22	10
16	в своем	2	9
17	и т	39	9
18	так и	4	9
19	этом отношении	3	9
20	и не	16	9
21	потому что	25	9
22	он не	3	9
23	по поводу	2	8
24	и пр	8	8
25	как раз	3	8
26	но в	11	8
27	но все	4	7
28	с тем	2	7
29	в самом	12	7
30	в ней	3	7
31	в виду	3	7
32	я не	5	7
33	в своей	2	7
34	вместе с	5	7
35	того как	2	7
36	для того	9	7
37	об этом	5	6
38	вовсе не	9	6
39	вопрос о	9	6
40	все же	7	6
41	т д	14	6
42	и что	8	6
43	того чтобы	11	6
44	и его	3	6
45	и на	6	6
46	прежде всего	8	5
47	была бы	4	5
48	в той	2	5
49	в качестве	8	5
50	было бы	15	5
51	обратить внимание	2	5
52	как бы	4	5
53	своего рода	4	5
54	в языке	10	5
55	а не	10	5
56	того что	3	5
57	между тем	6	5
58	точки зрения	14	5
59	речь идет	2	4
60	именно в	3	4
61	по словам	2	4
62	в частности	2	4
63	что у	2	4
64	с другой	8	4
65	к этому	4	4
66	не в	8	4
67	после того	2	4
68	и о	4	4
69	хотя и	4	4
70	в нем	4	4
71	то обстоятельство	7	4
72	в речи	6	4
73	ничего не	4	4
74	обстоятельство что	7	4
75	в другом	2	4
76	связи с	3	4
77	и с	7	4
78	но также	4	4
79	не менее	7	3
80	же как	2	3
81	что это	7	3
82	это слово	4	3
83	оно не	2	3
84	с этим	3	3
85	по себе	10	3
86	что на	4	3
87	ни в	4	3
88	у нас	12	3
89	мне кажется	2	3
90	но это	3	3
91	интересно что	2	3
92	как у	2	3
93	но не	6	3
94	до конца	3	3
95	материал для	2	3
96	никогда не	2	3
97	и даже	2	3
98	всяком случае	5	3
99	другой стороны	7	3
100	самом деле	9	3
101	как в	3	3
102	в их	2	3
103	вряд ли	4	3
104	т п	24	3
105	не было	4	3
106	еще и	2	3
107	тем что	3	3
108	на самом	2	3
109	в году	2	3
110	и сейчас	2	3
111	и по	3	3
112	хотя бы	9	3
113	так же	4	3
114	русского языка	4	3
115	во всяком	5	3
116	и здесь	5	3
117	что эта	2	3
118	иметь в	2	3
119	не то	2	3
120	в отношении	2	2
121	и более	2	2
122	если бы	12	2
123	в них	4	2
124	с этой	2	2
125	в конце	4	2
126	утверждать что	2	2
127	выражение в	3	2
128	что и	3	2
129	о которых	3	2
130	тем не	6	2
131	только потому	8	2
132	по существу	5	2
133	как и	2	2
134	только о	2	2
135	в этой	6	2
136	что я	4	2
137	что они	2	2
138	в то	4	2
139	очевидно что	2	2
140	несмотря на	5	2
141	может быть	15	2
142	в статье	3	2
143	никак не	3	2
144	тем же	2	2
145	и потому	2	2
146	а также	3	2
147	на то	4	2
148	следует еще	3	2
149	только в	5	2
150	с той	2	2
151	также и	5	2
152	в процессе	3	2
153	дело не	2	2
154	со стороны	4	2
155	взглянуть на	2	2
156	совершенно не	3	2
157	не на	2	2
158	не может	9	2
159	пишет он	2	2
160	в особенности	4	2
161	например что	2	2
162	что за	2	2
163	то же	6	2
164	все эти	12	2
165	при этом	2	2
166	там где	5	2
167	в отличие	2	2
168	что такое	3	2
169	на этот	2	2
170	не имеет	4	2
171	с точки	8	2
172	доказать что	2	2
173	в данном	4	2
174	конечно и	2	2
175	в результате	4	2
176	сказать что	4	2
177	языка в	3	2
178	в каком	4	2
179	этот вопрос	6	2
180	и вообще	2	2
181	достаточно для	2	2
182	на это	3	2
183	и это	3	2
184	так как	15	2
185	как это	5	2
186	в устах	2	2
187	того же	3	2
188	отличие от	2	2
189	в области	11	2
