N	2gram	Vinokur_Ku_1	Psycholo
1	то что	9	32
2	и в	24	31
3	в том	30	30
4	и т	33	26
5	что в	17	23
6	может быть	13	22
7	таким образом	12	20
8	ясно что	3	19
9	при этом	6	19
10	так как	9	18
11	не может	7	17
12	как и	2	16
13	том что	21	16
14	и не	12	16
15	т п	18	16
16	точки зрения	14	15
17	только в	11	14
18	а не	8	13
19	не только	10	13
20	что и	4	13
21	так же	4	12
22	если мы	2	12
23	в этом	14	12
24	в самом	10	11
25	не в	11	11
26	в области	7	11
27	на то	4	10
28	в сущности	3	10
29	того что	9	10
30	потому что	23	10
31	по себе	2	9
32	ни в	2	9
33	как в	4	9
34	самом деле	9	9
35	никогда не	2	8
36	вместе с	7	8
37	все это	6	8
38	т д	14	8
39	и что	5	8
40	во всяком	5	8
41	что он	6	7
42	том чтобы	8	7
43	есть в	4	7
44	только тогда	3	7
45	и его	5	7
46	заключается в	2	7
47	того чтобы	17	7
48	о том	9	7
49	что это	5	6
50	вовсе не	10	6
51	зависимости от	6	6
52	очевидно что	3	6
53	до конца	2	6
54	внутренняя форма	2	6
55	было бы	15	6
56	если бы	9	6
57	из этих	4	6
58	всяком случае	5	6
59	целый ряд	5	6
60	а в	5	6
61	что она	3	6
62	для того	16	6
63	и даже	3	6
64	в его	12	6
65	и есть	2	5
66	и все	2	5
67	тогда когда	6	5
68	этой точки	2	5
69	не является	2	5
70	все же	12	5
71	так что	4	5
72	для нас	2	5
73	несмотря на	3	5
74	в какой	6	5
75	как бы	7	5
76	был бы	2	5
77	в зависимости	5	5
78	в целом	4	5
79	другой стороны	6	5
80	и для	2	5
81	то же	8	5
82	с другой	7	5
83	это есть	2	5
84	иначе говоря	2	5
85	в то	2	5
86	к тому	5	4
87	в которой	6	4
88	в котором	3	4
89	в виду	5	4
90	прежде всего	9	4
91	тому что	3	4
92	в себе	3	4
93	по существу	4	4
94	что я	2	4
95	мы увидим	3	4
96	формы в	2	4
97	и если	3	4
98	у нас	10	4
99	от себя	2	4
100	никак не	2	4
101	один из	4	4
102	в этих	4	4
103	со стороны	4	4
104	с этой	2	4
105	в результате	5	4
106	этого слова	3	4
107	там где	4	4
108	между тем	5	4
109	как это	3	4
110	мы имеем	6	4
111	под влиянием	3	3
112	уже в	3	3
113	не могут	2	3
114	как на	3	3
115	с тем	5	3
116	состоит в	3	3
117	в частности	4	3
118	в своем	3	3
119	в состоянии	2	3
120	что все	2	3
121	в каждом	2	3
122	представление о	3	3
123	должна быть	3	3
124	вопрос о	2	3
125	в собственном	2	3
126	а потому	5	3
127	это и	4	3
128	в силу	10	3
129	но не	5	3
130	до сих	4	3
131	например в	5	3
132	в этой	3	3
133	хотя и	3	3
134	в слове	2	3
135	он не	2	3
136	речь идет	2	3
137	сих пор	4	3
138	не есть	4	3
139	в своей	2	3
140	так и	7	3
141	не было	3	3
142	что оно	3	3
143	должны быть	2	3
144	той же	3	3
145	роль в	4	3
146	в таком	3	3
147	в которых	6	3
148	с этим	4	3
149	нуждается в	3	3
150	что эти	4	3
151	на примере	2	3
152	когда мы	2	3
153	но в	2	3
154	т е	38	3
155	не менее	7	2
156	казалось бы	3	2
157	уже и	3	2
158	этом смысле	3	2
159	можно ли	2	2
160	и как	2	2
161	в них	7	2
162	на долю	3	2
163	одного и	2	2
164	не всегда	2	2
165	с ним	5	2
166	и здесь	3	2
167	быть в	2	2
168	силу того	2	2
169	когда оно	2	2
170	смысле этого	3	2
171	а только	8	2
172	том и	2	2
173	тем не	4	2
174	уже не	8	2
175	и потому	4	2
176	что они	4	2
177	более или	3	2
178	в известных	3	2
179	в качестве	7	2
180	того же	4	2
181	что с	2	2
182	ли это	2	2
183	тот же	2	2
184	и может	3	2
185	о чем	2	2
186	что такое	6	2
187	том же	2	2
188	к жизни	2	2
189	даже в	3	2
190	гораздо более	3	2
191	и тем	2	2
192	в нем	4	2
193	из них	4	2
194	когда он	3	2
195	но и	6	2
196	или менее	3	2
197	что же	6	2
198	и тогда	4	2
199	как раз	8	2
200	то и	2	2
201	действия и	2	2
202	в связи	3	2
203	этом отношении	5	2
204	русском языке	4	2
205	на самом	2	2
206	идет о	2	2
207	иначе как	2	2
208	подойти к	2	2
209	тем самым	4	2
210	мысли а	2	2
211	в науке	4	2
212	с точки	9	2
213	увидим что	2	2
214	ничего не	2	2
215	в русском	4	2
216	как они	2	2
217	и с	5	2
218	одно из	2	2
219	в каком	2	2
220	как например	2	2
221	бы и	2	2
222	и то	3	2
223	это только	3	2
224	бы в	7	2
225	в одном	3	2
