N	2gram	Bakhtin_Fr_1	Istorich
1	и в	65	22
2	в этом	15	17
3	что в	3	15
4	не только	10	14
5	но и	10	12
6	и не	22	12
7	и пр	5	11
8	может быть	6	11
9	в этих	2	11
10	или в	2	11
11	еще не	6	10
12	но в	14	10
13	что он	3	9
14	в нем	13	9
15	в том	16	9
16	том что	6	8
17	мы видим	2	8
18	как мы	6	8
19	с другой	3	7
20	но не	2	7
21	то что	3	7
22	из них	4	7
23	уже не	3	7
24	и здесь	3	7
25	так как	6	7
26	связи с	4	6
27	в них	5	6
28	это не	3	6
29	мы уже	12	6
30	не вполне	2	6
31	связь с	5	6
32	друг друга	3	6
33	во время	4	6
34	ничего не	3	6
35	в частности	5	5
36	до сих	4	5
37	все же	6	5
38	в свете	2	5
39	он не	2	5
40	того что	2	5
41	сих пор	4	5
42	к нему	3	5
43	могут быть	2	5
44	в некоторых	2	5
45	в этой	4	5
46	и другие	8	4
47	не в	4	4
48	в дальнейшем	8	4
49	только в	7	4
50	одним из	2	4
51	отношение к	4	4
52	для нас	4	4
53	мы здесь	2	4
54	и его	10	4
55	и на	11	4
56	не может	3	4
57	все эти	10	4
58	в других	3	4
59	и с	3	4
60	связана с	5	3
61	превращается в	5	3
62	и от	2	3
63	и все	5	3
64	прежде всего	11	3
65	можно только	4	3
66	к тому	2	3
67	и к	4	3
68	а затем	2	3
69	как и	5	3
70	но это	3	3
71	на его	2	3
72	между прочим	2	3
73	в его	9	3
74	никогда не	6	3
75	в целом	2	3
76	и у	6	3
77	сказать что	6	3
78	потому что	5	3
79	он и	3	3
80	из этих	2	3
81	далеко не	3	3
82	о том	2	3
83	его в	7	3
84	их в	2	3
85	в чем	2	3
86	всех этих	8	2
87	и др	24	2
88	характерно для	3	2
89	представления о	2	2
90	здесь и	4	2
91	и так	2	2
92	в одном	5	2
93	в жизни	4	2
94	на все	2	2
95	вовсе не	18	2
96	в тех	3	2
97	можно сказать	2	2
98	же в	2	2
99	но все	3	2
100	от него	2	2
101	с одной	2	2
102	как в	5	2
103	при этом	6	2
104	с миром	3	2
105	одной стороны	2	2
106	они в	2	2
107	совершенно не	4	2
108	например в	2	2
109	здесь на	2	2
110	да и	2	2
111	хотя и	2	2
112	в ней	6	2
113	его на	2	2
114	и потому	10	2
115	и он	2	2
116	даже в	3	2
117	к жизни	2	2
118	и это	2	2
119	жизни и	7	2
120	нет ничего	3	2
121	связан с	3	2
122	на землю	3	2
123	который был	2	2
124	так и	10	2
125	только на	2	2
126	где они	3	2
127	в своем	8	2
128	в особенности	2	2
129	еще более	5	2
130	на самом	6	2
131	этот вопрос	2	2
132	и вот	2	2
133	мы найдем	2	2
134	образом в	2	2
135	что не	2	2
136	и даже	8	2
137	есть только	2	2
138	и для	2	2
139	роль в	2	2
140	между тем	5	2
141	точки зрения	7	2
142	во многих	2	2
143	большинстве случаев	2	2
