N	2gram	Losev_Vlad_1	Analitik
1	в этом	14	18
2	в частности	2	16
3	и в	31	16
4	не только	24	16
5	так и	6	15
6	как и	4	14
7	в том	11	12
8	но и	19	12
9	и не	17	12
10	том что	14	12
11	в качестве	6	11
12	при этом	2	10
13	лишь в	2	9
14	и даже	15	9
15	в этой	4	9
16	ничего не	3	9
17	то есть	3	9
18	отнюдь не	3	8
19	в целом	3	8
20	к тому	3	7
21	в себе	4	7
22	то что	18	7
23	о том	11	7
24	а также	5	7
25	с другой	3	6
26	в самом	2	6
27	и на	3	6
28	может быть	6	6
29	как это	7	6
30	но в	12	6
31	и к	6	5
32	на себя	3	5
33	не менее	2	4
34	в своем	4	4
35	в конце	9	4
36	можно сказать	6	4
37	у него	15	4
38	о его	2	4
39	уже не	3	4
40	тому же	2	4
41	не в	5	4
42	за пределы	3	4
43	но не	3	4
44	того же	6	4
45	тем самым	2	4
46	для него	7	4
47	времени в	2	4
48	и особенно	4	4
49	как в	3	4
50	все это	5	4
51	как раз	7	4
52	не может	6	4
53	на этом	2	4
54	и его	7	4
55	то же	6	4
56	хотя и	4	4
57	он в	3	4
58	точки зрения	2	4
59	только в	9	4
60	не был	5	3
61	место в	2	3
62	никогда не	9	3
63	в нашем	4	3
64	не столько	2	3
65	что касается	3	3
66	что на	2	3
67	ему в	2	3
68	одной из	2	3
69	тем не	2	3
70	не мог	3	3
71	так что	10	3
72	по поводу	12	3
73	к а	2	3
74	было бы	2	3
75	и сам	6	3
76	несмотря на	4	3
77	и если	5	3
78	со своим	5	3
79	на его	3	3
80	и за	2	3
81	что и	5	3
82	из них	2	3
83	со стороны	2	3
84	только на	3	3
85	ответ на	2	3
86	а в	9	3
87	как мы	9	3
88	воли и	2	3
89	с ними	2	3
90	и то	10	3
91	в результате	2	3
92	тем что	2	3
93	едва ли	3	3
94	м и	7	3
95	и все	4	3
96	в общем	3	2
97	в ответ	2	2
98	того что	2	2
99	уже и	2	2
100	что все	2	2
101	этом смысле	4	2
102	к этому	6	2
103	вовсе не	5	2
104	и я	2	2
105	на то	5	2
106	к своему	3	2
107	он был	14	2
108	по существу	2	2
109	из его	4	2
110	все что	2	2
111	же время	4	2
112	что в	14	2
113	так например	2	2
114	что с	2	2
115	еще не	2	2
116	такого рода	4	2
117	в своей	4	2
118	ни с	4	2
119	еще в	4	2
120	в котором	6	2
121	для нее	2	2
122	даже в	2	2
123	один из	4	2
124	это было	6	2
125	себя в	4	2
126	н и	3	2
127	вместе с	3	2
128	дело не	2	2
129	на него	3	2
130	что она	2	2
131	которые и	2	2
132	другой стороны	3	2
133	в нас	4	2
134	собственно говоря	3	2
135	и стал	3	2
136	таким образом	3	2
137	той же	2	2
138	того и	2	2
139	свидетельствует о	3	2
140	на этот	6	2
141	и он	3	2
142	и для	2	2
143	и до	2	2
144	никак не	4	2
145	об этих	3	2
146	он не	10	2
147	и м	2	2
148	он и	6	2
149	к его	3	2
150	в то	8	2
151	в его	12	2
152	сказать что	7	2
153	с ним	5	2
154	особого рода	2	2
