N	2gram	Voloshinov_1	EvropaiC
1	таким образом	17	32
2	в том	6	31
3	и в	19	24
4	том что	3	20
5	все эти	7	19
6	не может	24	18
7	то что	8	17
8	может быть	26	15
9	все же	8	15
10	точки зрения	34	13
11	в своем	2	12
12	до сих	8	12
13	сих пор	8	12
14	самом деле	10	12
15	в этом	16	12
16	все это	3	11
17	между тем	3	11
18	с этим	4	11
19	отношению к	2	10
20	мы знаем	5	10
21	как бы	15	10
22	по отношению	3	10
23	во всех	7	10
24	так и	11	10
25	культуры и	2	10
26	при этом	8	9
27	в результате	9	9
28	как и	12	9
29	того же	6	9
30	что в	4	9
31	не в	5	8
32	в самом	10	8
33	так же	7	8
34	если бы	2	8
35	и все	5	8
36	ясно что	5	8
37	мы говорили	3	8
38	с точки	20	8
39	не менее	4	7
40	к тому	2	7
41	но и	8	7
42	и не	26	7
43	из этих	2	7
44	о том	2	7
45	что он	2	7
46	на самом	3	7
47	того чтобы	5	7
48	для того	4	7
49	из этого	2	7
50	должна быть	2	6
51	с другой	5	6
52	того что	3	6
53	и на	4	6
54	так как	2	6
55	в сознании	2	6
56	и при	3	6
57	еще не	4	6
58	что и	2	6
59	мы можем	2	6
60	только в	9	6
61	именно в	5	5
62	и от	3	5
63	что все	2	5
64	и их	2	5
65	другой стороны	6	5
66	как к	2	5
67	и с	2	5
68	его в	3	5
69	но в	7	5
70	к этому	5	5
71	и к	3	5
72	в то	3	5
73	в его	6	5
74	не только	8	5
75	не будет	4	5
76	быть и	3	5
77	и для	11	5
78	но все	3	5
79	между двумя	3	5
80	лишь в	9	5
81	в себе	2	5
82	далеко не	4	5
83	в которой	3	5
84	не могут	3	4
85	никогда не	2	4
86	в конце	5	4
87	этом случае	3	4
88	тем не	2	4
89	в дальнейшем	3	4
90	одним из	2	4
91	из них	3	4
92	должно быть	2	4
93	между собой	2	4
94	данный момент	2	4
95	связи с	11	4
96	социальной жизни	3	4
97	мы должны	3	4
98	мы уже	2	4
99	он не	3	4
100	конце концов	3	4
101	не есть	3	4
102	совершенно не	3	4
103	то же	7	4
104	если мы	11	4
105	из которых	2	4
106	хотя бы	5	4
107	в таком	2	4
108	и т.д	2	4
109	в области	3	4
110	же как	2	3
111	в нашем	2	3
112	целом ряде	2	3
113	одного и	5	3
114	вопрос о	4	3
115	в настоящее	6	3
116	в нем	10	3
117	на этой	2	3
118	от того	4	3
119	целый ряд	3	3
120	то ни	8	3
121	и других	2	3
122	а в	4	3
123	в начале	5	3
124	в истории	3	3
125	настоящее время	6	3
126	и потому	5	3
127	бы в	2	3
128	в эти	2	3
129	прежде всего	13	3
130	и того	6	3
131	у нас	2	3
132	от него	2	3
133	тот же	4	3
134	конечно не	5	3
135	на почве	6	3
136	должны быть	3	3
137	или иначе	2	3
138	в данном	4	3
139	в связи	7	3
140	и вообще	2	3
141	ничего общего	5	3
142	и это	3	3
143	отличие от	5	3
144	свою очередь	2	2
145	независимо от	2	2
146	в общей	2	2
147	в частности	2	2
148	тому что	2	2
149	точку зрения	2	2
150	с этой	2	2
151	как мы	13	2
152	сводится к	3	2
153	все в	2	2
154	для него	9	2
155	же время	3	2
156	в свою	2	2
157	но для	2	2
158	в ней	4	2
159	но если	2	2
160	в виду	2	2
161	всяком случае	2	2
162	в котором	3	2
163	с ее	2	2
164	бы то	8	2
165	другими словами	2	2
166	этот процесс	3	2
167	имеет место	2	2
168	те же	5	2
169	ни было	10	2
170	во втором	2	2
171	между этими	2	2
172	и те	7	2
173	при более	2	2
174	одну из	2	2
175	только при	3	2
176	не было	3	2
177	во всяком	5	2
178	в основе	2	2
179	и более	2	2
180	отнюдь не	6	2
181	до тех	2	2
182	от нее	2	2
183	следует что	3	2
184	если он	2	2
185	вовсе не	5	2
186	конечно в	2	2
187	на первый	2	2
188	то в	2	2
189	одна из	2	2
190	она не	2	2
191	было бы	4	2
192	жизни и	2	2
193	психологии в	4	2
194	в сущности	3	2
195	общего с	3	2
196	все без	3	2
197	всех остальных	2	2
198	в процессе	14	2
199	что же	4	2
200	одной и	2	2
201	между ними	4	2
202	этот вопрос	5	2
203	и ее	3	2
204	в другом	2	2
205	ту же	2	2
206	не знает	2	2
207	общества и	2	2
208	этого слова	2	2
209	и только	2	2
210	этими двумя	2	2
211	теперь мы	3	2
212	из него	2	2
