N	2gram	Vygotskiy__5	Hudozhes
1	и в	16	28
2	том что	15	19
3	и не	12	18
4	в том	18	15
5	а не	10	14
6	не в	6	13
7	в этом	25	13
8	о том	8	12
9	как и	8	11
10	при этом	4	11
11	в его	11	11
12	не только	16	11
13	но и	6	9
14	о чем	2	8
15	в жизни	2	8
16	что он	25	8
17	может быть	9	8
18	так и	7	8
19	между тем	3	8
20	я не	2	7
21	к тому	6	7
22	в частности	3	7
23	отношению к	12	7
24	что она	2	7
25	по отношению	12	7
26	с ним	5	7
27	состоит в	6	7
28	как это	8	7
29	казалось бы	4	6
30	это не	4	6
31	можно сказать	5	6
32	в котором	2	6
33	то что	26	6
34	жизни и	2	6
35	в своей	2	6
36	если бы	8	6
37	то же	8	6
38	а в	3	6
39	и с	3	6
40	тем что	5	6
41	в то	5	6
42	и другие	2	5
43	не менее	3	5
44	у него	6	5
45	в своем	5	5
46	как бы	5	5
47	как в	5	5
48	в этой	6	5
49	что в	16	5
50	в самом	4	5
51	никогда не	5	5
52	только на	2	5
53	и его	3	5
54	для него	5	5
55	ничего не	5	5
56	тому что	5	4
57	говорит о	3	4
58	то в	3	4
59	но не	10	4
60	что они	5	4
61	в качестве	4	4
62	для того	14	4
63	вслед за	2	4
64	он не	8	4
65	что и	3	4
66	то и	2	4
67	не может	18	4
68	того чтобы	17	4
69	подобно тому	4	4
70	как будто	2	4
71	только в	10	4
72	тому как	4	4
73	в них	2	3
74	в состоянии	4	3
75	столь же	2	3
76	с другой	4	3
77	в одном	3	3
78	но при	2	3
79	что все	6	3
80	прежде всего	3	3
81	что было	2	3
82	в нем	7	3
83	самом деле	3	3
84	все что	2	3
85	еще не	4	3
86	одной стороны	3	3
87	было бы	10	3
88	по поводу	2	3
89	одной из	3	3
90	в ней	2	3
91	в этих	3	3
92	все это	2	3
93	а с	2	3
94	с одной	3	3
95	так же	15	3
96	можно было	5	3
97	и на	6	3
98	что у	2	3
99	же самое	4	3
100	как он	6	3
101	к нему	3	3
102	в основе	8	2
103	только для	2	2
104	и составляет	4	2
105	только не	3	2
106	себя и	2	2
107	способность к	3	2
108	его и	3	2
109	именно в	4	2
110	и от	2	2
111	вовсе не	2	2
112	как уже	3	2
113	не с	2	2
114	как мы	10	2
115	мы знаем	3	2
116	тому же	2	2
117	что я	2	2
118	же как	7	2
119	на пороге	4	2
120	на этом	3	2
121	и к	2	2
122	я это	3	2
123	до сих	3	2
124	если в	3	2
125	не является	5	2
126	все же	3	2
127	в первом	3	2
128	отношение к	11	2
129	во второй	2	2
130	из них	2	2
131	вместе с	4	2
132	сих пор	3	2
133	мысли и	5	2
134	приводит к	7	2
135	как на	3	2
136	того как	5	2
137	еще и	3	2
138	те же	2	2
139	потребность в	4	2
140	тем самым	8	2
141	ни одного	2	2
142	хотя бы	5	2
143	с точки	9	2
144	той же	4	2
145	самое что	2	2
146	и то	4	2
147	сказать что	13	2
148	потому что	21	2
149	точки зрения	18	2
150	приходит к	3	2
151	говорить о	3	2
152	в другом	6	2
153	и т.д	4	2
154	его в	2	2
155	ответ на	3	2
156	но в	6	2
157	том как	2	2
