N	2gram	Bakhtin_Fr_7	Vladivir
1	и в	41	31
2	в году	5	30
3	не только	5	24
4	но и	9	19
5	то что	8	18
6	и не	7	17
7	у него	6	15
8	он был	3	14
9	том что	4	14
10	что в	9	14
11	в этом	15	14
12	и с	4	14
13	что он	3	12
14	в его	12	12
15	но в	8	12
16	с его	2	11
17	в том	11	11
18	потому что	5	11
19	о том	6	11
20	и то	2	10
21	также и	2	10
22	он не	4	10
23	никогда не	2	9
24	как мы	11	9
25	а в	5	9
26	в течение	2	9
27	только в	6	9
28	в конце	8	9
29	и по	3	8
30	в то	10	8
31	так как	3	8
32	уже в	5	7
33	для него	6	7
34	кроме того	3	7
35	в доме	2	7
36	о нем	3	7
37	и его	9	7
38	мы уже	12	7
39	мы сейчас	2	7
40	к этому	5	6
41	и к	5	6
42	в качестве	9	6
43	того же	3	6
44	и потому	3	6
45	может быть	4	6
46	свое время	2	6
47	так и	10	6
48	не может	3	6
49	то же	13	6
50	года он	2	6
51	это было	2	6
52	все это	10	5
53	вовсе не	7	5
54	не в	9	5
55	которой он	2	5
56	и от	8	5
57	в свое	2	5
58	а также	2	5
59	что и	5	5
60	жизни и	3	5
61	не было	3	5
62	но он	4	5
63	с ним	2	5
64	я не	3	4
65	же время	9	4
66	в своем	9	4
67	что у	3	4
68	и все	14	4
69	в нем	7	4
70	в себе	11	4
71	как и	14	4
72	и как	2	4
73	в этой	13	4
74	совсем не	3	4
75	хотя и	4	4
76	в своей	3	4
77	в особенности	2	4
78	говорит что	2	4
79	и у	5	4
80	несмотря на	3	4
81	как он	2	4
82	дело в	2	4
83	к нему	5	4
84	в которой	2	4
85	к тому	2	3
86	и так	2	3
87	как в	5	3
88	это была	3	3
89	но это	3	3
90	более или	2	3
91	по своему	2	3
92	ничего не	4	3
93	тот же	2	3
94	конце концов	4	3
95	вся эта	2	3
96	отношение к	2	3
97	вместе с	5	3
98	был в	2	3
99	или менее	2	3
100	только на	2	3
101	в отношении	3	3
102	в связи	2	3
103	таким образом	19	3
104	все эти	13	3
105	и вот	2	3
106	не мог	2	3
107	уже не	2	3
108	свидетельствует о	2	3
109	и всегда	2	3
110	жизнь и	2	3
111	и на	4	3
112	и здесь	4	3
113	во время	3	3
114	но этот	3	3
115	то есть	20	3
116	место в	4	2
117	тем что	3	2
118	по этому	3	2
119	в них	7	2
120	по существу	8	2
121	что все	2	2
122	на всю	2	2
123	его к	3	2
124	одной из	2	2
125	ни в	6	2
126	на этом	5	2
127	учение о	2	2
128	все что	4	2
129	своего времени	2	2
130	еще не	2	2
131	при этом	3	2
132	того что	2	2
133	было бы	4	2
134	в это	3	2
135	к жизни	4	2
136	и до	6	2
137	из них	3	2
138	дело не	2	2
139	беседует с	2	2
140	и для	5	2
141	и других	2	2
142	тем самым	3	2
143	той же	3	2
144	с ними	3	2
145	в результате	2	2
146	во всяком	2	2
147	сейчас увидим	2	2
148	точки зрения	5	2
149	и еще	2	2
150	о котором	2	2
151	и это	5	2
152	в чем	2	2
