N	2gram	Ircho_Kome_2	Problema
1	и в	26	44
2	вовсе не	2	37
3	и не	14	35
4	может быть	11	28
5	потому что	6	25
6	то что	6	23
7	в том	11	21
8	только в	4	19
9	в этом	10	17
10	для нас	3	16
11	не только	7	14
12	не в	2	13
13	и т	2	13
14	то же	3	13
15	так что	5	12
16	но в	3	12
17	том что	9	12
18	не является	2	11
19	не менее	4	10
20	то это	2	10
21	но и	10	10
22	в виду	2	10
23	отнюдь не	2	10
24	как и	4	10
25	так и	12	10
26	это не	2	9
27	и от	4	9
28	в нем	6	9
29	не имеет	3	9
30	и с	5	9
31	как бы	2	9
32	так как	4	9
33	что он	5	9
34	в то	6	9
35	в его	4	9
36	что и	7	9
37	во всяком	2	9
38	и это	2	9
39	таким образом	6	9
40	что в	9	8
41	ни в	5	8
42	было бы	8	8
43	он не	2	8
44	как мы	4	8
45	связи с	3	8
46	с другой	2	7
47	не может	3	7
48	в связи	3	7
49	мы находим	2	7
50	и что	2	7
51	мы не	2	7
52	то ни	2	6
53	и если	2	6
54	но если	3	6
55	всяком случае	2	6
56	в целом	4	6
57	жизни и	3	6
58	ясно что	8	6
59	и к	2	6
60	о том	6	6
61	все же	4	6
62	мы можем	3	6
63	не было	3	5
64	в нашем	2	5
65	в конце	2	5
66	да и	3	5
67	с тем	5	5
68	и сам	3	5
69	и есть	2	5
70	хотя и	4	5
71	в ней	3	5
72	с той	2	5
73	все это	3	5
74	в своем	6	5
75	а в	3	5
76	точки зрения	4	5
77	и здесь	6	5
78	еще не	6	5
79	в своей	3	5
80	как в	3	5
81	и его	12	5
82	едва ли	14	5
83	тому что	4	4
84	время как	2	4
85	бы то	2	4
86	то время	3	4
87	и вовсе	2	4
88	в ее	2	4
89	на этот	4	4
90	или в	3	4
91	можно было	4	4
92	тут же	2	4
93	тем что	3	4
94	уже в	4	3
95	и другие	2	3
96	что это	4	3
97	что у	4	3
98	прежде всего	4	3
99	в тех	3	3
100	к тому	12	3
101	ни было	2	3
102	но все	3	3
103	в этой	3	3
104	когда в	2	3
105	в самом	4	3
106	в первую	3	3
107	бы к	2	3
108	что для	4	3
109	с этой	3	3
110	его в	4	3
111	с собой	2	3
112	если бы	9	3
113	об этом	2	3
114	же в	4	3
115	говорить о	2	3
116	но не	3	3
117	в качестве	5	3
118	здесь в	3	3
119	первую очередь	3	3
120	из этого	2	3
121	если не	2	3
122	и все	2	3
123	в той	2	3
124	хотя бы	2	3
125	отличие от	2	3
126	и ее	2	3
127	как будто	4	3
128	этот раз	4	3
129	что их	2	2
130	в частности	4	2
131	в этих	4	2
132	того же	3	2
133	никто не	3	2
134	ли можно	3	2
135	до сих	2	2
136	является не	2	2
137	по поводу	3	2
138	о чем	3	2
139	в котором	3	2
140	однако в	2	2
141	у плавта	2	2
142	из них	7	2
143	и за	2	2
144	от того	2	2
145	в их	3	2
146	с одной	2	2
147	плавта и	2	2
148	друг друга	3	2
149	с этим	5	2
150	в начале	4	2
151	с которыми	2	2
152	бы в	2	2
153	как это	4	2
154	мы имеем	2	2
155	в самой	3	2
156	и во	2	2
157	сразу же	4	2
158	о его	4	2
159	только потому	2	2
160	по своему	2	2
161	и после	2	2
162	с их	4	2
163	во всех	3	2
164	и особенно	3	2
165	себя в	3	2
166	вместе с	9	2
167	сих пор	2	2
168	на основании	5	2
169	даже не	3	2
170	в отличие	2	2
171	к их	3	2
172	из которых	3	2
173	и у	2	2
174	и для	4	2
175	да еще	2	2
176	в которой	5	2
177	же не	2	2
178	это было	4	2
