N	2gram	Tiupa_Narr_2	Analitik
1	в качестве	14	31
2	может быть	10	29
3	в том	14	27
4	не может	8	22
5	и не	14	21
6	в частности	11	19
7	и в	13	18
8	а не	17	17
9	но и	15	17
10	представляет собой	16	16
11	отнюдь не	4	15
12	не только	26	15
13	тогда как	15	14
14	коммуникативного события	8	14
15	не в	8	14
16	как и	4	13
17	в его	6	13
18	в этом	13	13
19	том что	13	12
20	при этом	14	12
21	состоит в	12	11
22	в себе	8	11
23	то есть	9	11
24	но не	3	10
25	то же	4	9
26	а в	9	9
27	иначе говоря	7	9
28	в то	5	9
29	в мире	4	8
30	текста и	2	8
31	в той	5	8
32	в принципе	2	8
33	но в	6	8
34	к тому	9	7
35	тем самым	5	7
36	времени и	4	6
37	это не	3	6
38	прежде всего	6	6
39	или иной	3	6
40	же время	3	6
41	в самом	2	6
42	в случае	2	6
43	себя в	2	6
44	той или	3	6
45	далеко не	5	6
46	то что	8	6
47	в своей	4	6
48	коммуникативное событие	6	6
49	в себя	4	6
50	в отличие	5	6
51	отличие от	5	6
52	по отношению	5	6
53	точки зрения	5	6
54	по своей	3	6
55	только в	11	6
56	мы имеем	3	6
57	и того	3	5
58	в этой	4	5
59	что в	4	5
60	такого рода	12	5
61	имеет место	2	5
62	как бы	6	5
63	внутренней речи	3	5
64	отношению к	5	5
65	в целом	3	5
66	в тексте	8	5
67	и т.п	6	5
68	и состоит	2	5
69	сводится к	9	5
70	и его	3	5
71	между тем	3	5
72	о том	5	5
73	того что	6	4
74	и более	2	4
75	конечном счете	3	4
76	столь же	2	4
77	с другой	5	4
78	и другого	2	4
79	в литературе	4	4
80	тому же	4	4
81	имеем дело	2	4
82	в области	2	4
83	в конечном	3	4
84	все же	6	4
85	так и	9	4
86	дело с	2	4
87	собственно говоря	2	4
88	именно в	2	4
89	уже не	4	4
90	более чем	2	4
91	с точки	2	4
92	в другом	4	4
93	с другим	2	4
94	не следует	3	4
95	как правило	3	4
96	всего лишь	6	4
97	с ним	4	4
98	место в	5	3
99	по мысли	5	3
100	в рамках	6	3
101	с его	3	3
102	вступает в	2	3
103	человек в	3	3
104	однако не	2	3
105	однако в	2	3
106	в нашем	2	3
107	вследствие этого	2	3
108	хотя бы	2	3
109	и все	4	3
110	личности в	2	3
111	или иного	3	3
112	в нем	5	3
113	и представляет	3	3
114	и к	6	3
115	обратиться к	2	3
116	что он	5	3
117	всякий раз	2	3
118	и т	2	3
119	в силу	4	3
120	при встрече	3	3
121	еще не	2	3
122	одной стороны	5	3
123	он не	5	3
124	о нем	3	3
125	в котором	5	3
126	что и	2	3
127	встрече с	4	3
128	не будет	2	3
129	в культуре	2	3
130	таким образом	5	3
131	а с	2	3
132	с одной	5	3
133	того чтобы	3	3
134	того или	3	3
135	в таком	3	3
136	ведет к	2	3
137	тому как	2	3
138	не случайно	2	3
139	мере в	2	3
140	подобно тому	2	3
141	т п	2	3
142	я в	5	3
143	в равной	2	3
144	как он	2	3
145	а также	6	3
146	если бы	4	3
147	своего рода	9	3
148	в состав	3	3
149	встречи с	2	2
150	быть может	2	2
151	не являются	2	2
152	только не	2	2
153	на фоне	2	2
154	никогда не	6	2
155	все эти	3	2
156	между собой	3	2
157	в какой	4	2
158	не столько	5	2
159	человеческого я	5	2
160	не является	4	2
161	из этих	2	2
162	другого сознания	2	2
163	вовсе не	2	2
164	в категориях	2	2
165	как уже	2	2
166	художественного письма	2	2
167	не сводится	7	2
168	той мере	2	2
169	а как	3	2
170	можно сказать	6	2
171	дискурс в	2	2
172	равной степени	2	2
173	не должен	2	2
174	в начале	2	2
175	соответствии с	3	2
176	и адресата	2	2
177	и сам	3	2
178	для него	4	2
179	читателя в	4	2
180	было бы	2	2
181	мысль о	2	2
182	несмотря на	2	2
183	иного рода	2	2
184	не могу	2	2
185	при всей	4	2
186	за пределами	3	2
187	не все	2	2
188	один из	3	2
189	представляют собой	2	2
190	он может	2	2
191	не к	4	2
192	в процессе	2	2
193	данном случае	6	2
194	со стороны	6	2
195	присутствия в	2	2
196	от которого	3	2
197	в составе	2	2
198	здесь не	2	2
199	как к	3	2
200	той же	2	2
201	и читателя	2	2
202	этом отношении	3	2
203	на самом	2	2
204	самом деле	3	2
205	личность по	2	2
206	может служить	2	2
207	свидетельствует о	4	2
208	едва ли	3	2
209	и по	3	2
210	роль в	2	2
211	самим собой	3	2
212	тем более	2	2
213	героя в	6	2
214	самого рассказывания	2	2
215	для себя	3	2
216	в данном	10	2
217	могли бы	2	2
218	дискурса как	2	2
219	потому что	2	2
220	в сознании	2	2
221	мира в	4	2
