N	2gram	Vinokur_St_1	Myslijsy
1	потому что	6	46
2	то есть	2	34
3	в слове	5	32
4	в том	36	32
5	и в	44	30
6	может быть	15	28
7	то же	5	23
8	не только	18	21
9	только в	10	21
10	для нас	7	20
11	но и	10	19
12	том что	29	18
13	то что	18	18
14	того что	9	18
15	что в	30	17
16	в себе	2	16
17	в сознании	2	15
18	не в	12	15
19	и не	16	15
20	а не	16	15
21	таким образом	7	14
22	что и	6	13
23	так как	5	13
24	а в	17	12
25	если бы	9	12
26	этого слова	2	11
27	так и	9	11
28	что оно	3	11
29	как и	9	10
30	как в	13	10
31	и что	4	10
32	в этом	21	10
33	в то	9	10
34	из этих	6	9
35	для него	6	9
36	было бы	17	9
37	в нем	5	9
38	мы не	2	9
39	между тем	3	9
40	в самом	7	8
41	в ней	3	8
42	что не	3	8
43	что мы	5	8
44	и то	5	8
45	смысле этого	2	7
46	и без	3	7
47	с другой	9	7
48	вовсе не	19	7
49	так что	6	7
50	но не	3	7
51	с одной	3	7
52	тем самым	2	7
53	тем что	5	7
54	а потому	2	6
55	что он	10	6
56	но это	6	6
57	с этим	3	6
58	из них	8	6
59	например в	8	6
60	то это	3	6
61	не может	8	6
62	не имеет	4	6
63	уже в	2	5
64	одно из	2	5
65	думать что	2	5
66	по крайней	2	5
67	в каком	3	5
68	же время	4	5
69	в своем	2	5
70	еще не	3	5
71	крайней мере	2	5
72	и тем	3	5
73	отношению к	3	5
74	не менее	5	5
75	по отношению	3	5
76	есть только	2	5
77	сказать что	7	5
78	и т	30	5
79	что это	4	4
80	это слово	4	4
81	столь же	4	4
82	все это	5	4
83	то время	2	4
84	в его	9	4
85	была бы	5	4
86	в котором	5	4
87	тем более	4	4
88	не все	3	4
89	другой стороны	7	4
90	бы не	2	4
91	и его	8	4
92	или же	2	4
93	он не	2	4
94	не было	4	4
95	если не	2	4
96	для того	10	4
97	тем же	3	4
98	и по	5	4
99	что для	3	4
100	по поводу	7	4
101	и это	2	4
102	и потому	2	4
103	не существует	3	3
104	могут быть	5	3
105	одним и	2	3
106	тому что	3	3
107	прежде всего	7	3
108	и все	2	3
109	что все	2	3
110	тем не	2	3
111	именно в	6	3
112	есть в	2	3
113	что при	2	3
114	до сих	7	3
115	одной стороны	2	3
116	при этом	2	3
117	что она	4	3
118	как бы	4	3
119	из двух	3	3
120	никто не	4	3
121	для себя	3	3
122	в целом	5	3
123	на него	2	3
124	со стороны	6	3
125	разница между	2	3
126	и тогда	2	3
127	том смысле	2	3
128	т д	21	3
129	того чтобы	11	3
130	к нему	2	3
131	так же	5	3
132	на которой	2	3
133	в таком	3	3
134	в каждом	3	3
135	это можно	3	3
136	же и	4	3
137	говорить о	2	3
138	в начале	3	3
139	и вообще	3	3
140	не знает	2	3
141	его в	2	3
142	в первом	2	3
143	ответ на	3	3
144	там где	5	3
145	в чем	3	3
146	в которой	4	3
147	том как	4	3
148	сих пор	7	3
149	что ни	2	2
150	во время	3	2
151	каждого из	2	2
152	но все	4	2
153	об этом	3	2
154	бы мы	2	2
155	в какой	3	2
156	так например	7	2
157	это в	4	2
158	не всегда	2	2
159	а как	2	2
160	на то	4	2
161	отношение к	2	2
162	что с	2	2
163	все в	2	2
164	в ее	4	2
165	в этой	11	2
166	что они	7	2
167	как о	2	2
168	у него	2	2
169	она не	2	2
170	несмотря на	2	2
171	не могла	2	2
172	и почему	4	2
173	должно было	2	2
174	в свое	2	2
175	за пределы	2	2
176	так или	2	2
177	даже в	3	2
178	в новом	4	2
179	его жизни	3	2
180	все же	8	2
181	в свой	2	2
182	жизни и	5	2
183	то или	3	2
184	в своей	6	2
185	что же	6	2
186	целый ряд	2	2
187	т п	9	2
188	в других	2	2
189	в виде	3	2
190	что как	2	2
191	а с	3	2
192	этом отношении	7	2
193	это и	4	2
194	из того	2	2
195	самом деле	11	2
196	и даже	5	2
197	я думаю	11	2
198	той же	5	2
199	языка и	4	2
200	в которых	5	2
201	с этой	3	2
202	их в	2	2
203	ни в	3	2
204	от этого	2	2
205	точки зрения	11	2
206	во времена	4	2
207	ничего общего	3	2
208	о том	17	2
209	что эта	2	2
210	то не	2	2
211	в области	14	2
212	нет ни	2	2
213	и с	3	2
