N	2gram	Tiupa_Hudo_1	Problema
1	и в	14	30
2	в своей	10	22
3	то что	8	18
4	не только	12	18
5	том что	16	17
6	в этом	11	17
7	и даже	3	14
8	но и	5	13
9	потому что	5	13
10	в том	12	12
11	в его	8	12
12	и не	2	12
13	о том	12	12
14	в своем	4	11
15	у него	9	11
16	так что	2	11
17	точки зрения	5	10
18	в этой	8	10
19	все же	3	9
20	но в	5	9
21	только в	5	9
22	и все	4	9
23	в конце	4	8
24	никак не	2	8
25	хотя и	2	8
26	с точки	3	8
27	никогда не	6	7
28	что он	9	7
29	как и	9	7
30	связи с	4	7
31	но не	3	7
32	может быть	5	7
33	так и	13	7
34	в связи	3	7
35	не в	7	7
36	здесь не	2	7
37	в результате	2	7
38	прежде всего	11	6
39	можно сказать	4	6
40	уже не	7	6
41	несмотря на	4	6
42	и для	3	6
43	как бы	7	6
44	в нем	3	6
45	и что	2	6
46	а в	7	6
47	и его	5	6
48	и на	3	6
49	мы читаем	2	6
50	его в	3	6
51	не менее	5	5
52	что в	6	5
53	что у	3	5
54	будто бы	3	5
55	тем не	4	5
56	в самом	4	5
57	и о	4	5
58	еще в	3	5
59	для себя	3	5
60	не может	7	5
61	а не	12	5
62	но он	3	5
63	как раз	4	5
64	и с	4	5
65	в частности	5	4
66	отнюдь не	3	4
67	жизни в	6	4
68	ни в	5	4
69	все еще	2	4
70	ясно что	2	4
71	об этом	5	4
72	говорится о	2	4
73	при этом	12	4
74	было бы	6	4
75	в качестве	9	4
76	а его	2	4
77	а с	2	4
78	xix в	4	4
79	и к	4	4
80	и он	5	4
81	в себе	11	4
82	в то	8	4
83	едва ли	3	4
84	именно в	7	3
85	однако в	2	3
86	в духе	4	3
87	о котором	2	3
88	же в	3	3
89	в ее	3	3
90	в начале	2	3
91	как будто	4	3
92	еще не	7	3
93	он не	4	3
94	а также	3	3
95	в русской	4	3
96	русской литературе	3	3
97	того что	4	3
98	внимание на	2	3
99	в ней	4	3
100	в другом	2	3
101	и другое	2	3
102	с ним	4	3
103	видит в	3	3
104	только для	2	2
105	поэтому и	2	2
106	как в	8	2
107	это не	7	2
108	с этой	2	2
109	один из	4	2
110	по себе	2	2
111	на то	4	2
112	к тому	7	2
113	то же	9	2
114	как мы	3	2
115	да и	2	2
116	раз в	2	2
117	участие в	2	2
118	до сих	2	2
119	в это	2	2
120	жизни и	5	2
121	что не	2	2
122	на его	2	2
123	такого рода	3	2
124	отношению к	8	2
125	из них	4	2
126	в первой	6	2
127	на него	2	2
128	но еще	2	2
129	человеческой жизни	4	2
130	по отношению	8	2
131	то и	3	2
132	по мнению	5	2
133	все эти	3	2
134	мы не	2	2
135	они не	2	2
136	самом деле	5	2
137	в значительной	2	2
138	того чтобы	3	2
139	в таком	3	2
140	бы на	2	2
141	можно было	5	2
142	между тем	8	2
143	тем что	3	2
144	в одной	2	2
145	по своей	4	2
146	ничего не	8	2
147	сих пор	2	2
