N	2gram	Medvedev_F_3	Hudozhes
1	том что	4	16
2	и в	27	14
3	так и	21	13
4	а не	17	12
5	в том	7	12
6	не только	9	12
7	при этом	8	12
8	о том	4	12
9	прежде всего	4	11
10	и т	11	11
11	в этом	18	11
12	в себе	3	11
13	в своей	6	10
14	что он	6	9
15	как и	14	9
16	то же	15	9
17	как в	4	8
18	то что	8	8
19	же время	7	8
20	отношению к	3	8
21	по отношению	3	8
22	т п	5	8
23	между тем	7	8
24	в этой	2	8
25	в то	7	8
26	в его	7	8
27	ничего не	2	8
28	это не	3	7
29	к тому	4	7
30	уже не	3	7
31	не в	12	7
32	еще не	6	7
33	как бы	8	7
34	не может	24	7
35	никогда не	5	6
36	что в	8	6
37	было бы	6	6
38	жизни в	3	6
39	человека в	2	6
40	не менее	7	5
41	с его	2	5
42	в этих	3	5
43	может быть	25	5
44	только в	8	5
45	но и	10	5
46	жизни и	4	5
47	самом деле	16	5
48	друг друга	5	5
49	и его	19	5
50	потому что	7	5
51	ни в	8	5
52	точки зрения	16	5
53	героя и	2	5
54	но в	6	5
55	связи с	5	4
56	тому что	3	4
57	в своем	2	4
58	т е	32	4
59	столь же	3	4
60	к другому	2	4
61	и от	11	4
62	и все	8	4
63	можно сказать	3	4
64	тем не	2	4
65	то в	2	4
66	она не	4	4
67	в действительности	9	4
68	мы уже	3	4
69	в самом	11	4
70	в ней	5	4
71	что она	2	4
72	из них	2	4
73	как раз	8	4
74	того что	3	4
75	в конце	3	4
76	и это	2	4
77	и с	3	4
78	но не	5	3
79	если бы	12	3
80	отнюдь не	8	3
81	в следующей	2	3
82	превращается в	2	3
83	романа в	3	3
84	в литературе	6	3
85	как мы	8	3
86	в ее	4	3
87	как его	9	3
88	говорить о	2	3
89	от него	2	3
90	на этом	2	3
91	в пределах	8	3
92	о нем	3	3
93	еще в	3	3
94	даже в	2	3
95	в нем	15	3
96	все же	6	3
97	следующей главе	2	3
98	со стороны	4	3
99	в связи	4	3
100	т д	6	3
101	и для	6	3
102	этом отношении	3	3
103	все эти	6	3
104	лишь в	9	3
105	того чтобы	5	3
106	и даже	2	3
107	с точки	14	3
108	в таком	2	3
109	в своих	6	3
110	тем что	5	3
111	такой же	2	3
112	и на	3	3
113	его в	7	3
114	может и	3	3
115	том как	2	3
116	поэтому и	2	2
117	уже знаем	2	2
118	однако в	2	2
119	так в	2	2
120	говорить об	2	2
121	установкой на	2	2
122	в одной	5	2
123	художественного восприятия	2	2
124	и потому	5	2
125	на фоне	3	2
126	ясно что	3	2
127	в такой	2	2
128	по себе	4	2
129	мы знаем	4	2
130	да и	4	2
131	же как	3	2
132	одна из	2	2
133	и что	3	2
134	в целом	4	2
135	до конца	4	2
136	ту или	2	2
137	в данной	2	2
138	внутреннего мира	2	2
139	одной из	2	2
140	только на	4	2
141	никак не	3	2
142	в него	3	2
143	слова как	2	2
144	как он	2	2
145	что же	5	2
146	все это	7	2
147	а и	3	2
148	и не	30	2
149	жизнью и	2	2
150	на самом	14	2
151	они не	4	2
152	героя в	3	2
153	той же	3	2
154	в результате	5	2
155	действующих лиц	2	2
156	как от	3	2
157	не о	3	2
158	с ее	2	2
159	не следует	3	2
160	в художественном	5	2
161	здесь не	2	2
162	так сказать	5	2
163	мы не	4	2
