N	2gram	Vinokur_St_2	DiskursI
1	в себе	2	19
2	при этом	2	17
3	в качестве	5	16
4	и в	29	16
5	может быть	2	16
6	как и	2	16
7	в этом	21	16
8	и не	9	15
9	а не	5	14
10	в частности	4	12
11	в отличие	2	12
12	отличие от	2	12
13	но и	19	11
14	тогда как	2	11
15	но в	8	11
16	том что	27	10
17	не только	19	10
18	своего рода	5	10
19	со стороны	2	10
20	такого рода	2	9
21	так и	9	9
22	не может	2	9
23	в том	27	8
24	а также	2	8
25	как в	3	8
26	не менее	3	7
27	прежде всего	5	7
28	в нем	4	7
29	ни в	3	7
30	но не	3	7
31	в данном	2	7
32	с его	2	6
33	все же	6	6
34	в своей	7	6
35	то же	2	6
36	а с	3	5
37	что в	19	5
38	в своем	9	5
39	с другой	4	5
40	для него	4	5
41	то что	11	5
42	и на	6	5
43	в то	2	5
44	в одном	6	4
45	к этому	4	4
46	как бы	5	4
47	этом отношении	9	4
48	в период	2	4
49	потому что	9	4
50	точки зрения	5	4
51	в этой	2	4
52	о том	17	4
53	не является	3	4
54	лирической поэзии	2	4
55	на рубеже	3	3
56	в этих	3	3
57	в них	2	3
58	не столько	7	3
59	и как	2	3
60	не в	4	3
61	например в	3	3
62	он не	9	3
63	в его	13	3
64	в русской	5	3
65	еще в	2	3
66	в котором	7	3
67	из них	3	3
68	не было	3	3
69	все эти	2	3
70	также и	2	3
71	как на	9	3
72	и его	6	3
73	но это	3	3
74	в другом	4	3
75	только в	2	3
76	его в	2	3
77	одном из	3	3
78	же как	3	2
79	по словам	4	2
80	никогда не	3	2
81	у пушкина	12	2
82	идет о	3	2
83	что на	3	2
84	в той	5	2
85	что он	13	2
86	а к	2	2
87	времени и	4	2
88	того же	2	2
89	это еще	2	2
90	о чем	5	2
91	в ней	7	2
92	на почве	2	2
93	сочетании с	2	2
94	что и	2	2
95	с точки	2	2
96	с той	2	2
97	не к	2	2
98	вместе с	7	2
99	в языке	5	2
100	не на	2	2
101	в полном	3	2
102	именно в	4	2
103	к своему	2	2
104	все это	11	2
105	в обоих	3	2
106	другой стороны	3	2
107	в результате	2	2
108	и с	4	2
109	в сочетании	2	2
110	и это	2	2
111	дело в	4	2
112	в области	2	2
113	говорит об	2	2
114	между тем	5	2
