N	2gram	Losev_Prob_1	Vladivir
1	и в	32	40
2	то что	42	28
3	и не	31	25
4	не только	17	25
5	учение о	3	24
6	то есть	33	24
7	но и	9	18
8	в том	9	18
9	том что	12	18
10	еще и	5	18
11	что в	12	17
12	также и	11	17
13	в этом	19	16
14	так что	6	14
15	в его	6	14
16	не может	8	14
17	точки зрения	3	13
18	вовсе не	35	13
19	в виде	15	13
20	только в	7	13
21	а именно	12	12
22	сказать что	13	12
23	даже и	8	12
24	в конце	6	12
25	никогда не	7	11
26	таким образом	6	11
27	потому что	16	11
28	о том	11	11
29	едва ли	2	11
30	прежде всего	10	10
31	тем не	18	10
32	ни в	7	10
33	это есть	9	10
34	не просто	23	10
35	и потому	2	10
36	не есть	29	10
37	как раз	13	10
38	и его	3	10
39	не менее	19	9
40	что это	3	9
41	уже не	3	9
42	есть только	8	9
43	и с	2	9
44	и то	6	9
45	в своей	8	9
46	что же	9	9
47	в себе	15	9
48	философии и	4	9
49	в своем	5	8
50	в этой	10	8
51	для него	2	8
52	может быть	14	8
53	так же	9	8
54	и что	9	8
55	раз и	9	8
56	он не	3	8
57	а также	4	8
58	как мы	7	8
59	а не	15	8
60	что все	3	7
61	к тому	3	7
62	а только	5	7
63	и как	6	7
64	несмотря на	3	7
65	и если	6	7
66	хотя и	6	7
67	необходимо сказать	2	7
68	а в	4	7
69	так как	11	7
70	с тем	5	7
71	того что	7	7
72	в то	6	7
73	вместе с	2	7
74	как и	3	7
75	и здесь	6	6
76	да и	3	6
77	смысле слова	7	6
78	кроме того	2	6
79	и даже	11	6
80	и на	8	6
81	по себе	15	6
82	об этом	10	6
83	то в	5	6
84	не будет	2	6
85	так и	12	6
86	если не	4	6
87	хотя бы	3	6
88	с точки	3	6
89	но это	8	6
90	и это	9	6
91	значит что	3	6
92	содержит в	7	5
93	с другой	3	5
94	для нас	5	5
95	совсем не	4	5
96	но если	2	5
97	должно быть	2	5
98	в отношении	3	5
99	не было	4	5
100	все эти	8	5
101	только и	3	5
102	в истории	4	5
103	тоже не	7	5
104	отнюдь не	10	5
105	же касается	3	5
106	что он	7	5
107	у нас	14	5
108	мы уже	5	5
109	между прочим	2	5
110	некоторого рода	5	5
111	для себя	3	5
112	или менее	3	5
113	только на	4	5
114	можно было	3	5
115	конце концов	4	5
116	в данном	9	5
117	тем что	7	5
118	ничего общего	11	5
119	дело в	3	5
120	более или	3	5
121	ничего не	10	5
122	тому что	4	4
123	точно так	4	4
124	на то	8	4
125	в дальнейшем	4	4
126	что если	2	4
127	такого рода	7	4
128	в самом	6	4
129	ведь если	2	4
130	в котором	5	4
131	не имеет	2	4
132	поскольку он	2	4
133	в результате	2	4
134	однако и	3	4
135	мы должны	5	4
136	при помощи	13	4
137	как это	6	4
138	и все	7	4
139	по существу	2	4
140	но не	9	4
141	есть и	3	4
142	здесь в	3	4
143	еще не	9	4
144	было бы	8	4
145	и о	8	4
146	никак не	4	4
147	говорит о	3	4
148	то же	10	4
149	если мы	11	4
150	учения о	2	4
151	то он	2	4
152	в каком	3	4
153	но в	14	4
154	или как	3	4
155	перед нами	5	3
156	уже в	3	3
157	же как	2	3
158	в качестве	2	3
159	это не	6	3
160	всегда есть	6	3
161	само собой	2	3
162	из этих	2	3
163	и нельзя	2	3
164	а наоборот	3	3
165	подобного рода	5	3
166	но все	3	3
167	нас выше	2	3
168	является не	2	3
169	не больше	3	3
170	при этом	6	3
171	но для	3	3
172	как бы	14	3
173	в виду	6	3
174	всяком случае	3	3
175	в настоящее	3	3
176	и тем	13	3
177	в нем	13	3
178	к нему	3	3
179	в связи	4	3
180	поскольку в	2	3
181	и только	4	3
182	именно в	4	3
183	как именно	2	3
184	что здесь	3	3
185	настоящее время	3	3
186	или не	3	3
187	же самое	9	3
188	однако здесь	3	3
189	мы имеем	2	3
190	нисколько не	3	3
191	философии то	2	3
192	если бы	4	3
193	по этому	3	3
194	этом смысле	6	3
195	нельзя сказать	2	3
196	но о	2	3
197	же в	4	3
198	и чисто	3	3
199	за пределы	6	3
200	оно не	3	3
201	ее в	2	3
202	как нечто	8	3
203	собственно говоря	2	3
204	разного рода	6	3
205	на самом	6	3
206	того чтобы	9	3
207	и притом	4	3
208	не в	4	3
209	и для	4	3
210	истории философии	4	3
211	в таком	9	3
212	что этот	2	3
213	во всяком	7	3
214	и вообще	4	3
215	и вовсе	4	3
216	далеко не	5	3
217	здесь не	7	3
218	в чем	3	3
219	это было	2	3
220	вещи не	5	2
221	он сам	2	2
222	не могут	2	2
223	мы будем	2	2
224	можно ли	5	2
225	в этих	3	2
226	имеет ничего	2	2
227	не содержит	2	2
228	что его	3	2
229	мы и	4	2
230	не очень	2	2
231	не можем	2	2
232	но что	2	2
233	не имеют	5	2
234	не о	2	2
235	же и	3	2
236	той или	5	2
237	так или	2	2
238	не является	5	2
239	нечто иное	2	2
240	здесь нет	2	2
241	только то	4	2
242	что она	5	2
243	в их	4	2
244	другой стороны	3	2
245	то и	6	2
246	которых мы	2	2
247	в теории	3	2
248	мы находим	2	2
249	но только	2	2
250	в одно	4	2
251	а есть	4	2
252	и вполне	3	2
253	по его	2	2
254	больше чем	2	2
255	должны сказать	2	2
256	и так	2	2
257	к его	2	2
258	и еще	3	2
259	но как	6	2
260	он всегда	3	2
261	что мы	13	2
262	ни на	4	2
263	не имеющих	2	2
264	его в	6	2
265	нет ничего	10	2
266	и ни	4	2
267	сколько угодно	3	2
268	иметь в	4	2
269	таком случае	6	2
270	не существует	6	2
271	с его	2	2
272	знаем что	2	2
273	но когда	2	2
274	не как	2	2
275	с этим	3	2
276	в жизни	3	2
277	есть не	6	2
278	вот в	2	2
279	не хочет	3	2
280	на первый	2	2
281	о которых	3	2
282	это тоже	2	2
283	того же	3	2
284	не нужно	3	2
285	она не	2	2
286	в это	2	2
