N	2gram	Bakhtin_Pr_1	Problema
1	то есть	24	46
2	в его	24	43
3	и не	34	42
4	и в	23	38
5	не может	11	27
6	может быть	21	26
7	как бы	28	22
8	по отношению	11	21
9	в художественном	2	20
10	отношению к	11	19
11	и с	4	17
12	и его	13	16
13	в нем	20	15
14	в этом	25	15
15	прежде всего	7	13
16	только в	8	13
17	художественного творчества	2	12
18	за пределы	6	12
19	в искусстве	2	12
20	в единстве	7	12
21	но не	8	12
22	ни в	3	11
23	во всех	5	11
24	и для	3	11
25	в области	3	11
26	к нему	3	10
27	в их	3	10
28	таким образом	11	10
29	художественной формы	5	9
30	но и	11	9
31	его в	4	9
32	не только	13	9
33	в том	11	8
34	и как	8	8
35	точки зрения	21	8
36	было бы	6	8
37	то что	18	8
38	входит в	2	8
39	что в	8	7
40	с другой	2	7
41	не в	6	7
42	в самом	8	7
43	между тем	5	7
44	как и	8	7
45	еще не	5	7
46	в своей	11	7
47	как мы	5	7
48	в плане	5	7
49	в пределах	9	6
50	и наконец	5	6
51	а в	7	6
52	все же	5	6
53	самом деле	5	6
54	с точки	15	6
55	и этим	2	6
56	там где	6	6
57	отношения к	2	6
58	ничего не	6	6
59	творчества и	2	5
60	то же	10	5
61	в своем	8	5
62	это не	10	5
63	при этом	3	5
64	никогда не	5	5
65	все эти	8	5
66	рядом с	13	5
67	в основе	5	5
68	с ним	6	5
69	себя как	5	5
70	в музыке	4	5
71	в них	3	5
72	его целом	5	5
73	и о	3	5
74	в большинстве	2	5
75	так и	10	5
76	не на	3	5
77	в отличие	2	5
78	большинстве случаев	2	5
79	а не	20	5
80	тем как	4	5
81	отличие от	2	5
82	должна быть	2	4
83	на самом	4	4
84	лишь как	5	4
85	другой стороны	2	4
86	данном случае	2	4
87	себя самого	4	4
88	в форме	6	4
89	конечно и	4	4
90	сказать что	5	4
91	в то	10	4
92	о том	2	4
93	и потому	3	4
94	но в	4	4
95	но они	4	4
96	но конечно	2	4
97	как в	6	4
98	в романе	11	4
99	между ними	2	4
100	хотя бы	2	4
101	можно было	3	4
102	в данном	2	4
103	более того	3	4
104	в себе	5	4
105	с миром	2	4
106	себя и	2	3
107	дано в	2	3
108	то ни	3	3
109	на материале	3	3
110	слова но	2	3
111	его как	5	3
112	да и	2	3
113	но это	5	3
114	же время	7	3
115	кроме того	3	3
116	несмотря на	6	3
117	например в	3	3
118	точка зрения	7	3
119	и тем	2	3
120	в целом	4	3
121	все это	7	3
122	и другими	4	3
123	они не	3	3
124	и даже	3	3
125	и на	10	3
126	все то	4	3
127	или как	5	3
128	а как	6	3
129	ни было	4	3
130	если бы	10	3
131	и все	3	3
132	этом смысле	9	3
133	и к	4	3
134	том что	9	3
135	говорить о	2	3
136	бы то	3	3
137	все что	3	3
138	он не	4	3
139	оно не	2	3
140	входят в	2	3
141	на него	2	3
142	приводит к	3	3
143	в мире	7	3
144	менее всего	4	3
145	с другими	7	3
146	и это	5	3
147	чем в	2	2
148	в едином	4	2
149	я не	3	2
150	не могут	6	2
151	представляется нам	2	2
152	и другие	2	2
153	и есть	5	2
154	в этих	2	2
155	чтобы его	2	2
156	что все	3	2
157	в каждом	8	2
158	была бы	2	2
159	для понимания	3	2
160	можно сказать	2	2
161	не дает	3	2
162	ивана карамазова	5	2
163	и у	4	2
164	дело идет	6	2
165	совпадает с	2	2
166	в котором	2	2
167	нечего сказать	2	2
168	он может	3	2
169	отличается от	2	2
170	не было	3	2
171	этом отношении	5	2
172	и других	5	2
173	в самой	7	2
174	здесь мы	2	2
175	лишь в	3	2
176	того что	2	2
177	и здесь	3	2
178	в своих	2	2
179	не его	3	2
180	мир в	2	2
181	материал и	2	2
182	нему и	2	2
183	только при	2	2
184	самим собою	2	2
185	к себе	2	2
186	но как	3	2
187	в истории	2	2
188	мы должны	2	2
189	слово в	2	2
190	с его	6	2
191	поэтому в	2	2
192	и во	2	2
193	раз и	3	2
194	к этому	2	2
195	вовсе не	8	2
196	есть не	2	2
197	что он	10	2
198	по существу	4	2
199	одна из	2	2
200	лучшем случае	2	2
201	она не	5	2
202	что и	5	2
203	себя в	3	2
204	момент его	2	2
205	не во	3	2
206	человека в	5	2
207	в себя	3	2
208	можно говорить	2	2
209	того чтобы	4	2
210	для того	2	2
211	из которых	2	2
212	в лучшем	2	2
213	на мир	8	2
214	тем что	3	2
215	в единство	5	2
216	не могли	2	2
