N	3gram	Vygotskiy__6	Vvedenie
1	для того чтобы	8	20
2	в том что	19	12
3	не может быть	2	8
4	в этом смысле	2	8
5	до сих пор	3	6
6	с другой стороны	2	5
7	на этот вопрос	2	4
8	можно было бы	5	4
9	по сравнению с	14	4
10	в этом случае	2	4
11	в этом отношении	3	4
12	по отношению к	10	4
13	именно в этом	2	3
14	с тем что	2	3
15	можно сказать что	6	3
16	как мы видели	4	3
17	вместе с тем	2	3
18	заключается в том	5	3
19	и той же	3	2
20	самой своей природе	4	2
21	с точки зрения	10	2
22	не могут быть	2	2
23	в значительной мере	2	2
24	не могут не	2	2
25	то же самое	6	2
26	по самой своей	4	2
27	в связи с	2	2
28	состоит в том	2	2
29	представить себе что	2	2
30	принять во внимание	2	2
31	одной и той	3	2
32	потому что он	4	2
