N	2gram	Trubetskoy_1	Vladivir
1	и в	23	30
2	то что	18	20
3	в этом	12	20
4	у него	5	19
5	в том	30	18
6	и не	8	18
7	и с	5	14
8	что он	7	13
9	в конце	4	13
10	том что	19	12
11	что в	8	12
12	не только	7	12
13	в его	5	11
14	а в	3	11
15	как мы	2	11
16	в с	3	10
17	и вообще	3	10
18	не было	2	10
19	не в	8	9
20	для него	2	9
21	было бы	3	9
22	все же	13	9
23	потому что	9	9
24	не может	17	9
25	в то	6	9
26	связи с	4	8
27	в своем	10	8
28	вместе с	6	8
29	но и	9	8
30	что же	2	8
31	в связи	3	8
32	но в	4	8
33	не менее	7	7
34	никогда не	4	7
35	точки зрения	13	7
36	и все	7	7
37	может быть	16	7
38	между прочим	2	7
39	которую он	2	7
40	в эти	3	7
41	для нас	3	7
42	то есть	2	7
43	хотя и	4	6
44	к этому	5	6
45	прежде всего	3	6
46	и к	5	6
47	тем не	4	6
48	у нас	3	6
49	то время	2	6
50	только в	6	6
51	всяком случае	2	6
52	во всяком	2	6
53	в себе	5	6
54	жизни и	2	6
55	также и	2	6
56	и то	4	5
57	же касается	2	5
58	как и	9	5
59	так что	5	5
60	в дальнейшем	2	5
61	то в	2	5
62	при этом	9	5
63	того же	9	5
64	тот же	3	5
65	как бы	10	5
66	в котором	2	5
67	для себя	2	5
68	другими словами	2	5
69	так и	10	5
70	все это	11	5
71	с этим	11	5
72	в течение	4	5
73	и что	8	5
74	того что	6	5
75	в результате	9	5
76	все эти	19	5
77	так как	7	5
78	с ним	6	5
79	из этого	6	5
80	именно в	5	4
81	с этой	3	4
82	эти последние	2	4
83	я не	2	4
84	вовсе не	2	4
85	его в	5	4
86	мы знаем	10	4
87	что его	4	4
88	в этой	6	4
89	в целом	5	4
90	и если	6	4
91	что это	5	4
92	конечно не	3	4
93	несмотря на	6	4
94	не очень	2	4
95	в ней	3	4
96	он не	3	4
97	в нем	3	4
98	не есть	2	4
99	в этих	3	4
100	него в	2	4
101	то же	4	4
102	ко всему	2	4
103	и наконец	3	4
104	так же	8	4
105	и на	6	4
106	с в	3	4
107	в начале	2	4
108	мы должны	4	4
109	о том	7	4
110	с которыми	2	4
111	в которой	5	4
112	отношение к	4	4
113	для меня	4	4
114	всех этих	4	3
115	мы будем	3	3
116	в них	2	3
117	хотя бы	4	3
118	из этих	8	3
119	что касается	6	3
120	же время	2	3
121	в свою	2	3
122	что и	7	3
123	к такому	2	3
124	по существу	6	3
125	тем более	3	3
126	более или	7	3
127	но не	2	3
128	в данном	3	3
129	и для	6	3
130	том же	4	3
131	так или	5	3
132	и особенно	2	3
133	с точки	8	3
134	только одно	2	3
135	во всех	10	3
136	или менее	7	3
137	таким образом	31	3
138	те же	2	3
139	а это	2	3
140	должно быть	4	3
141	отличие от	3	3
142	в таком	4	3
143	или иначе	5	3
144	в виде	4	3
145	я в	2	3
146	и это	3	3
147	конце концов	4	3
148	в области	4	3
149	не то	3	3
150	как у	3	2
151	к нему	2	2
152	с тем	2	2
153	уже и	3	2
154	но по	3	2
155	очень много	3	2
156	это не	3	2
157	и от	5	2
158	тогда когда	3	2
159	к той	2	2
160	на все	5	2
161	мы видели	2	2
162	в настоящее	2	2
163	этого последнего	2	2
164	к тому	8	2
165	на первый	2	2
166	он все	2	2
167	в общем	6	2
168	друг друга	2	2
169	только тогда	2	2
170	которой мы	2	2
171	а к	2	2
172	невозможно но	2	2
173	мы сказали	3	2
174	свою очередь	2	2
175	на этом	2	2
176	по своему	5	2
177	и может	3	2
178	настоящее время	2	2
179	она не	2	2
180	и сам	2	2
181	и из	2	2
182	мы уже	4	2
183	в самом	8	2
184	в сущности	2	2
185	в частности	2	2
186	том чтобы	2	2
187	на то	9	2
188	и потому	3	2
189	не вполне	3	2
190	для того	8	2
191	в виду	2	2
192	даже в	3	2
193	гораздо более	2	2
194	можно назвать	3	2
195	и до	3	2
196	данном случае	3	2
197	в их	4	2
198	как к	5	2
199	на земле	3	2
200	но все	5	2
201	заключается в	2	2
202	того чтобы	8	2
203	и по	3	2
204	то с	2	2
205	что для	4	2
206	всему этому	3	2
207	в своих	2	2
208	их в	2	2
209	и при	6	2
210	как будто	5	2
211	что если	3	2
212	что эти	2	2
