N	2gram	Vinokur_St_2	Komedia
1	и в	29	26
2	в г	7	17
3	и не	9	14
4	к тому	10	12
5	так и	9	12
6	и его	6	12
7	в том	27	11
8	тому же	3	11
9	может быть	2	11
10	но и	19	10
11	в этом	21	10
12	что в	19	9
13	том что	27	9
14	если бы	2	9
15	вместе с	7	9
16	было бы	5	8
17	и на	6	7
18	из них	3	7
19	не только	19	7
20	что и	2	7
21	на себя	3	7
22	в своем	9	6
23	во время	2	6
24	то что	11	6
25	в нем	4	6
26	того чтобы	6	6
27	потому что	9	6
28	и здесь	3	6
29	в то	2	6
30	о том	17	6
31	таким образом	10	6
32	с его	2	5
33	с тем	7	5
34	в которой	11	5
35	к этому	4	5
36	что он	13	5
37	а затем	2	5
38	в качестве	5	5
39	себя внимание	2	5
40	ни в	3	5
41	в истории	2	5
42	с этим	3	5
43	для того	7	5
44	так что	3	5
45	обращает на	3	5
46	и с	4	5
47	действующих лиц	4	5
48	не менее	3	4
49	в частности	4	4
50	в этих	3	4
51	тому что	7	4
52	в них	2	4
53	что у	4	4
54	прежде всего	5	4
55	меньше всего	3	4
56	как и	2	4
57	одной из	3	4
58	хотя и	4	4
59	в его	13	4
60	еще в	2	4
61	все же	6	4
62	не по	2	4
63	в самом	7	4
64	за то	3	4
65	точки зрения	5	4
66	с и	2	4
67	в начале	3	4
68	только в	2	4
69	что это	3	4
70	так как	2	4
71	на этот	2	4
72	как это	2	4
73	по адресу	2	4
74	его в	2	4
75	между тем	5	4
76	это слово	3	4
77	это было	2	4
78	о чем	5	3
79	с этой	2	3
80	в образе	3	3
81	вопрос о	6	3
82	того времени	4	3
83	в период	2	3
84	в тех	2	3
85	что на	3	3
86	но все	7	3
87	связи с	4	3
88	но не	3	3
89	того же	2	3
90	и сам	2	3
91	по поводу	8	3
92	например в	3	3
93	в обоих	3	3
94	в ней	7	3
95	в котором	7	3
96	речь идет	4	3
97	не имеет	2	3
98	в своей	7	3
99	в их	3	3
100	все это	11	3
101	того как	7	3
102	то же	2	3
103	не было	3	3
104	как в	3	3
105	ко времени	2	3
106	тем что	3	3
107	не может	2	3
108	как он	2	3
109	это время	2	3
110	в этой	2	3
111	но в	8	3
112	ни было	2	2
113	и другие	2	2
114	то ни	2	2
115	в какой	2	2
116	с другой	4	2
117	в одной	2	2
118	в конце	2	2
119	в одном	6	2
120	в духе	2	2
121	вовсе не	6	2
122	и я	2	2
123	что именно	2	2
124	нет и	2	2
125	и к	4	2
126	в пользу	3	2
127	об этом	6	2
128	он был	2	2
129	в ее	2	2
130	идет о	3	2
131	не в	4	2
132	из его	2	2
133	до сих	6	2
134	должна была	2	2
135	была не	2	2
136	бы то	2	2
137	по своему	2	2
138	как известно	2	2
139	после того	4	2
140	только потому	2	2
141	своего времени	4	2
142	в это	2	2
143	одним из	6	2
144	наконец в	3	2
145	он не	9	2
146	как бы	5	2
147	всяком случае	3	2
148	даже в	2	2
149	не является	3	2
150	хотя бы	3	2
151	и т	9	2
152	с той	2	2
153	и это	2	2
154	сих пор	5	2
155	со стороны	2	2
156	в отличие	2	2
157	т п	3	2
158	если не	2	2
159	в течение	6	2
160	еще более	4	2
161	в той	5	2
162	и что	6	2
163	с самого	3	2
164	сомневаться в	3	2
165	отличие от	2	2
166	во всяком	3	2
167	в один	2	2
168	на это	2	2
169	в виду	7	2
