N	2gram	Voloshinov_1	Istorich
1	и в	15	26
2	то что	10	16
3	не только	5	15
4	что в	6	14
5	может быть	13	14
6	но и	4	12
7	связь с	4	12
8	и пр	9	11
9	что он	8	10
10	так и	10	10
11	таким образом	21	10
12	и его	15	10
13	что и	2	9
14	все же	5	9
15	и не	16	9
16	его в	8	9
17	так как	9	9
18	мы знаем	7	8
19	то же	7	8
20	а в	6	8
21	в этих	2	7
22	во время	5	7
23	об этом	4	7
24	как и	6	7
25	в качестве	2	7
26	он не	4	7
27	знаем что	3	7
28	как в	3	7
29	их в	2	7
30	в этом	13	7
31	не всегда	4	6
32	в дальнейшем	2	6
33	еще не	7	6
34	мы видели	5	6
35	вместе с	4	6
36	не может	13	6
37	а не	2	6
38	к нему	7	6
39	и то	2	6
40	потому что	4	6
41	мы можем	12	6
42	могут быть	6	6
43	у него	3	5
44	это не	2	5
45	в одном	3	5
46	к этому	7	5
47	но все	2	5
48	но не	5	5
49	и только	4	5
50	ничего не	2	5
51	в его	9	5
52	и у	6	5
53	мы уже	5	5
54	до сих	3	5
55	и др	8	5
56	сих пор	3	5
57	как мы	10	5
58	и что	3	5
59	уже не	5	5
60	и по	5	5
61	не в	4	5
62	с ними	4	5
63	и с	7	5
64	мы должны	7	5
65	но в	9	5
66	на себя	2	4
67	вовсе не	2	4
68	все что	9	4
69	этот мотив	3	4
70	в своей	9	4
71	в этот	4	4
72	три года	2	4
73	и даже	2	4
74	дает нам	2	4
75	он должен	2	3
76	в одной	2	3
77	из этих	4	3
78	к себе	3	3
79	в америке	2	3
80	в том	4	3
81	том что	5	3
82	но это	2	3
83	и при	3	3
84	при этом	7	3
85	связанные с	2	3
86	она не	2	3
87	и другие	2	3
88	мы увидим	4	3
89	как бы	11	3
90	все эти	9	3
91	но мы	2	3
92	на него	4	3
93	данном случае	3	3
94	что она	2	3
95	те же	4	3
96	между ними	2	3
97	в данном	3	3
98	что мы	2	3
99	только в	6	3
100	человека с	2	3
101	не могут	3	2
102	связанных с	4	2
103	не менее	3	2
104	и есть	2	2
105	никогда не	7	2
106	его и	2	2
107	в своем	2	2
108	формы и	2	2
109	с этим	6	2
110	и все	4	2
111	этого не	2	2
112	главным образом	4	2
113	по себе	2	2
114	таких случаях	2	2
115	главе мы	4	2
116	с помощью	9	2
117	тем не	2	2
118	ни в	6	2
119	в истории	3	2
120	одна из	3	2
121	на этом	5	2
122	есть и	2	2
123	и тот	2	2
124	было бы	6	2
125	которой он	2	2
126	если бы	3	2
127	конечно не	3	2
128	у нас	3	2
129	хотя бы	7	2
130	в нем	4	2
131	себя в	2	2
132	в целом	2	2
133	в свой	2	2
134	отношение к	7	2
135	другими словами	3	2
136	от того	3	2
137	все это	5	2
138	в мифах	2	2
139	что это	3	2
140	только одна	2	2
141	и за	2	2
142	и вот	6	2
143	того что	2	2
144	к этим	2	2
145	увидим что	4	2
146	в таких	3	2
147	и на	3	2
148	сказать что	6	2
149	в себе	4	2
150	в этой	5	2
151	и этим	3	2
152	в области	3	2
