N	2gram	Tiupa_Vved_1	Myslijsy
1	то есть	8	34
2	потому что	5	33
3	то что	6	29
4	может быть	18	26
5	таким образом	4	24
6	в том	10	23
7	и в	13	23
8	в этом	21	23
9	в слове	3	22
10	и не	12	18
11	что в	3	17
12	при этом	26	15
13	только в	6	15
14	для нас	2	14
15	как и	11	14
16	в себе	5	14
17	то же	5	14
18	того что	6	14
19	если бы	7	13
20	том что	7	12
21	не было	2	12
22	а не	15	12
23	по себе	2	11
24	но и	19	11
25	не в	6	11
26	не может	7	11
27	что мы	2	10
28	по отношению	7	10
29	не только	20	10
30	тем что	2	10
31	мы можем	2	10
32	в своем	5	8
33	было бы	4	8
34	отношению к	7	8
35	мы не	4	8
36	о том	5	8
37	но в	6	8
38	стало быть	7	8
39	это не	6	7
40	в нем	5	7
41	что и	2	7
42	в силу	2	7
43	могут быть	4	7
44	как в	4	7
45	что такое	18	7
46	и к	2	6
47	в ряду	2	6
48	так и	8	6
49	не можем	2	5
50	для него	3	5
51	хотя и	7	5
52	в его	4	5
53	как бы	4	5
54	бы и	4	5
55	что же	3	5
56	не менее	4	5
57	внимание на	3	5
58	а в	6	5
59	с ним	3	5
60	говорить о	2	5
61	есть в	2	5
62	так сказать	2	5
63	не имеет	2	5
64	и более	3	4
65	и все	4	4
66	тем не	3	4
67	тогда как	10	4
68	можно сказать	4	4
69	по поводу	2	4
70	в котором	8	4
71	и тем	2	4
72	то и	2	4
73	в той	4	4
74	тем самым	5	4
75	в данном	13	4
76	в сознании	4	4
77	в то	4	4
78	мы имеем	5	4
79	и с	2	4
80	слова в	2	3
81	ее не	2	3
82	никогда не	4	3
83	в этих	3	3
84	в них	2	3
85	не всегда	2	3
86	но это	3	3
87	же время	3	3
88	еще не	7	3
89	к тому	6	3
90	например в	2	3
91	в самом	2	3
92	со стороны	5	3
93	так в	4	3
94	бы не	2	3
95	все равно	2	3
96	те же	2	3
97	на самом	4	3
98	уже не	5	3
99	лишь в	2	3
100	самом деле	3	3
101	в речи	2	3
102	и по	3	3
103	и на	3	3
104	их в	2	3
105	в первом	2	3
106	нашего времени	2	3
107	не существует	2	2
108	тому как	2	2
109	состоит в	10	2
110	в нашем	6	2
111	все что	3	2
112	с другой	5	2
113	то он	2	2
114	не как	2	2
115	из этих	3	2
116	представить себе	2	2
117	отношение к	2	2
118	что на	2	2
119	об этом	4	2
120	мы и	2	2
121	по своему	2	2
122	имеем дело	3	2
123	в свою	4	2
124	не имели	2	2
125	к ним	2	2
126	в ней	4	2
127	он не	3	2
128	не вполне	3	2
129	этих случаях	2	2
130	как оно	2	2
131	один из	3	2
132	не с	3	2
133	в мире	8	2
134	и сами	2	2
135	судя по	2	2
136	данном случае	6	2
137	быть не	4	2
138	и для	3	2
139	как мы	3	2
140	сводятся к	2	2
141	и его	5	2
142	можно было	2	2
143	или иначе	2	2
144	в своих	2	2
145	не следует	3	2
146	подобно тому	2	2
147	к его	3	2
148	бы в	3	2
149	быть и	2	2
150	в области	3	2
