N	2gram	Losev_Prob_1	Myshleni
1	в том	9	28
2	и в	32	28
3	то что	42	28
4	в этом	19	27
5	того что	7	24
6	потому что	16	22
7	не может	8	19
8	том что	12	19
9	таким образом	6	18
10	что он	7	18
11	только в	7	18
12	что в	12	17
13	не только	17	16
14	так же	9	15
15	может быть	14	13
16	сказать что	13	13
17	точки зрения	3	13
18	тому что	4	11
19	и не	31	11
20	как бы	14	11
21	что мы	13	11
22	в отношении	3	10
23	к тому	3	10
24	как мы	7	10
25	но и	9	10
26	понятия и	2	10
27	так как	11	10
28	но не	9	10
29	того чтобы	9	10
30	с точки	3	10
31	было бы	8	9
32	мы можем	4	9
33	никогда не	7	8
34	в самом	6	8
35	еще не	9	8
36	тем самым	4	8
37	для того	8	8
38	тем что	7	8
39	того же	3	7
40	если бы	4	7
41	в нем	13	7
42	в сущности	2	7
43	в своем	5	7
44	мышления и	4	7
45	что оно	3	7
46	мы видим	2	7
47	он не	3	7
48	вместе с	2	7
49	то же	10	7
50	можно было	3	7
51	в которой	2	7
52	же как	2	6
53	так что	6	6
54	и как	6	6
55	и что	9	6
56	для него	2	6
57	не имеет	2	6
58	в то	6	6
59	же самое	9	6
60	когда мы	8	6
61	его в	6	6
62	как и	3	6
63	можно сказать	5	6
64	так и	12	6
65	как раз	13	6
66	мы не	2	6
67	вообще не	2	6
68	в чем	3	6
69	в области	2	6
70	не могут	2	5
71	это не	6	5
72	и тем	13	5
73	на этой	2	5
74	и на	8	5
75	и все	7	5
76	но в	14	5
77	что все	3	5
78	нашего исследования	2	5
79	с тем	5	5
80	то в	5	5
81	того как	3	5
82	могут быть	2	5
83	в этой	10	5
84	именно в	4	4
85	на то	8	4
86	не в	4	4
87	мы и	4	4
88	но что	2	4
89	например в	2	4
90	на этот	3	4
91	но если	2	4
92	с этим	3	4
93	который мы	2	4
94	и следовательно	3	4
95	в первом	2	4
96	мы имеем	2	4
97	в сознании	5	4
98	знаем что	2	4
99	он должен	2	4
100	в понятии	2	4
101	ясно что	3	4
102	чего он	3	4
103	в качестве	2	4
104	одного и	2	4
105	оно не	3	4
106	во всех	7	4
107	и того	2	4
108	и то	6	4
109	в себе	15	4
110	которые в	2	4
111	что их	2	3
112	из этих	2	3
113	это мы	2	3
114	все время	2	3
115	как это	6	3
116	это есть	9	3
117	есть в	5	3
118	при этом	6	3
119	на его	2	3
120	хотя и	6	3
121	в их	4	3
122	и только	4	3
123	сейчас мы	2	3
124	больше чем	2	3
125	и здесь	6	3
126	но как	6	3
127	только то	4	3
128	а это	2	3
129	с его	2	3
130	только не	3	3
131	в них	7	3
132	в случае	3	3
133	по себе	15	3
134	тем и	2	3
135	связи с	5	3
136	до сих	3	3
137	мы должны	5	3
138	один из	4	3
139	в его	6	3
140	сих пор	3	3
141	как в	4	3
142	этого понятия	2	3
143	а не	15	3
144	что такое	6	3
145	и его	3	3
146	как оно	3	3
147	не менее	19	2
148	он сам	2	2
149	исследования мы	2	2
150	казалось бы	4	2
151	в этих	3	2
152	друг другу	2	2
153	для этого	3	2
154	с другой	3	2
155	само собой	2	2
156	в конце	6	2
157	прежде всего	10	2
158	а только	5	2
159	определенного рода	2	2
160	для нас	5	2
161	но это	8	2
162	является не	2	2
163	самом деле	6	2
164	которая является	2	2
165	и другое	2	2
166	что всякий	4	2
167	несмотря на	3	2
168	как они	2	2
169	известной степени	2	2
170	и является	7	2
171	в котором	5	2
172	себе что	2	2
173	из них	3	2
174	если мы	11	2
175	все это	7	2
176	другой стороны	3	2
177	в связи	4	2
178	мы говорим	3	2
179	которых мы	2	2
180	все эти	8	2
181	этой области	2	2
182	но только	2	2
183	на том	4	2
184	в других	5	2
185	в которых	3	2
186	мы называем	2	2
187	эти последние	2	2
188	но он	3	2
189	к его	2	2
190	необходимо чтобы	3	2
191	о предмете	2	2
192	не являются	5	2
193	с ним	3	2
194	том как	2	2
195	но когда	2	2
196	понимать что	2	2
197	раз и	9	2
198	этом смысле	6	2
199	увидим ниже	2	2
200	говорим что	3	2
201	этом случае	2	2
202	у нас	14	2
203	по существу	2	2
204	по своему	9	2
205	она не	2	2
206	мы уже	5	2
207	предмета и	2	2
208	во внимание	2	2
209	в своей	8	2
210	что если	2	2
211	ее в	2	2
212	только на	4	2
213	формальной логики	2	2
214	не на	3	2
215	а в	4	2
216	хотя в	3	2
217	перейти к	4	2
218	бы оно	3	2
219	только что	2	2
220	с другими	2	2
221	нас в	2	2
222	на одном	2	2
223	в данном	9	2
224	как понятие	2	2
225	не хватает	2	2
226	и вообще	4	2
227	что они	3	2
