N	2gram	Vinokur_St_3	FransuaR
1	и в	25	45
2	то есть	2	25
3	и не	10	15
4	не только	12	14
5	в этом	24	14
6	но в	5	14
7	в его	12	13
8	во всех	2	13
9	и его	3	13
10	как бы	6	12
11	во время	3	12
12	что в	19	12
13	то же	5	11
14	в то	7	11
15	прежде всего	10	10
16	в том	20	10
17	но и	9	10
18	как и	4	10
19	и с	4	10
20	же время	3	9
21	вовсе не	2	8
22	как мы	2	8
23	в ней	4	8
24	и др	4	8
25	таким образом	10	8
26	с его	3	7
27	в конце	6	7
28	он был	3	7
29	том что	15	7
30	не в	6	7
31	все это	8	7
32	потому что	5	7
33	всех этих	3	6
34	что он	19	6
35	в этой	14	6
36	он не	5	6
37	так и	5	6
38	для того	2	6
39	связи с	3	6
40	так как	3	6
41	в них	5	6
42	и к	4	5
43	одной из	2	5
44	мы видим	4	5
45	но это	4	5
46	на этом	3	5
47	например в	4	5
48	с ее	2	5
49	как раз	3	5
50	не может	7	5
51	в связи	3	5
52	этом отношении	4	5
53	все эти	3	5
54	самом деле	2	5
55	и у	2	5
56	и на	6	5
57	об этом	5	4
58	все они	3	4
59	и во	2	4
60	мы не	2	4
61	у него	9	4
62	и здесь	3	4
63	его как	3	4
64	такой же	2	4
65	но не	2	4
66	ничего не	4	4
67	кроме того	3	4
68	своего рода	3	4
69	в самом	2	4
70	в сущности	2	4
71	в общем	4	4
72	между собою	2	4
73	а также	4	4
74	в их	3	4
75	мы находим	2	4
76	не мог	2	4
77	а не	5	4
78	его не	2	4
79	как на	6	4
80	а в	6	4
81	той же	2	4
82	сказать что	4	4
83	с этим	7	4
84	точки зрения	7	4
85	только в	6	4
86	о том	8	4
87	и это	5	4
88	это было	8	4
89	не менее	2	3
90	и ни	2	3
91	как в	6	3
92	это не	7	3
93	но они	2	3
94	в одной	2	3
95	из этих	6	3
96	ни в	5	3
97	есть в	2	3
98	того же	2	3
99	то время	4	3
100	для него	3	3
101	в своей	4	3
102	от того	2	3
103	до сих	2	3
104	здесь нет	2	3
105	он его	2	3
106	вместе с	2	3
107	сих пор	2	3
108	связь с	4	3
109	до нас	2	3
110	не было	4	3
111	в течение	4	3
112	в году	5	3
113	того что	5	3
114	не имеет	2	3
115	и для	4	3
116	в которых	2	3
117	но он	3	3
118	он и	2	3
119	в другом	3	3
120	в поэзии	2	3
121	он хочет	2	2
122	с тем	4	2
123	независимо от	5	2
124	борьба с	2	2
125	себя и	2	2
126	говорить о	3	2
127	по тому	2	2
128	точку зрения	2	2
129	относится к	4	2
130	что все	3	2
131	в духе	2	2
132	это в	4	2
133	к этому	3	2
134	можно сказать	4	2
135	к тому	2	2
136	в отношении	2	2
137	в г	12	2
138	мировой литературе	4	2
139	несколько слов	2	2
140	в начале	4	2
141	то что	12	2
142	в качестве	4	2
143	из его	7	2
144	было бы	7	2
145	что это	16	2
146	несмотря на	3	2
147	и если	3	2
148	к ней	4	2
149	может быть	19	2
150	в ряде	2	2
151	вступают в	2	2
152	нужно сказать	2	2
153	в уста	2	2
154	если в	2	2
155	нет и	2	2
156	один из	2	2
157	должен быть	2	2
158	в каждом	4	2
159	все же	4	2
160	в целом	4	2
161	и за	2	2
162	здесь только	2	2
163	что эта	2	2
164	им в	2	2
165	и только	2	2
166	в особенности	4	2
167	на котором	2	2
168	начиная с	2	2
169	лишь в	4	2
170	и что	3	2
171	в системе	3	2
172	и наконец	3	2
173	с точки	4	2
174	к нему	4	2
175	не столько	2	2
176	между тем	6	2
177	одно из	2	2
178	заметить что	2	2
179	в чем	4	2
180	в эту	4	2
181	подчеркнуть что	3	2
182	говорит и	2	2
