N	2gram	Trubetskoy_1	Problemy
1	и в	14	43
2	и не	19	29
3	может быть	9	23
4	как бы	4	22
5	не может	22	18
6	но и	10	14
7	как и	4	14
8	и т	3	13
9	точки зрения	11	13
10	в этом	17	13
11	что он	6	13
12	в нем	5	12
13	не в	4	11
14	по себе	2	11
15	не только	9	11
16	прежде всего	8	10
17	и на	5	10
18	но в	2	10
19	в его	4	10
20	никогда не	5	9
21	в большинстве	3	9
22	еще не	3	9
23	он не	5	9
24	с самим	2	8
25	для него	6	8
26	лишь в	3	8
27	большинстве случаев	2	8
28	то же	11	8
29	с точки	9	8
30	или в	3	8
31	до сих	5	7
32	в самом	3	7
33	к себе	2	7
34	в то	10	7
35	то что	13	7
36	сих пор	5	7
37	что же	4	7
38	а не	2	7
39	в другом	3	7
40	в этих	2	6
41	в том	17	6
42	при этом	5	6
43	в котором	2	6
44	и наконец	2	6
45	у него	2	6
46	приводит к	4	6
47	на то	5	5
48	да и	3	5
49	так что	2	5
50	же время	10	5
51	к нему	2	5
52	все это	6	5
53	по отношению	2	5
54	таким образом	11	5
55	все эти	2	5
56	а в	5	5
57	и с	7	5
58	о том	7	5
59	но не	4	5
60	было бы	5	5
61	и что	2	5
62	самом деле	7	5
63	в себе	9	5
64	не могут	4	4
65	сама по	2	4
66	что в	4	4
67	в своем	6	4
68	к тому	7	4
69	но это	2	4
70	друг с	14	4
71	себе и	4	4
72	должно быть	3	4
73	в результате	2	4
74	их в	2	4
75	во время	2	4
76	так как	4	4
77	так чтобы	3	4
78	совершенно не	2	4
79	в своей	5	4
80	том же	2	4
81	если же	2	4
82	во всех	5	4
83	этот вопрос	2	4
84	с другом	14	4
85	только в	5	4
86	должна быть	2	3
87	себя и	5	3
88	есть и	2	3
89	он сам	3	3
90	или иной	5	3
91	более или	4	3
92	но для	2	3
93	той или	3	3
94	в их	4	3
95	и только	5	3
96	и даже	2	3
97	самим собой	12	3
98	во всем	4	3
99	его в	4	3
100	с ним	2	3
101	себя как	2	3
102	между тем	5	3
103	если бы	6	3
104	и к	6	3
105	по существу	5	3
106	она не	2	3
107	мы уже	2	3
108	что и	3	3
109	все же	4	3
110	себя в	4	3
111	или менее	4	3
112	только на	2	3
113	уже не	2	3
114	и для	6	3
115	можно было	4	3
116	тем что	3	3
117	в виде	3	3
118	а лишь	4	2
119	его и	2	2
120	из этих	3	2
121	в конце	3	2
122	вопрос о	5	2
123	что может	3	2
124	для нас	2	2
125	ни в	2	2
126	и как	3	2
127	что это	3	2
128	что такое	2	2
129	и является	2	2
130	в настоящее	2	2
131	то это	3	2
132	друг от	2	2
133	на том	3	2
134	целый ряд	2	2
135	отличается от	2	2
136	для этого	3	2
137	отношения к	2	2
138	того что	3	2
139	так же	2	2
140	в своих	6	2
141	настоящее время	2	2
142	из них	3	2
143	во всяком	9	2
144	между собой	5	2
145	с этим	2	2
146	бы ни	2	2
147	и при	6	2
148	одна из	3	2
149	указывает на	2	2
150	от друга	2	2
151	конечно не	5	2
152	на себя	2	2
153	и о	2	2
154	конце концов	3	2
155	на почве	2	2
156	для себя	2	2
157	не есть	3	2
158	себя на	2	2
159	быть и	2	2
160	ее в	2	2
161	всем этим	2	2
162	а с	2	2
163	том что	9	2
164	хотя бы	5	2
165	в таком	2	2
166	и то	4	2
167	мы можем	2	2
168	отношении к	2	2
169	а между	5	2
