N	2gram	Vinokur_Ku_2	Formalny
1	и в	23	38
2	в этом	18	27
3	т е	22	26
4	может быть	15	23
5	и пр	8	21
6	и его	3	21
7	таким образом	5	20
8	и не	16	20
9	в самом	12	16
10	прежде всего	8	15
11	не в	8	15
12	и т	39	14
13	не может	9	14
14	в нем	4	13
15	но и	7	13
16	связи с	3	13
17	языка и	8	12
18	в пределах	4	12
19	с тем	2	11
20	языка как	2	11
21	в том	19	11
22	вовсе не	9	11
23	в его	5	10
24	в связи	4	10
25	с помощью	7	10
26	и с	7	9
27	как и	2	9
28	при этом	2	9
29	в процессе	3	9
30	не только	20	9
31	т п	24	9
32	языка в	3	9
33	отнюдь не	4	8
34	что и	3	8
35	все же	7	8
36	так и	4	8
37	самом деле	9	8
38	тем что	3	8
39	точки зрения	14	8
40	что в	10	7
41	не могут	5	7
42	по себе	10	7
43	по существу	5	7
44	слова и	5	7
45	в своей	2	7
46	в корне	2	7
47	язык и	2	7
48	этом отношении	3	7
49	как мы	3	7
50	лишь в	5	7
51	уже не	8	7
52	с точки	8	7
53	не было	4	6
54	в результате	4	6
55	то что	9	6
56	в ней	3	6
57	в этой	6	6
58	литературный язык	2	6
59	было бы	15	6
60	первый период	2	6
61	вместе с	5	6
62	в их	2	6
63	то же	6	6
64	все эти	12	6
65	а не	10	6
66	как раз	3	6
67	в языке	10	6
68	могут быть	4	6
69	он не	3	6
70	только в	5	6
71	а в	3	6
72	хотя бы	9	6
73	в первый	3	5
74	должна быть	5	5
75	если бы	12	5
76	или иного	2	5
77	что он	5	5
78	именно в	3	5
79	это и	3	5
80	же время	3	5
81	по преимуществу	2	5
82	если мы	4	5
83	что же	5	5
84	с этим	3	5
85	т д	14	5
86	и для	2	5
87	сводится к	3	5
88	говорить о	4	5
89	в то	4	5
90	во всяком	5	5
91	всяком случае	5	5
92	оно не	2	4
93	не как	2	4
94	на фоне	3	4
95	к этому	4	4
96	к тому	4	4
97	мы видели	2	4
98	что они	2	4
99	совершенно не	3	4
100	в сущности	9	4
101	в статье	3	4
102	того или	2	4
103	как бы	4	4
104	как в	3	4
105	другой стороны	7	4
106	за счет	2	4
107	мы говорим	2	4
108	в особенности	4	4
109	языке как	3	4
110	что оно	3	4
111	что не	6	4
112	и даже	2	4
113	даже и	2	4
114	не следует	5	4
115	там где	5	4
116	здесь не	3	4
117	ничего не	4	4
118	так как	15	4
119	но в	11	4
120	одного из	2	3
121	все дело	2	3
122	о возможности	2	3
123	всех этих	3	3
124	же как	2	3
125	главным образом	3	3
126	была бы	4	3
127	пр но	2	3
128	с другой	8	3
129	мы знаем	4	3
130	и здесь	5	3
131	но все	4	3
132	зависимости от	5	3
133	в зависимости	4	3
134	однако не	4	3
135	следует что	3	3
136	и до	2	3
137	все это	5	3
138	так в	3	3
139	то и	3	3
140	на самом	2	3
141	большинстве случаев	2	3
142	к нему	2	3
143	материалом для	2	3
144	того что	3	3
145	того чтобы	11	3
146	для того	9	3
147	тем же	2	3
148	роль в	2	3
149	или в	4	3
150	и на	6	3
151	речи и	5	3
152	хотя и	4	3
153	однако и	2	3
154	он и	2	3
155	слова в	6	3
156	и все	2	3
157	что это	7	3
158	в области	11	3
159	не то	2	3
160	от этого	2	3
161	смысла и	2	2
162	уже в	3	2
163	и более	2	2
164	речи но	2	2
165	никогда не	2	2
166	состоит в	2	2
167	в качестве	8	2
168	для этого	3	2
169	перед нами	4	2
170	говорим о	2	2
171	это не	6	2
172	язык в	2	2
173	в конце	4	2
174	не просто	2	2
175	а только	3	2
176	грамматических форм	3	2
177	до конца	3	2
178	в широком	2	2
179	том что	11	2
180	том случае	2	2
181	но это	3	2
182	поставить вопрос	2	2
183	но не	6	2
184	очевидно что	2	2
185	или же	2	2
186	она не	2	2
187	ни на	2	2
188	мы в	2	2
189	в целях	2	2
190	что на	4	2
191	и о	4	2
192	же и	2	2
193	конце концов	3	2
194	слова как	3	2
195	один из	5	2
196	и тем	5	2
197	этом смысле	5	2
198	ни в	4	2
199	всего в	3	2
200	со стороны	4	2
201	а именно	2	2
202	приводит к	5	2
203	смысл и	3	2
204	на этом	3	2
205	превращается в	2	2
206	в той	2	2
207	этого термина	2	2
208	можно говорить	2	2
209	тем самым	2	2
210	не имеет	4	2
211	и по	3	2
212	должно быть	4	2
213	это положение	2	2
214	что для	2	2
215	отличие от	2	2
216	с ними	2	2
217	языка но	3	2
218	вряд ли	4	2
219	этот вопрос	6	2
220	и то	5	2
221	языка не	2	2
222	сказать что	4	2
223	между тем	6	2
224	широком смысле	4	2
225	и от	2	2
226	в отличие	2	2
227	вопроса о	6	2
228	установка на	2	2
229	и это	3	2
230	что эта	2	2
231	потому что	25	2
232	как это	5	2
233	в виду	3	2
