N	2gram	Propp_Isto_4	FransuaR
1	и в	26	56
2	в его	5	18
3	таким образом	10	17
4	все эти	3	15
5	в этом	7	14
6	в том	3	13
7	так и	10	13
8	и его	10	12
9	в этих	7	11
10	как бы	3	11
11	то же	8	11
12	еще не	6	10
13	мы уже	5	10
14	только в	3	9
15	но и	12	9
16	и не	9	9
17	том что	3	8
18	не только	15	8
19	и др	5	8
20	в нем	2	8
21	сих пор	5	8
22	и их	2	8
23	все это	2	8
24	и даже	4	8
25	до сих	5	8
26	и с	5	8
27	в частности	2	7
28	у него	5	7
29	как мы	5	7
30	и на	2	7
31	вовсе не	4	6
32	мы видим	6	6
33	в этой	2	6
34	потому что	6	6
35	на его	3	6
36	связи с	3	6
37	и все	2	6
38	но в	5	6
39	но не	5	5
40	никогда не	2	5
41	как и	7	5
42	есть и	2	5
43	и другие	3	5
44	он не	7	5
45	мы видели	6	5
46	что в	14	5
47	во время	7	5
48	в области	2	5
49	и более	3	4
50	что это	2	4
51	в главе	2	4
52	в себе	2	4
53	в качестве	7	4
54	например в	3	4
55	конечно не	2	4
56	даже в	4	4
57	при этом	3	4
58	и других	3	4
59	в свете	3	4
60	их в	7	4
61	во всем	3	4
62	о том	4	4
63	по своей	2	4
64	в особенности	2	4
65	так как	9	4
66	одна из	2	4
67	перед нами	3	3
68	видели что	3	3
69	в своем	2	3
70	в образе	3	3
71	главным образом	2	3
72	и здесь	5	3
73	так что	2	3
74	может быть	14	3
75	не мог	3	3
76	в некоторых	5	3
77	а также	3	3
78	что и	9	3
79	то что	16	3
80	связь с	12	3
81	в форме	2	3
82	не на	3	3
83	в связи	2	3
84	не просто	4	3
85	там где	3	3
86	с помощью	2	3
87	здесь мы	2	3
88	уже не	5	3
89	не в	5	3
90	сказать что	2	3
91	на волю	3	3
92	но он	4	3
93	в другом	5	3
94	во все	2	3
95	его к	3	3
96	в таких	2	3
97	в средние	2	2
98	если бы	2	2
99	в виде	2	2
100	видим что	2	2
101	на котором	3	2
102	он становится	2	2
103	с другой	4	2
104	это не	5	2
105	на языке	2	2
106	уже в	2	2
107	и во	2	2
108	в других	2	2
109	средние века	2	2
110	в одном	5	2
111	к этому	5	2
112	что он	10	2
113	так например	2	2
114	ни в	2	2
115	говорит о	2	2
116	и как	5	2
117	но это	3	2
118	этот момент	2	2
119	а на	4	2
120	было бы	2	2
121	из них	2	2
122	а в	8	2
123	к ним	2	2
124	указывает что	2	2
125	хотя и	2	2
126	между ними	3	2
127	что на	2	2
128	еще один	2	2
129	все же	9	2
130	в своей	4	2
131	когда он	6	2
132	его как	2	2
133	вот как	2	2
134	вместе с	6	2
135	дело не	2	2
136	данном случае	3	2
137	что она	3	2
138	другой стороны	4	2
139	так же	18	2
140	не может	6	2
141	того как	4	2
142	является и	3	2
143	возможно что	2	2
144	а не	6	2
145	с собой	5	2
146	из которых	5	2
147	к нему	6	2
148	его в	9	2
149	в данном	3	2
150	и то	6	2
151	с этой	2	2
152	в которых	4	2
153	связан с	3	2
154	и при	3	2
155	что они	6	2
156	за это	2	2
157	с тем	2	2
158	он говорит	2	2
