N	2gram	Bakhtin_sl_2	Psycholo
1	и в	39	38
2	то что	2	35
3	в том	5	25
4	что в	3	20
5	может быть	37	19
6	точки зрения	8	16
7	в ней	3	15
8	то есть	26	15
9	том что	5	14
10	как бы	7	14
11	и т	35	14
12	в этом	16	13
13	не только	24	12
14	мы увидим	2	12
15	таким образом	8	12
16	не в	9	12
17	что он	2	11
18	в сущности	6	10
19	то же	4	10
20	и не	22	10
21	и все	5	10
22	с точки	3	9
23	того чтобы	2	9
24	все же	6	8
25	перед нами	3	8
26	с этим	2	8
27	в одном	2	8
28	вовсе не	10	8
29	для нас	5	8
30	как и	6	8
31	и как	3	8
32	для того	2	8
33	с другой	5	7
34	а не	14	7
35	не может	20	7
36	как мы	7	7
37	а в	4	7
38	между тем	3	7
39	мы уже	2	7
40	и здесь	2	6
41	мы видели	2	6
42	до сих	2	6
43	она не	6	6
44	один из	5	6
45	он не	2	6
46	которых мы	2	6
47	с одной	5	6
48	так как	4	6
49	как это	3	6
50	и его	33	6
51	и на	4	6
52	о том	2	6
53	там где	6	6
54	должна быть	3	5
55	в своем	6	5
56	на этом	3	5
57	одной стороны	5	5
58	вместе с	2	5
59	но и	21	5
60	сих пор	2	5
61	т п	33	5
62	в той	4	5
63	или в	2	5
64	действующих лиц	2	5
65	мы не	2	5
66	в другом	2	5
67	в его	7	5
68	так сказать	6	5
69	никогда не	7	4
70	из него	2	4
71	в свою	3	4
72	очень легко	2	4
73	при этом	7	4
74	и для	5	4
75	конечно не	5	4
76	во всех	12	4
77	в нем	19	4
78	что и	3	4
79	как в	13	4
80	смысл и	2	4
81	т д	2	4
82	все эти	6	4
83	и даже	7	4
84	сказать что	3	4
85	и между	2	4
86	у него	3	4
87	только в	5	4
88	одна из	4	4
89	в себе	2	4
90	в них	6	3
91	и к	6	3
92	ни в	4	3
93	она может	2	3
94	конечно в	2	3
95	но это	3	3
96	параллельно с	2	3
97	в основе	4	3
98	должен быть	2	3
99	все это	16	3
100	одновременно и	3	3
101	в таком	4	3
102	этот второй	2	3
103	того как	2	3
104	далеко не	2	3
105	в то	4	3
106	его в	4	3
107	здесь не	4	3
108	в плане	5	3
109	но в	6	3
110	в данном	2	2
111	и затем	2	2
112	не могут	5	2
113	всех этих	4	2
114	и более	2	2
115	человеке и	3	2
116	к своему	9	2
117	и другие	2	2
118	в этих	7	2
119	все они	2	2
120	а вовсе	2	2
121	хотя бы	3	2
122	во всяком	3	2
123	что оно	4	2
124	до конца	17	2
125	уже не	5	2
126	в нее	2	2
127	свою очередь	2	2
128	здесь в	3	2
129	для него	7	2
130	слов и	3	2
131	и часто	3	2
132	со всеми	2	2
133	они не	2	2
134	например в	5	2
135	но он	2	2
136	к ней	2	2
137	всяком случае	2	2
138	для этого	4	2
139	но мы	2	2
140	с ее	2	2
141	не знаем	2	2
142	и дальше	3	2
143	отношения к	4	2
144	в виде	2	2
145	для всех	4	2
146	и наконец	5	2
147	той же	3	2
148	автора и	2	2
149	эти слова	2	2
150	к его	2	2
151	как к	3	2
152	но как	2	2
153	в истории	11	2
154	самый этот	2	2
155	одним словом	2	2
156	с ним	7	2
