N	2gram	Vygotskiy__6	SlovoVZh
1	не может	19	16
2	точки зрения	13	14
3	может быть	13	14
4	и его	3	13
5	как бы	11	13
6	таким образом	18	12
7	и в	28	12
8	в нашем	4	11
9	отношению к	10	11
10	по отношению	10	11
11	и не	11	10
12	если бы	7	9
13	так как	10	9
14	прежде всего	2	8
15	для нас	2	7
16	нашем примере	2	7
17	сказать что	13	7
18	в нем	7	6
19	все время	3	6
20	в процессе	9	6
21	при этом	3	6
22	с помощью	13	6
23	в том	28	6
24	только в	18	6
25	к предмету	6	5
26	и др	2	5
27	то что	28	5
28	никогда не	8	5
29	а не	3	5
30	можно сказать	6	5
31	то же	7	5
32	как и	6	5
33	том что	19	5
34	как в	3	5
35	что мы	11	5
36	и следовательно	4	5
37	но в	5	5
38	и к	6	4
39	все же	2	4
40	отношение к	7	4
41	так и	6	4
42	от того	10	4
43	с другой	2	4
44	зависимости от	5	4
45	не в	4	4
46	в этом	27	4
47	и на	5	4
48	его в	6	4
49	в самом	8	4
50	и является	2	4
51	не только	16	4
52	в котором	2	3
53	в них	3	3
54	отношении к	3	3
55	и более	2	3
56	не менее	2	3
57	когда он	2	3
58	в своей	2	3
59	сих пор	3	3
60	все это	2	3
61	и по	3	3
62	и вообще	2	3
63	все эти	2	3
64	ясно что	4	3
65	в такой	2	3
66	по себе	3	3
67	но и	10	3
68	того что	24	3
69	и наконец	2	3
70	он должен	4	3
71	так же	15	3
72	самом деле	2	3
73	мы не	6	3
74	нуждается в	3	3
75	в себе	4	3
76	для него	6	3
77	до сих	3	3
78	в пределах	5	3
79	еще не	8	3
80	только на	2	3
81	из этого	2	3
82	с ним	2	3
83	как только	2	2
84	с этой	2	2
85	зависит от	3	2
86	но мы	3	2
87	с его	3	2
88	что и	4	2
89	независимо от	3	2
90	что в	17	2
91	вместе с	7	2
92	в зависимости	5	2
93	в этих	2	2
94	между собой	9	2
95	в своем	7	2
96	в отношении	10	2
97	точку зрения	2	2
98	другой стороны	2	2
99	это не	5	2
100	дело с	2	2
101	разрыв между	2	2
102	мы имеем	4	2
103	и все	5	2
104	и другие	2	2
105	тогда когда	6	2
106	речи в	2	2
107	была бы	2	2
108	те же	3	2
109	в себя	3	2
110	и что	6	2
111	ко всем	4	2
112	бы оно	2	2
113	с точки	10	2
114	и здесь	3	2
115	же самое	6	2
116	как на	3	2
117	с другими	2	2
118	но это	2	2
119	более того	2	2
120	до известной	3	2
121	в данном	2	2
122	и то	4	2
123	мы можем	9	2
124	но не	10	2
125	могут быть	5	2
126	числа в	2	2
127	но что	4	2
128	до конца	3	2
129	она не	2	2
130	в то	6	2
131	действия и	3	2
132	на примере	3	2
133	имеет место	2	2
134	там где	7	2
135	оно не	4	2
136	в чем	6	2
137	как это	3	2
138	к его	2	2
139	совпадает с	4	2
140	он не	7	2
141	известной степени	2	2
142	в его	3	2
143	относится к	4	2
144	между ними	7	2
