N	2gram	Losev_Vlad_3	Vvedenie
1	и в	40	32
2	в том	18	31
3	в этом	16	30
4	может быть	8	26
5	том что	18	26
6	не только	25	22
7	для того	2	21
8	того чтобы	3	20
9	таким образом	11	19
10	также и	17	18
11	то что	28	16
12	потому что	11	15
13	так как	7	15
14	не может	14	14
15	в самом	4	13
16	в нем	3	13
17	о том	11	13
18	со стороны	2	13
19	того что	7	12
20	в их	2	12
21	и не	25	12
22	как на	3	12
23	в его	14	12
24	только в	13	12
25	как мы	8	11
26	в данном	5	11
27	что в	17	10
28	но в	4	9
29	и как	7	9
30	в истории	5	9
31	этом смысле	3	9
32	по себе	6	9
33	то же	4	9
34	не менее	9	8
35	с другой	5	8
36	это не	3	8
37	а только	7	8
38	тем не	10	8
39	не в	3	8
40	именно в	3	8
41	прежде всего	10	7
42	вопрос о	4	7
43	точки зрения	13	7
44	но не	4	7
45	было бы	4	7
46	все же	4	7
47	как нечто	3	7
48	можно было	5	7
49	не могут	2	6
50	из этих	3	6
51	смысле слова	6	6
52	же время	2	6
53	но и	18	6
54	и даже	6	6
55	в то	7	6
56	его в	2	6
57	с тем	7	6
58	вовсе не	13	6
59	как и	7	6
60	в качестве	3	6
61	а именно	12	6
62	хотя бы	6	6
63	и его	10	6
64	тем что	5	6
65	и это	6	6
66	уже в	3	5
67	в какой	2	5
68	так что	14	5
69	но если	5	5
70	как бы	3	5
71	и тем	3	5
72	в целом	2	5
73	данном случае	2	5
74	другой стороны	2	5
75	с их	3	5
76	сказать что	12	5
77	как например	2	5
78	быть в	2	5
79	об этом	6	5
80	есть и	4	5
81	на почве	2	5
82	не есть	10	5
83	вместе с	7	5
84	в течение	4	5
85	а не	8	5
86	независимо от	3	4
87	с этой	2	4
88	одной стороны	3	4
89	всяком случае	3	4
90	в котором	4	4
91	так или	2	4
92	здесь нет	2	4
93	этом отношении	2	4
94	еще и	18	4
95	с одной	3	4
96	не просто	10	4
97	и что	8	4
98	не имеет	4	4
99	а в	7	4
100	даже и	12	4
101	как это	4	4
102	мы имеем	3	4
103	от этого	2	4
104	должен был	2	4
105	в разных	2	4
106	что он	5	4
107	еще не	4	4
108	в своей	9	4
109	только что	2	4
110	как раз	10	4
111	в виде	13	4
112	уже не	9	4
113	и для	3	4
114	или иначе	2	4
115	и то	9	4
116	во всяком	3	4
117	само по	3	4
118	в себе	9	4
119	только с	2	4
120	совсем не	5	3
121	он сам	2	3
122	что это	9	3
123	в этих	2	3
124	в конце	12	3
125	бы и	4	3
126	к тому	7	3
127	да и	6	3
128	но все	3	3
129	в этой	8	3
130	но что	2	3
131	до конца	4	3
132	при этом	3	3
133	такого рода	4	3
134	хотя и	7	3
135	в ней	5	3
136	не вполне	2	3
137	в виду	3	3
138	то это	10	3
139	к нему	3	3
140	мы видели	3	3
141	из них	2	3
142	что она	2	3
143	в своем	8	3
144	все эти	5	3
145	так же	8	3
146	знания и	2	3
147	и на	6	3
148	в результате	4	3
149	в начале	2	3
150	что даже	2	3
151	при помощи	4	3
152	нисколько не	3	3
153	если бы	3	3
154	не как	2	3
155	к этому	2	3
156	стороны и	2	3
157	и к	2	3
158	говорит о	4	3
159	связи с	2	3
160	в чем	3	3
161	чем в	4	3
162	одной из	2	3
163	в одном	5	3
164	в сущности	2	3
165	отчет в	2	3
166	а также	8	3
167	что и	7	3
168	дело в	5	3
169	что же	9	3
170	он мог	3	3
171	но с	2	3
172	в в	2	3
173	в каком	4	3
174	греков и	2	3
175	и вообще	3	3
176	об отношении	2	3
177	или как	4	3
178	же как	3	2
179	должна быть	2	2
180	никогда не	11	2
181	не иначе	2	2
182	тому что	4	2
183	в отношении	5	2
184	само собой	3	2
185	точно так	4	2
186	и был	3	2
187	не нужно	2	2
188	в дальнейшем	4	2
189	это есть	10	2
190	но это	6	2
191	философии и	9	2
192	что если	4	2
193	что несмотря	2	2
194	имеет свою	2	2
195	несмотря на	7	2
196	истории в	2	2
197	мог бы	4	2
198	не к	2	2
199	от того	4	2
200	которые были	2	2
201	в связи	3	2
202	не было	5	2
203	же касается	5	2
204	не мог	6	2
205	есть только	9	2
206	должно быть	5	2
207	по его	2	2
208	свое существование	2	2
209	не столько	3	2
210	и с	9	2
211	и так	2	2
212	с этим	2	2
213	той или	2	2
214	и здесь	6	2
215	же самое	3	2
216	конце концов	5	2
217	бы в	2	2
218	так и	6	2
219	могло бы	2	2
220	не существует	2	2
221	ни к	2	2
222	этого не	3	2
223	по этому	3	2
224	есть не	2	2
225	не с	4	2
226	существенном смысле	2	2
227	о которых	2	2
228	у нас	5	2
229	по существу	4	2
230	учение о	24	2
231	того же	2	2
232	что мы	2	2
233	мы должны	4	2
234	мы уже	5	2
235	себе и	2	2
236	ни с	3	2
237	сам же	2	2
238	в этот	2	2
239	но уже	2	2
240	него в	4	2
241	быть и	2	2
242	только на	5	2
243	в существенном	2	2
244	и сейчас	2	2
245	с точки	6	2
246	мы не	2	2
247	которое в	3	2
248	в силу	2	2
249	еще раз	2	2
250	в другом	2	2
251	иной раз	6	2
252	здесь не	3	2
253	она была	4	2
254	а если	2	2
255	ничего не	5	2
