N	2gram	Voloshinov_1	TeoriaLi
1	– это	8	20
2	не только	8	18
3	в качестве	2	17
4	и не	26	16
5	– в	10	14
6	а в	4	14
7	в частности	2	13
8	и в	19	13
9	может быть	26	12
10	так и	11	12
11	при этом	8	11
12	в этом	16	11
13	в том	6	11
14	а не	7	10
15	и его	19	10
16	в его	6	9
17	то же	7	9
18	сводится к	3	8
19	что в	4	8
20	отношению к	2	8
21	но и	8	8
22	по отношению	3	8
23	в себе	2	7
24	том что	3	7
25	в отличие	5	7
26	в данном	4	7
27	точки зрения	34	7
28	в то	3	7
29	только в	9	7
30	отличие от	5	7
31	место в	3	6
32	же время	3	6
33	еще не	4	6
34	в первой	2	6
35	лишь в	9	6
36	как бы	15	6
37	в русской	2	6
38	но в	7	6
39	– с	2	5
40	в своем	2	5
41	или иной	3	5
42	в ее	7	5
43	как и	12	5
44	не в	5	5
45	в пределах	6	5
46	между ними	4	5
47	в самом	10	5
48	в нем	10	5
49	как в	4	5
50	он не	3	5
51	с другой	5	5
52	между тем	3	5
53	не менее	4	4
54	не столько	4	4
55	в свою	2	4
56	можно сказать	3	4
57	ни в	2	4
58	– его	4	4
59	за пределами	2	4
60	в своей	3	4
61	то что	8	4
62	по преимуществу	5	4
63	и т.п	10	4
64	не может	24	4
65	на смену	2	4
66	в слове	10	4
67	сказать что	4	4
68	и ее	3	4
69	не знает	2	4
70	мира и	2	4
71	ни к	2	3
72	и др	2	3
73	никогда не	2	3
74	в нашем	2	3
75	второй –	2	3
76	в отношении	4	3
77	этом смысле	2	3
78	прежде всего	13	3
79	и к	3	3
80	тем не	2	3
81	свою очередь	2	3
82	для него	9	3
83	того что	3	3
84	мог бы	2	3
85	совпадает с	2	3
86	и потому	5	3
87	этого слова	2	3
88	на почве	6	3
89	не все	2	3
90	с ее	2	3
91	– не	6	3
92	другой стороны	6	3
93	как раз	2	3
94	входит в	5	3
95	таким образом	17	3
96	именно в	5	3
97	в другом	2	3
98	– все	3	3
99	или в	2	3
100	нового времени	2	3
101	в основе	2	3
102	речи и	3	3
103	между двумя	3	3
104	и т.д	2	3
105	отношении к	4	3
106	его в	3	3
107	все эти	7	3
108	сама по	2	2
109	одну из	2	2
110	если бы	2	2
111	могут быть	2	2
112	за пределы	5	2
113	между собой	2	2
114	в конце	5	2
115	жизни в	4	2
116	того же	6	2
117	одного и	5	2
118	вовсе не	5	2
119	по себе	4	2
120	в литературе	2	2
121	что он	2	2
122	к тому	2	2
123	данный момент	2	2
124	и того	6	2
125	и как	3	2
126	– и	4	2
127	всех без	4	2
128	в большинстве	3	2
129	во втором	2	2
130	одной из	3	2
131	из которых	2	2
132	имеет место	2	2
133	к его	2	2
134	здесь мы	4	2
135	слова как	7	2
136	в виду	2	2
137	не могло	2	2
138	зрения и	2	2
139	во всех	7	2
140	как к	2	2
141	в романе	2	2
142	и для	11	2
143	– как	2	2
144	это и	3	2
145	к одному	4	2
146	в данный	2	2
147	с точки	20	2
148	и даже	2	2
149	и иных	2	2
150	так же	7	2
151	или иначе	2	2
152	как такой	4	2
153	и здесь	6	2
154	могла бы	2	2
155	без исключения	8	2
156	о том	2	2
157	жизни но	2	2
158	и это	3	2
159	в чем	2	2
160	в которой	3	2
161	в области	3	2
