N	3gram	Vygotskiy__5	Myshleni
1	для того чтобы	19	14
2	в том что	14	11
3	с точки зрения	2	9
4	так же как	2	7
5	друг с другом	3	7
6	мы могли бы	4	6
7	с самого начала	3	5
8	по сравнению с	4	5
9	можно сказать что	2	5
10	в этом отношении	3	5
11	заключается в том	6	5
12	потому что он	2	5
13	то же самое	3	4
14	не в состоянии	3	4
15	в сущности говоря	8	4
16	о том что	6	4
17	на этот вопрос	3	4
18	друг от друга	2	4
19	из того что	3	4
20	и того же	2	3
21	в лучшем случае	3	3
22	состоит в том	2	3
23	с одной стороны	12	3
24	можно было бы	3	3
25	одного и того	2	3
26	в этом случае	2	3
27	так как это	3	3
28	до сих пор	5	3
29	не только не	4	3
30	не может быть	2	3
31	вопрос о том	2	3
32	в отличие от	2	2
33	мы видим что	3	2
34	ответ на этот	2	2
35	в самом деле	5	2
36	является то что	2	2
37	а с другой	4	2
38	потому что в	2	2
39	могли бы сказать	2	2
40	само по себе	2	2
41	с другой стороны	5	2
42	таким образом что	3	2
43	в зависимости от	6	2
44	именно потому что	2	2
45	вместе с тем	3	2
46	и то что	3	2
47	то что он	3	2
