N	2gram	Voloshinov_1	formyVre
1	и в	38	50
2	то есть	4	33
3	в этом	10	25
4	в нем	4	24
5	человека в	2	17
6	и его	7	16
7	прежде всего	21	15
8	и не	14	14
9	как мы	9	14
10	вовсе не	2	13
11	в его	6	13
12	так и	6	12
13	может быть	13	11
14	таким образом	7	11
15	мы уже	10	11
16	то же	14	11
17	и как	9	10
18	времени и	2	10
19	но в	5	10
20	в конце	6	9
21	в том	2	9
22	же время	7	9
23	все эти	2	9
24	в то	9	9
25	не только	27	9
26	с его	7	9
27	роль в	3	9
28	ничего не	8	9
29	в самом	4	8
30	и их	5	8
31	но и	13	8
32	и на	6	8
33	как и	10	8
34	жизни и	3	8
35	не было	2	7
36	так сказать	4	7
37	все же	7	6
38	в частности	3	6
39	это не	3	6
40	в дальнейшем	2	6
41	не может	12	6
42	лишь в	4	6
43	так же	4	6
44	так как	7	6
45	с этим	2	6
46	и все	4	6
47	в жизни	2	6
48	связи с	3	6
49	во всех	6	6
50	то что	8	6
51	в ее	3	6
52	как в	2	6
53	между двумя	2	6
54	не в	6	5
55	с самим	2	5
56	этот процесс	2	5
57	в связи	2	5
58	в разных	3	5
59	в основе	2	5
60	точки зрения	10	5
61	но все	4	5
62	если бы	4	5
63	отнюдь не	10	5
64	но не	2	5
65	еще не	3	5
66	он не	2	5
67	того чтобы	7	5
68	для того	9	5
69	своей жизни	5	4
70	кроме того	2	4
71	и следовательно	5	4
72	в котором	3	4
73	все это	4	4
74	влияние на	4	4
75	потому что	5	4
76	и с	5	4
77	в ней	8	4
78	нет ничего	2	4
79	между собой	2	4
80	конечно не	3	4
81	в процессе	6	4
82	или как	6	4
83	и т.п	21	4
84	в той	5	4
85	том что	3	4
86	и для	3	4
87	и то	3	4
88	только в	6	4
89	и это	7	4
90	здесь не	2	4
91	в этих	2	3
92	в отношении	2	3
93	вследствие этого	2	3
94	к тому	4	3
95	да и	4	3
96	связаны с	4	3
97	с тем	8	3
98	при этом	9	3
99	себе и	2	3
100	хотя и	3	3
101	в виду	3	3
102	и уже	3	3
103	один из	4	3
104	в форме	6	3
105	отношения к	3	3
106	этом отношении	2	3
107	но эта	2	3
108	друг друга	2	3
109	а в	5	3
110	их в	3	3
111	сказать что	3	3
112	в начале	3	3
113	его в	4	3
114	в одном	3	3
115	ни к	2	3
116	для них	2	3
117	в какой-то	2	3
118	не знает	3	3
119	к этому	2	3
120	что было	3	3
121	есть не	2	3
122	в качестве	4	3
123	одно и	4	3
124	одной из	2	3
125	мы говорили	2	3
126	и потому	2	3
127	что и	3	3
128	вместе с	5	3
129	сих пор	2	3
130	только на	3	3
131	еще более	2	3
132	а не	6	3
133	между ними	3	3
134	мы не	9	3
135	мы видим	3	3
136	или в	2	3
137	с другими	2	3
138	в себе	9	3
139	место в	2	2
140	где и	2	2
141	уже в	5	2
142	самого начала	4	2
143	мы будем	6	2
144	никогда не	7	2
145	о своей	4	2
146	в нашем	5	2
147	друг другу	2	2
148	его и	3	2
149	точку зрения	3	2
150	само собой	4	2
151	и нет	2	2
152	вопрос о	2	2
153	или иной	4	2
154	для нас	3	2
155	тому же	2	2
156	с самого	4	2
157	в свою	6	2
158	для него	3	2
159	но для	3	2
160	жизни это	2	2
161	в целом	4	2
162	не к	3	2
163	отношение к	2	2
164	природы и	2	2
165	еще и	2	2
166	к своему	4	2
167	те же	4	2
168	с помощью	6	2
169	того что	4	2
170	и даже	3	2
171	в которых	2	2
172	также и	2	2
173	точном смысле	2	2
174	той или	3	2
175	и является	5	2
176	необходимо чтобы	3	2
177	что мы	11	2
178	мы должны	10	2
179	все то	2	2
180	с ним	2	2
181	для всех	2	2
182	не является	5	2
183	он должен	3	2
184	ясно что	2	2
185	и к	4	2
186	об этом	3	2
187	равно как	2	2
188	было бы	7	2
189	в данной	3	2
190	нет и	3	2
191	и определяется	2	2
192	в своей	2	2
193	как бы	28	2
194	совершенно не	3	2
195	связь между	2	2
196	в точном	2	2
197	если мы	4	2
198	уже не	4	2
199	в значительной	2	2
200	и эта	3	2
201	с точки	5	2
202	хотя бы	18	2
203	в которой	7	2
204	той же	5	2
205	у них	2	2
206	собой разумеется	2	2
207	тем что	2	2
208	в каком	2	2
209	выражение в	3	2
210	и вообще	2	2
211	слова и	5	2
