N	2gram	Losev_Dial_2	Problema
1	то что	14	38
2	и не	30	37
3	вовсе не	13	37
4	и в	19	35
5	не есть	47	33
6	сказать что	10	24
7	не только	19	24
8	том что	10	19
9	о том	5	18
10	может быть	20	18
11	что такое	3	18
12	в этом	8	17
13	но и	12	16
14	и вообще	6	16
15	что мы	2	14
16	только в	5	14
17	не менее	3	13
18	и что	5	13
19	потому что	14	13
20	во всяком	2	13
21	не может	9	13
22	тем не	2	12
23	в том	14	12
24	того что	6	12
25	также и	2	12
26	хотя бы	4	12
27	что в	7	11
28	прежде всего	8	11
29	так что	7	11
30	не просто	12	11
31	и даже	14	11
32	не будет	2	11
33	в таком	4	11
34	всяком случае	2	10
35	и с	5	10
36	таком случае	3	10
37	говорить о	5	10
38	еще не	4	10
39	да и	6	10
40	а не	16	10
41	в данном	3	10
42	и то	7	10
43	ничего не	3	10
44	если мы	2	9
45	в этой	3	9
46	что же	2	9
47	только о	2	8
48	уже не	3	8
49	было бы	3	8
50	в виду	5	8
51	есть только	4	8
52	ясно что	4	8
53	по себе	18	8
54	как раз	5	8
55	все же	4	8
56	тут же	4	8
57	в конце	2	7
58	есть нечто	8	7
59	все эти	2	7
60	того или	2	7
61	так и	10	7
62	бы и	2	7
63	так как	14	7
64	можно ли	3	6
65	с другой	5	6
66	можно сказать	5	6
67	а только	3	6
68	определенного рода	2	6
69	ни в	10	6
70	но это	7	6
71	о чем	3	6
72	так или	2	6
73	и т	17	6
74	а именно	5	6
75	к сожалению	2	6
76	т д	15	6
77	но как	5	6
78	в то	6	6
79	когда мы	3	6
80	по крайней	9	6
81	есть не	7	6
82	же самое	2	6
83	крайней мере	9	6
84	или иначе	2	6
85	в виде	2	6
86	но в	2	6
87	как будто	7	6
88	в области	2	6
89	в частности	2	5
90	же это	4	5
91	кроме того	3	5
92	в самом	5	5
93	той или	4	5
94	отнюдь не	6	5
95	данном случае	2	5
96	в связи	4	5
97	с этим	3	5
98	с одной	2	5
99	так же	2	5
100	и более	3	5
101	и все	12	5
102	как и	10	5
103	связи с	4	5
104	по своему	5	5
105	то же	12	5
106	как мы	3	5
107	что не	6	5
108	другой стороны	4	5
109	или другой	3	5
110	в себе	15	5
111	будто бы	3	5
112	и это	5	5
113	не могут	4	4
114	сама по	7	4
115	не говоря	2	4
116	что если	3	4
117	и есть	4	4
118	в этих	3	4
119	в своем	4	4
120	что на	2	4
121	как таковой	4	4
122	как же	3	4
123	без всякого	4	4
124	и как	10	4
125	есть в	2	4
126	более или	2	4
127	это значит	8	4
128	в общем	2	4
129	между собою	3	4
130	и следовательно	5	4
131	как бы	14	4
132	и тут	3	4
133	говоря уже	2	4
134	что она	14	4
135	все это	4	4
136	и только	4	4
137	мы говорим	3	4
138	таким образом	4	4
139	но только	3	4
140	заключается в	4	4
141	а в	4	4
142	в результате	2	4
143	их в	2	4
144	уже о	2	4
145	на свете	5	4
146	тем что	2	4
147	всех этих	3	4
148	что он	6	4
149	тут тоже	2	4
150	но не	6	4
151	тех пор	3	4
152	до сих	2	4
153	ни о	2	4
154	или вообще	3	4
155	сих пор	2	4
156	или менее	2	4
157	на самом	2	4
158	самом деле	4	4
159	в каком	4	4
160	или по	2	4
161	значит что	12	4
162	как только	3	3
163	уже в	4	3
164	и символа	2	3
165	тому что	2	3
166	в каком-то	4	3
167	и от	3	3
168	вопрос о	3	3
169	к тому	2	3
170	и можно	2	3
171	что они	6	3
172	есть ни	6	3
173	несмотря на	2	3
174	и если	4	3
175	мы уже	8	3
176	но мы	2	3
177	то это	2	3
178	только то	4	3
179	и их	3	3
180	в их	2	3
181	не было	3	3
182	только и	2	3
183	при этом	4	3
184	все на	4	3
185	в науке	2	3
186	и по	4	3
187	в своих	2	3
188	иное как	3	3
189	что иное	3	3
190	в истории	2	3
191	о котором	3	3
192	мы должны	2	3
193	но ведь	2	3
194	его в	3	3
195	то не	3	3
196	с тем	2	3
197	уже и	2	3
198	только не	2	3
199	или других	2	3
200	тогда когда	6	3
201	каком-то смысле	2	3
202	не что	3	3
203	и к	7	3
204	только тогда	7	3
205	это и	3	3
206	она не	8	3
207	только как	3	3
208	мы в	2	3
209	каком случае	2	3
210	тех или	2	3
211	от всего	2	3
212	иной раз	5	3
213	все равно	5	3
214	имеется в	2	3
215	с самого	2	3
216	или точнее	3	3
217	и притом	7	3
218	то или	4	3
219	быть только	2	3
220	не во	2	3
221	это только	3	3
222	смысла и	2	2
223	перед нами	2	2
224	содержит в	4	2
225	или иное	4	2
226	самого начала	2	2
227	или иная	2	2
228	время и	2	2
229	на всю	2	2
230	в той	3	2
231	нами как	2	2
232	не в	8	2
233	но все	2	2
234	независимо от	4	2
235	не очень	2	2
236	что с	2	2
237	ведь мы	2	2
238	и мы	3	2
239	себе и	3	2
240	как они	3	2
241	в зависимости	2	2
242	вещи и	3	2
243	в состоянии	2	2
244	к нему	4	2
245	ни с	4	2
246	что оно	4	2
247	можно только	2	2
248	даже в	3	2
249	в одно	5	2
250	и нечто	2	2
251	в системе	2	2
252	или в	2	2
253	должно быть	7	2
254	есть просто	3	2
255	само по	2	2
256	или не	2	2
257	или как	3	2
258	может иметь	3	2
259	в ней	2	2
260	же и	9	2
261	мере в	2	2
262	она и	2	2
263	точки зрения	12	2
264	во все	2	2
265	человека но	2	2
266	однако это	2	2
267	мы это	2	2
268	же мы	3	2
269	нет никакой	4	2
270	сознания и	5	2
271	сами по	3	2
272	та или	2	2
273	с нею	3	2
274	об этом	3	2
275	и при	2	2
276	зависимости от	2	2
277	в тех	2	2
278	говорят что	4	2
279	ведь это	3	2
280	мы же	2	2
281	поэтому если	2	2
282	конечно не	6	2
283	он не	4	2
284	не значит	3	2
285	но вот	2	2
286	и времени	5	2
287	что и	5	2
288	во всех	2	2
289	вместе с	2	2
290	быть и	4	2
291	на него	2	2
292	это вовсе	2	2
293	и прежде	2	2
294	как нечто	4	2
295	совершенно не	7	2
296	собственно говоря	2	2
297	в голове	2	2
298	чтобы не	6	2
299	время не	3	2
300	это за	3	2
301	не то	5	2
302	которые не	2	2
303	это было	3	2
