N	2gram	Tiupa_Lite_2	Myslijsy
1	потому что	2	49
2	для нас	2	31
3	то есть	5	30
4	и в	19	24
5	может быть	17	23
6	то что	7	20
7	и не	11	19
8	а не	20	18
9	в том	10	18
10	что в	4	16
11	не только	8	15
12	того же	4	14
13	при этом	6	13
14	было бы	2	13
15	не в	4	13
16	но не	5	12
17	не может	9	12
18	то же	12	12
19	что и	2	11
20	вместе с	5	11
21	мы не	4	11
22	для него	4	10
23	в себе	6	10
24	так что	4	10
25	тогда как	9	10
26	так как	3	10
27	вовсе не	2	9
28	в нем	3	9
29	как бы	2	9
30	но и	10	9
31	то и	3	9
32	а в	3	8
33	том что	7	8
34	и на	6	8
35	в этом	9	8
36	могут быть	2	8
37	быть может	3	7
38	прежде всего	4	7
39	во всех	3	7
40	как и	10	7
41	того что	5	7
42	тем что	4	7
43	с другой	8	6
44	в одном	2	6
45	и как	3	6
46	тем не	2	6
47	и т	2	6
48	не было	2	6
49	в то	9	6
50	и только	2	6
51	уже в	2	5
52	не менее	6	5
53	столь же	5	5
54	по крайней	2	5
55	с ним	2	5
56	крайней мере	2	5
57	же в	2	5
58	тот же	2	5
59	что не	2	5
60	о том	2	5
61	так и	7	5
62	в них	2	5
63	а потому	2	5
64	для того	2	5
65	из них	2	5
66	все же	2	5
67	никогда не	3	4
68	что он	3	4
69	уже не	2	4
70	такой же	3	4
71	одна из	5	4
72	еще не	2	4
73	так в	5	4
74	с одной	7	4
75	и что	2	4
76	тем самым	3	4
77	тому как	2	4
78	подобно тому	2	4
79	себе не	2	4
80	как он	2	4
81	одном из	2	4
82	с тем	2	4
83	но в	2	4
84	о которой	2	3
85	ни было	2	3
86	очевидно что	2	3
87	все что	2	3
88	но тем	4	3
89	одной стороны	6	3
90	но это	3	3
91	в ней	4	3
92	если в	2	3
93	не с	3	3
94	слова и	7	3
95	в целом	2	3
96	со стороны	3	3
97	т п	2	3
98	быть не	2	3
99	человека в	4	3
100	тем же	3	3
101	не так	2	3
102	и для	3	3
103	от слова	3	3
104	как на	3	3
105	той же	2	3
106	и то	3	3
107	одно из	2	3
108	в каждом	2	2
109	перестает быть	3	2
110	в нашем	2	2
111	и его	3	2
112	в какой	2	2
113	хотя бы	2	2
114	не столько	3	2
115	а к	2	2
116	в жизни	2	2
117	состоит в	9	2
118	у нас	5	2
119	в сравнении	2	2
120	у него	2	2
121	же время	9	2
122	одно и	2	2
123	в его	4	2
124	не знали	3	2
125	себя и	2	2
126	один из	4	2
127	другой стороны	4	2
128	и других	4	2
129	в себя	3	2
130	но только	2	2
131	друг друга	2	2
132	как это	2	2
133	сравнении с	2	2
134	по отношению	4	2
135	даже и	2	2
136	в другом	3	2
137	на этом	2	2
138	в разговоре	3	2
139	для кого	2	2
