N	3gram	Vygotskiy__4	StatiiOP
1	и т д	2	21
2	в том что	12	17
3	о том что	10	11
4	для того чтобы	19	10
5	и т п	3	9
6	можно было бы	4	8
7	с точки зрения	4	8
8	до сих пор	3	7
9	на самом деле	5	6
10	с другой стороны	2	6
11	во всяком случае	3	6
12	в самом деле	7	5
13	на то что	6	4
14	и в самом	2	3
15	так же как	3	3
16	и в этом	3	3
17	за то что	3	3
18	заключается в том	3	3
19	сказать что в	2	3
20	если бы мы	2	2
21	в то время	2	2
22	что в этой	2	2
23	как раз в	4	2
24	с одной стороны	3	2
25	что это не	2	2
26	то что в	3	2
27	речь идет о	2	2
28	что в нем	5	2
