N	2gram	Propp_Isto_5	Analitik
1	в этом	10	18
2	в частности	7	16
3	и в	25	16
4	не только	13	16
5	как и	7	14
6	в том	6	12
7	но и	13	12
8	и не	11	12
9	том что	8	12
10	в качестве	7	11
11	могут быть	6	10
12	как бы	2	10
13	а не	2	10
14	в пределах	4	9
15	в этой	3	9
16	ничего не	2	9
17	в данном	3	8
18	в целом	3	8
19	представляет собой	7	8
20	то что	7	7
21	особенно в	2	7
22	о том	7	7
23	с другой	9	6
24	и на	8	6
25	может быть	17	6
26	говорит о	2	5
27	данном случае	2	5
28	с одной	7	5
29	на себя	3	5
30	не менее	4	4
31	можно сказать	2	4
32	у него	2	4
33	этом случае	7	4
34	уже не	11	4
35	не в	6	4
36	но не	5	4
37	того же	2	4
38	одной стороны	7	4
39	и тем	4	4
40	отношению к	2	4
41	во всех	2	4
42	как в	6	4
43	все это	4	4
44	по отношению	2	4
45	не может	6	4
46	на этом	3	4
47	и его	9	4
48	то же	4	4
49	точки зрения	2	4
50	только в	7	4
51	в себя	3	4
52	никогда не	3	3
53	прежде всего	6	3
54	ему в	3	3
55	тем не	4	3
56	так что	2	3
57	и сам	2	3
58	несмотря на	2	3
59	мы имеем	14	3
60	или в	6	3
61	что и	6	3
62	из них	2	3
63	со стороны	2	3
64	если бы	2	3
65	на смену	4	3
66	а в	3	3
67	как мы	5	3
68	тем что	10	3
69	попадает в	2	3
70	и все	3	3
71	а как	2	2
72	того что	2	2
73	уже и	2	2
74	тот кто	7	2
75	он же	2	2
76	над нами	2	2
77	что все	4	2
78	к этому	2	2
79	вовсе не	2	2
80	по себе	2	2
81	на то	2	2
82	а затем	7	2
83	по существу	2	2
84	превращается в	7	2
85	что в	8	2
86	так например	2	2
87	мы узнаем	2	2
88	она не	2	2
89	еще не	8	2
90	о чем	2	2
91	в своей	2	2
92	в роли	3	2
93	в таких	3	2
94	еще в	2	2
95	даже в	2	2
96	один из	2	2
97	это было	2	2
98	на этой	4	2
99	себя в	6	2
100	вместе с	22	2
101	на него	8	2
102	другой стороны	8	2
103	и стал	2	2
104	таким образом	9	2
105	т е	16	2
106	этих случаях	8	2
107	и он	6	2
108	и для	2	2
109	так же	5	2
110	роль в	2	2
111	он не	4	2
112	к его	2	2
113	в то	3	2
114	в его	12	2
115	его в	9	2
116	представляют собой	3	2
117	в этих	6	2
118	сказать что	2	2
119	с ним	4	2
