N	2gram	Vygotskiy__7	PoTuStor
1	может быть	7	17
2	и в	26	16
3	прежде всего	7	9
4	таким образом	23	9
5	в этом	29	9
6	мы можем	3	9
7	и только	4	9
8	совершенно не	2	8
9	и его	12	8
10	и с	5	8
11	точки зрения	28	8
12	не может	11	8
13	сказать что	8	7
14	не только	24	7
15	и к	7	6
16	с точки	21	6
17	самом деле	6	6
18	для него	3	6
19	отношение к	2	5
20	все эти	6	5
21	в чем	3	5
22	ни в	2	5
23	нуждается в	3	5
24	еще не	4	5
25	как бы	6	5
26	с самого	7	4
27	самого начала	7	4
28	в нем	2	4
29	и их	5	4
30	но и	11	4
31	так и	3	4
32	все это	3	4
33	мысли и	11	4
34	так как	14	4
35	и не	18	4
36	на самом	3	4
37	как мы	14	4
38	но мы	3	4
39	и ее	2	4
40	можно сказать	5	4
41	и наконец	4	4
42	в этой	3	4
43	с ее	2	4
44	все что	6	4
45	только в	8	4
46	его в	2	4
47	но в	4	4
48	в его	4	4
49	во время	2	3
50	мы знаем	2	3
51	и значение	5	3
52	в этих	2	3
53	по сравнению	9	3
54	что в	12	3
55	и есть	2	3
56	во всех	6	3
57	могут быть	2	3
58	вместе с	12	3
59	сих пор	3	3
60	ребенка и	8	3
61	сравнению с	8	3
62	в большинстве	2	3
63	отношения к	2	3
64	большинстве случаев	2	3
65	и она	2	3
66	учение о	3	3
67	в том	18	3
68	а в	2	3
69	том что	17	3
70	с другими	3	3
71	то что	24	3
72	в основе	3	3
73	только на	3	3
74	едва ли	4	3
75	как это	5	3
76	в области	4	3
77	во всяком	2	3
78	в основном	3	3
79	в конечном	2	3
80	и потому	3	3
81	до сих	3	3
82	между ними	3	3
83	не менее	4	2
84	ее в	8	2
85	нет и	3	2
86	один из	2	2
87	не могут	4	2
88	что и	3	2
89	не есть	4	2
90	в развитии	10	2
91	же как	8	2
92	конечном счете	2	2
93	никогда не	4	2
94	что не	2	2
95	между собой	6	2
96	для этого	3	2
97	если мы	5	2
98	находится в	2	2
99	во всей	2	2
100	с этой	5	2
101	из этих	3	2
102	с этим	2	2
103	то же	8	2
104	что оно	4	2
105	к этому	2	2
106	только и	3	2
107	и других	2	2
108	с помощью	13	2
109	что он	8	2
110	мы не	7	2
111	на этих	2	2
112	что на	2	2
113	что мы	9	2
114	и по	3	2
115	и для	5	2
116	для нас	2	2
117	в этот	3	2
118	как и	15	2
119	мы видим	3	2
120	так же	14	2
121	но это	3	2
122	за счет	2	2
123	есть в	3	2
124	мы уже	3	2
125	по своему	9	2
126	он не	3	2
127	не можем	4	2
128	момент в	3	2
129	в начале	5	2
130	ту же	2	2
131	было бы	6	2
132	со всеми	2	2
133	что это	6	2
134	о том	4	2
135	в самом	9	2
136	в своей	3	2
137	и о	3	2
138	с ним	3	2
139	себя и	2	2
