N	2gram	Propp_Isto_5	Formalny
1	т е	16	32
2	и не	11	30
3	вовсе не	2	28
4	и в	25	27
5	может быть	17	25
6	не может	6	24
7	и его	9	19
8	таким образом	9	18
9	в этом	10	18
10	а не	2	17
11	точки зрения	2	16
12	самом деле	2	16
13	и пр	3	15
14	в нем	7	15
15	то же	4	15
16	как и	7	14
17	не в	6	12
18	если бы	2	12
19	и т	20	11
20	но и	13	10
21	так как	11	9
22	не только	13	9
23	так же	5	9
24	что в	8	8
25	в пределах	4	8
26	как бы	2	8
27	и все	3	8
28	то что	7	8
29	входит в	5	8
30	как мы	5	8
31	только в	7	8
32	не менее	4	7
33	в том	6	7
34	все это	4	7
35	потому что	7	7
36	в то	3	7
37	его в	9	7
38	с тем	8	7
39	совершенно не	2	7
40	в его	12	7
41	там где	6	7
42	с другой	9	6
43	т д	18	6
44	все эти	8	6
45	что он	22	6
46	еще не	8	6
47	все же	10	6
48	в своей	2	6
49	и для	2	6
50	в данном	3	6
51	вместе с	22	6
52	никогда не	3	5
53	в дальнейшем	4	5
54	того чтобы	3	5
55	друг друга	3	5
56	другой стороны	8	5
57	в ней	5	5
58	в истории	4	5
59	но не	5	5
60	и потому	2	5
61	тем что	10	5
62	связи с	8	5
63	уже в	2	4
64	прежде всего	6	4
65	мы знаем	8	4
66	и как	3	4
67	для того	3	4
68	мы видели	7	4
69	в целом	3	4
70	жизни и	2	4
71	данном случае	2	4
72	со стороны	2	4
73	в связи	4	4
74	они не	3	4
75	о том	7	4
76	мы можем	2	4
77	тогда когда	2	4
78	по себе	2	4
79	в ее	4	4
80	том что	8	4
81	социальной жизни	2	4
82	она не	2	4
83	как в	6	4
84	роль в	2	4
85	мы не	5	4
86	могут быть	6	4
87	же как	4	3
88	что это	5	3
89	в этих	6	3
90	его и	2	3
91	это не	6	3
92	формы и	2	3
93	можно сказать	2	3
94	для нас	5	3
95	мы и	2	3
96	того что	2	3
97	одним из	2	3
98	в него	5	3
99	и тем	4	3
100	по отношению	2	3
101	и что	8	3
102	в которых	3	3
103	и на	8	3
104	их в	3	3
105	сказать что	2	3
106	и с	3	3
107	к его	2	3
108	ясно что	5	3
109	того же	2	3
110	мы уже	4	3
111	во всех	2	3
112	о нем	3	3
113	еще в	2	3
114	отношению к	2	3
115	время в	2	3
116	ее в	2	3
117	уже не	11	3
118	героя в	9	3
119	а на	2	2
120	но так	2	2
121	человека и	2	2
122	ее и	3	2
123	но это	7	2
124	такой же	2	2
125	в этой	3	2
126	на этом	3	2
127	очевидно что	2	2
128	в формах	2	2
129	нем и	3	2
130	но для	2	2
131	и др	3	2
132	только один	3	2
133	он может	2	2
134	из них	2	2
135	вошел в	2	2
136	эта связь	2	2
137	именно на	2	2
138	знаем что	6	2
139	и действительно	5	2
140	том как	2	2
141	видели что	2	2
142	из нее	2	2
143	превращается в	7	2
144	не как	4	2
145	превращаются в	2	2
146	к этому	2	2
147	то в	2	2
148	одна из	2	2
149	связано с	5	2
150	то его	2	2
151	мы увидим	5	2
152	мы должны	4	2
153	и из	3	2
154	в целях	3	2
155	или на	2	2
156	таким же	2	2
157	но оно	3	2
158	в основном	4	2
159	даже в	2	2
160	должен быть	2	2
161	что и	6	2
162	тем не	4	2
163	но уже	3	2
164	так в	2	2
165	тогда он	2	2
166	человека в	3	2
167	что этот	2	2
168	это значит	2	2
169	от этого	4	2
170	ту же	2	2
171	и это	4	2
172	героя и	3	2
173	ничего не	2	2
