N	2gram	Vinokur_St_3	Dialekti
1	т е	8	30
2	и не	10	30
3	может быть	19	20
4	и в	25	19
5	не только	12	19
6	и т	8	17
7	а не	5	16
8	т д	2	15
9	то что	12	14
10	в том	20	14
11	как бы	6	14
12	так как	3	14
13	потому что	5	14
14	вовсе не	2	13
15	но и	9	12
16	то же	5	12
17	не просто	2	12
18	точки зрения	7	12
19	что это	16	10
20	ни в	5	10
21	как и	4	10
22	так и	5	10
23	том что	15	10
24	это не	7	10
25	сказать что	4	10
26	времени и	2	9
27	никогда не	2	9
28	по крайней	4	9
29	крайней мере	4	9
30	не может	7	9
31	прежде всего	10	8
32	с точки	4	8
33	не в	6	8
34	это есть	4	8
35	в этом	24	8
36	в своей	4	8
37	но это	4	7
38	и к	4	7
39	что в	19	7
40	только тогда	2	7
41	время как	4	7
42	в поэзии	2	7
43	так что	11	7
44	что он	19	6
45	что не	2	6
46	что они	2	6
47	в то	7	6
48	но не	2	6
49	того что	5	6
50	и может	2	6
51	не потому	2	6
52	тогда когда	2	6
53	с другой	5	5
54	же время	3	5
55	можно сказать	4	5
56	и пр	13	5
57	в самом	2	5
58	и это	5	5
59	как раз	3	5
60	и что	3	5
61	в смысле	4	5
62	только что	2	5
63	и его	3	5
64	но как	2	5
65	говорить о	3	5
66	только в	6	5
67	о том	8	5
68	и с	4	5
69	в виду	2	5
70	уже в	3	4
71	независимо от	5	4
72	нельзя сказать	3	4
73	все же	4	4
74	то время	4	4
75	еще не	2	4
76	и если	3	4
77	к нему	4	4
78	он не	5	4
79	связи с	3	4
80	от того	2	4
81	без всякого	2	4
82	все это	8	4
83	другой стороны	5	4
84	в связи	3	4
85	и только	2	4
86	том смысле	2	4
87	таким образом	10	4
88	заключается в	2	4
89	самом деле	2	4
90	и по	2	4
91	а в	6	4
92	в одной	2	4
93	одно из	2	4
94	могут быть	2	4
95	но он	3	4
96	в каком	4	4
97	в другом	3	4
98	думаю что	2	3
99	не менее	2	3
100	всех этих	3	3
101	и более	3	3
102	все время	2	3
103	в этих	11	3
104	в это	2	3
105	была бы	4	3
106	об этом	5	3
107	как мы	2	3
108	уже не	3	3
109	в этой	14	3
110	что если	2	3
111	кроме того	3	3
112	было бы	7	3
113	важно что	2	3
114	и тогда	2	3
115	с этим	7	3
116	не было	4	3
117	мы имеем	5	3
118	мы находим	2	3
119	что такое	7	3
120	между собою	2	3
121	что этот	3	3
122	это за	2	3
123	в чем	4	3
124	ничего не	4	3
125	это было	8	3
126	связана с	4	2
127	самого начала	2	2
128	что у	2	2
129	в какой	3	2
130	у пушкина	22	2
131	в конце	6	2
132	в системе	3	2
133	он может	2	2
134	к тому	2	2
135	тем не	2	2
136	с самого	2	2
137	но все	2	2
138	мы видим	4	2
139	более и	2	2
140	что я	3	2
141	так чтобы	2	2
142	с тем	4	2
143	до сих	2	2
144	в общем	4	2
145	на его	4	2
146	в сущности	2	2
147	несмотря на	3	2
148	которые были	2	2
149	в ней	4	2
150	всяком случае	4	2
151	если в	2	2
152	нет никакого	3	2
153	сих пор	2	2
154	нет вообще	2	2
155	во всех	2	2
156	в некоторых	3	2
157	дело не	2	2
158	ее в	2	2
159	в каждом	4	2
160	в их	3	2
161	тому что	3	2
162	взгляд на	2	2
163	не на	2	2
164	т п	6	2
165	например в	4	2
166	с ее	2	2
167	с одной	2	2
168	как в	6	2
169	а потому	2	2
170	как я	2	2
171	его не	2	2
172	или в	2	2
173	в своих	8	2
174	в результате	2	2
175	между тем	6	2
176	не как	2	2
177	тем что	19	2
178	в виде	3	2
179	что здесь	4	2
180	во время	3	2
181	что мы	3	2
182	во всяком	4	2
183	что эти	4	2
184	все эти	3	2
185	есть в	2	2
186	к сожалению	2	2
187	ни на	2	2
188	в которой	4	2
189	в области	6	2
190	что по	3	2
191	говорил что	5	2
192	но в	5	2
193	я и	3	2
194	в жизни	4	2
195	вместе с	2	2
196	на этом	3	2
