N	2gram	Bakhtin_Pr_2	RusskieA
1	и в	43	36
2	не только	11	22
3	что в	4	19
4	том что	2	19
5	в том	6	17
6	т е	26	17
7	но и	14	16
8	так как	4	15
9	во время	4	14
10	в этом	13	12
11	это не	3	10
12	как мы	10	10
13	как и	14	10
14	и т	13	10
15	и на	10	10
16	об этом	2	9
17	т д	4	9
18	а в	5	9
19	у нас	2	8
20	мы увидим	5	8
21	из них	2	8
22	может быть	23	8
23	о том	5	8
24	что и	3	7
25	так и	3	7
26	между тем	3	7
27	и не	29	6
28	для нас	2	6
29	при этом	6	6
30	в них	4	6
31	уже не	3	6
32	таким образом	5	6
33	мы не	4	6
34	все это	5	6
35	в виде	3	6
36	то что	7	6
37	все же	3	5
38	как бы	22	5
39	с ними	2	5
40	в которых	2	5
41	как в	2	5
42	того как	2	5
43	из этих	2	4
44	с собой	4	4
45	к тому	4	4
46	что на	2	4
47	по существу	3	4
48	одна из	2	4
49	еще не	9	4
50	и др	2	4
51	во всех	4	4
52	и их	3	4
53	в их	3	4
54	не может	18	4
55	входит в	2	4
56	а с	2	4
57	и что	5	4
58	того что	2	4
59	что этот	2	4
60	но это	4	4
61	тем что	3	4
62	только в	4	4
63	слова в	12	3
64	не менее	3	3
65	что это	2	3
66	в этих	6	3
67	в своем	4	3
68	но все	2	3
69	в одном	12	3
70	от них	2	3
71	и к	3	3
72	тем не	2	3
73	только на	3	3
74	в настоящее	2	3
75	но эти	4	3
76	приводит к	6	3
77	то же	8	3
78	с точки	8	3
79	на этот	4	3
80	так же	2	3
81	ничего не	3	3
82	их в	4	3
83	точки зрения	13	3
84	настоящее время	2	3
85	то есть	4	3
86	далеко не	4	3
87	этого слова	2	3
88	могут быть	3	2
89	его и	2	2
90	между собой	2	2
91	что у	2	2
92	к другому	5	2
93	та же	2	2
94	с этим	2	2
95	в каждом	11	2
96	в образе	2	2
97	его к	2	2
98	в различных	3	2
99	в нем	12	2
100	у него	6	2
101	в жизни	3	2
102	он был	3	2
103	так что	5	2
104	и как	2	2
105	такой же	3	2
106	но не	5	2
107	быть и	2	2
108	в большинстве	9	2
109	до конца	4	2
110	она не	3	2
111	чем у	3	2
112	когда он	3	2
113	например в	2	2
114	том же	4	2
115	в его	10	2
116	друг к	2	2
117	и с	5	2
118	в целом	2	2
119	к другу	2	2
120	и до	4	2
121	для наших	2	2
122	для этого	2	2
123	не на	4	2
124	все эти	5	2
125	а не	7	2
126	и пр	2	2
127	и для	3	2
128	мы наблюдаем	2	2
129	с ним	3	2
130	или в	8	2
131	в своих	2	2
132	этот вопрос	4	2
133	он так	2	2
134	мы можем	2	2
135	хотя и	5	2
136	себя и	3	2
137	на себя	2	2
138	и здесь	3	2
139	но в	10	2
140	как он	2	2
141	там где	4	2
142	большинстве случаев	8	2
143	же не	4	2
