N	2gram	Vinokur_Ku_3	DiskursI
1	в качестве	2	34
2	не только	17	28
3	в том	22	23
4	а не	11	22
5	том что	11	19
6	может быть	14	17
7	и в	23	16
8	как и	5	16
9	в этом	16	15
10	еще не	9	14
11	но и	3	14
12	при этом	6	13
13	прежде всего	9	11
14	но не	3	11
15	и не	10	11
16	с другой	7	10
17	как в	4	10
18	далеко не	5	10
19	в частности	2	9
20	состоит в	2	9
21	отношению к	2	9
22	одной стороны	4	9
23	по отношению	3	9
24	не может	6	9
25	с одной	4	9
26	а также	4	8
27	отнюдь не	3	8
28	своего рода	2	8
29	так и	6	8
30	о том	6	8
31	но в	2	8
32	в его	11	7
33	то же	6	7
34	не было	4	7
35	только в	6	7
36	не в	5	7
37	в своем	4	6
38	и как	2	6
39	в рамках	5	5
40	к тому	3	5
41	или иной	7	5
42	можно сказать	2	5
43	тому же	3	5
44	в силу	6	5
45	как бы	5	5
46	в котором	2	5
47	в своей	4	5
48	то что	4	5
49	в процессе	3	5
50	в отличие	2	5
51	а с	3	5
52	а в	5	5
53	в их	6	5
54	отличие от	2	5
55	в данном	7	5
56	что в	13	4
57	не как	2	4
58	и к	3	4
59	что он	6	4
60	уже не	8	4
61	в целом	4	4
62	связи с	6	4
63	и о	4	4
64	отношение к	3	4
65	внимание на	2	4
66	в особенности	2	4
67	лишь в	8	4
68	что не	4	4
69	в которых	3	4
70	потому что	12	4
71	между тем	4	4
72	могут быть	6	4
73	для обозначения	2	3
74	однако в	2	3
75	того же	4	3
76	столь же	4	3
77	это не	3	3
78	по себе	6	3
79	что и	6	3
80	в ее	4	3
81	и того	2	3
82	по своему	2	3
83	в данной	3	3
84	в самом	13	3
85	той или	5	3
86	один из	4	3
87	не с	2	3
88	хотя бы	9	3
89	все же	5	3
90	таким образом	9	3
91	именно в	3	3
92	заключается в	4	3
93	того что	11	3
94	другой стороны	3	3
95	сказать что	7	3
96	тем что	5	3
97	точки зрения	23	3
98	в то	3	3
99	тому как	2	3
100	также и	5	3
101	в первом	5	3
102	зрения на	3	3
103	понятие о	2	3
104	слова в	4	2
105	не менее	12	2
106	и есть	5	2
107	и без	2	2
108	том числе	2	2
109	в какой	3	2
110	нельзя не	2	2
111	одного и	2	2
112	в одном	2	2
113	это в	2	2
114	не более	2	2
115	в тех	2	2
116	к его	2	2
117	в пределах	2	2
118	тот или	2	2
119	более или	2	2
120	на этом	2	2
121	отличается от	2	2
122	в сущности	4	2
123	иначе говоря	2	2
124	в ряду	3	2
125	хотя и	5	2
126	точка зрения	4	2
127	говоря уже	2	2
128	и тем	6	2
129	не есть	3	2
130	того или	3	2
131	на мой	3	2
132	когда он	2	2
133	на том	2	2
134	дело не	2	2
135	в различных	2	2
136	или менее	2	2
137	что же	5	2
138	данном случае	4	2
139	мысли и	2	2
140	за пределы	2	2
141	целый ряд	4	2
142	языка и	2	2
143	как к	2	2
144	уже в	3	2
145	как мы	5	2
146	речи как	3	2
147	и что	7	2
148	том чтобы	4	2
149	более чем	2	2
150	к другому	2	2
151	во всяком	2	2
152	мы имеем	2	2
153	на себя	2	2
154	но как	3	2
155	на протяжении	2	2
156	не говоря	2	2
157	уже о	2	2
158	мой взгляд	3	2
159	так сказать	2	2
160	они не	3	2
161	в значении	2	2
162	в виду	8	2
163	о чем	2	2
