N	2gram	Tiupa_Lite_3	StatiiOP
1	и в	16	25
2	в этом	14	24
3	в том	12	20
4	что в	2	19
5	что он	5	19
6	может быть	12	19
7	тем что	2	19
8	том что	8	15
9	в этой	8	14
10	в г	3	12
11	в его	6	12
12	то что	12	12
13	не только	14	12
14	прежде всего	3	10
15	и не	22	10
16	но и	14	9
17	как например	2	8
18	в своих	2	8
19	о том	6	8
20	это не	5	7
21	было бы	2	7
22	не может	8	7
23	точки зрения	7	7
24	в то	9	7
25	место в	4	6
26	в конце	2	6
27	не в	10	6
28	только в	7	6
29	как бы	8	6
30	как в	5	6
31	как на	3	6
32	а в	5	6
33	и на	2	6
34	в области	3	6
35	между тем	3	6
36	то же	9	5
37	потому что	3	5
38	с другой	6	5
39	на то	2	5
40	такого рода	10	5
41	в году	5	5
42	а не	12	5
43	того что	9	5
44	другой стороны	2	5
45	так и	9	5
46	но в	3	5
47	этом отношении	5	4
48	состоит в	6	4
49	в жизни	8	4
50	у нас	2	4
51	как и	5	4
52	в начале	4	4
53	то в	3	4
54	в качестве	5	4
55	можно сказать	2	4
56	если бы	2	4
57	например в	3	4
58	и к	3	4
59	на его	3	4
60	а также	4	4
61	и тем	3	4
62	в своей	7	4
63	в целом	5	4
64	отношение к	2	4
65	лишь в	5	4
66	с точки	3	4
67	и для	4	4
68	и с	2	4
69	все же	2	4
70	xix века	2	4
71	с его	6	3
72	все они	2	3
73	к этому	2	3
74	же время	7	3
75	в стихотворении	6	3
76	с этой	2	3
77	для него	2	3
78	что я	5	3
79	до конца	4	3
80	одной стороны	4	3
81	и если	4	3
82	несмотря на	2	3
83	и наконец	3	3
84	своего рода	10	3
85	со стороны	7	3
86	в словах	3	3
87	как раз	2	3
88	уже не	3	3
89	и его	6	3
90	в другом	6	3
91	связи с	2	3
92	я и	10	3
93	с по	2	2
94	все время	3	2
95	с чувством	2	2
96	не менее	2	2
97	все более	2	2
98	для его	3	2
99	никогда не	4	2
100	себя и	2	2
101	в стихах	6	2
102	что у	2	2
103	как о	2	2
104	в поэзии	5	2
105	в рамках	4	2
106	одного из	2	2
107	и ее	2	2
108	или иной	2	2
109	к тому	6	2
110	как мы	2	2
111	им в	2	2
112	а по	2	2
113	не как	2	2
114	х годов	15	2
115	так чтобы	2	2
116	но не	4	2
117	того же	2	2
118	в свою	2	2
119	еще не	6	2
120	в самом	3	2
121	во всех	2	2
122	том чтобы	2	2
123	нас к	2	2
124	один из	2	2
125	вместе с	5	2
126	ее в	2	2
127	и тогда	2	2
128	внимание на	2	2
129	взгляд на	3	2
130	и только	2	2
131	быть не	2	2
132	с ее	3	2
133	с одной	4	2
134	о которой	2	2
135	самом деле	3	2
136	во втором	2	2
137	для того	2	2
138	что не	2	2
139	той же	3	2
140	то она	2	2
141	отказ от	2	2
142	одно из	4	2
143	он и	2	2
144	разумеется не	3	2
145	в каждой	2	2
146	то есть	5	2
