N	2gram	Bakhtin_Pr_5	Psycholo
1	и в	35	38
2	то что	10	35
3	все время	4	30
4	в том	5	25
5	в самом	6	25
6	самом деле	10	21
7	что в	6	20
8	может быть	14	19
9	и что	6	18
10	точки зрения	7	16
11	в ней	2	15
12	то есть	16	15
13	том что	3	14
14	как бы	31	14
15	потому что	8	14
16	в этом	14	13
17	было бы	3	12
18	не только	10	12
19	мы увидим	2	12
20	таким образом	7	12
21	не в	10	12
22	что он	24	11
23	что это	4	10
24	в сущности	14	10
25	то же	15	10
26	и не	27	10
27	и все	15	10
28	с точки	2	9
29	увидим что	2	9
30	все же	8	8
31	с тем	3	8
32	с этим	3	8
33	в одном	6	8
34	вовсе не	7	8
35	как и	18	8
36	так что	5	8
37	и как	2	8
38	как раз	4	8
39	из этого	2	8
40	но только	3	8
41	и то	5	8
42	и это	5	8
43	с другой	4	7
44	в ее	3	7
45	а не	4	7
46	мы можем	2	7
47	не может	18	7
48	показать что	2	7
49	что у	6	7
50	как мы	8	7
51	а в	7	7
52	между тем	4	7
53	мы уже	8	7
54	из них	3	6
55	к тому	6	6
56	мы видели	2	6
57	с самого	8	6
58	в котором	3	6
59	тому что	2	6
60	он не	13	6
61	так как	4	6
62	и его	14	6
63	и на	6	6
64	в которых	2	6
65	самого начала	8	6
66	о том	2	6
67	там где	7	6
68	я не	8	5
69	в своем	2	5
70	на этом	2	5
71	в своей	4	5
72	вместе с	2	5
73	но и	14	5
74	другой стороны	3	5
75	в той	4	5
76	или в	2	5
77	в другом	12	5
78	в его	21	5
79	так сказать	2	5
80	в которой	2	5
81	никогда не	4	4
82	что они	6	4
83	по своему	4	4
84	при этом	2	4
85	что с	2	4
86	когда он	3	4
87	и для	8	4
88	конечно не	2	4
89	во всех	3	4
90	не мог	3	4
91	в нем	16	4
92	что и	3	4
93	раз в	2	4
94	в целом	3	4
95	как в	5	4
96	все эти	3	4
97	того что	3	4
98	и даже	5	4
99	время как	2	4
100	сказать что	3	4
101	у него	4	4
102	до крайности	2	4
103	только в	6	4
104	как будто	4	4
105	в себе	5	4
106	в виду	3	4
107	в них	4	3
108	в речи	2	3
109	та же	4	3
110	что все	2	3
111	в такой	4	3
112	и к	12	3
113	она в	2	3
114	ни в	2	3
115	конечно в	2	3
116	а я	10	3
117	но это	6	3
118	к концу	3	3
119	совсем не	3	3
120	одно и	3	3
121	тот же	4	3
122	когда она	2	3
123	мы говорили	2	3
124	и этот	2	3
125	уже говорили	5	3
126	все это	14	3
127	бы не	2	3
128	такое же	2	3
129	что не	4	3
130	где он	4	3
131	тем что	4	3
132	в то	11	3
133	бы в	4	3
134	его в	4	3
135	рассказ в	3	3
136	на тему	2	3
137	в плане	6	3
138	но в	19	3
139	в общем	3	2
140	как все	2	2
141	он хочет	4	2
142	всех этих	2	2
143	к своему	5	2
144	и та	2	2
145	в этих	2	2
146	смысле этого	2	2
147	в глаза	5	2
148	хотя бы	2	2
149	столь же	2	2
150	с этой	2	2
151	и во	3	2
152	лежит в	2	2
153	на самом	9	2
154	во всяком	4	2
155	друг другу	4	2
156	на всю	2	2
157	надо было	2	2
158	что оно	2	2
159	но что	2	2
160	очень часто	2	2
161	о мире	8	2
162	только что	3	2
163	до конца	4	2
164	уже не	3	2
165	такой же	3	2
166	здесь в	2	2
167	для него	14	2
168	слов и	3	2
169	ли это	2	2
170	он все	2	2
171	со всеми	3	2
172	например в	2	2
173	но он	4	2
174	что сам	2	2
175	уже как	2	2
176	совпадает с	2	2
177	к ней	2	2
178	всяком случае	4	2
179	можем сказать	2	2
180	для этого	2	2
181	что рассказ	2	2
182	с ее	3	2
183	благодаря этому	2	2
184	места в	2	2
185	говорит о	2	2
186	к самому	5	2
187	что же	7	2
188	всего этого	3	2
189	не могу	3	2
190	что его	2	2
191	так же	7	2
192	в одной	3	2
193	в виде	7	2
194	а с	3	2
195	не просто	2	2
196	и вот	4	2
197	материалом для	2	2
198	и наконец	7	2
199	и по	2	2
200	есть только	2	2
201	той же	2	2
202	в конце	5	2
203	их в	2	2
204	он в	4	2
205	говорит он	4	2
206	эти слова	3	2
207	к себе	18	2
208	как к	5	2
209	но как	4	2
210	что даже	2	2
211	его к	3	2
212	этого слова	5	2
213	этими двумя	2	2
214	как ты	3	2
215	с ним	7	2
216	ничего не	3	2
217	себя как	3	2
218	в эту	4	2
