N	2gram	Tiupa_Narr_2	Formalny
1	и не	14	30
2	вовсе не	2	28
3	и в	13	27
4	может быть	10	25
5	не может	8	24
6	так и	9	21
7	и его	3	19
8	таким образом	5	18
9	в этом	13	18
10	а не	17	17
11	точки зрения	5	16
12	самом деле	3	16
13	в нем	5	15
14	в процессе	2	15
15	то же	4	15
16	на самом	2	14
17	как и	4	14
18	с точки	2	14
19	не в	8	12
20	если бы	4	12
21	в самом	2	11
22	в жизни	6	11
23	и т	2	11
24	место в	5	10
25	но и	15	10
26	не только	26	9
27	так же	2	9
28	что в	4	8
29	при этом	14	8
30	как бы	6	8
31	отнюдь не	4	8
32	и все	4	8
33	то что	8	8
34	как раз	3	8
35	только в	11	8
36	не менее	4	7
37	в том	14	7
38	же время	3	7
39	потому что	2	7
40	в то	5	7
41	между тем	3	7
42	в его	6	7
43	с другой	5	6
44	все эти	3	6
45	в своих	2	6
46	бы в	2	6
47	но в	6	6
48	в литературе	4	6
49	что он	5	6
50	еще не	2	6
51	было бы	2	6
52	все же	6	6
53	в своей	4	6
54	хотя бы	2	6
55	и для	3	6
56	в данном	10	6
57	никогда не	6	5
58	что они	3	5
59	того чтобы	3	5
60	не является	4	5
61	в ней	2	5
62	в направлении	2	5
63	в результате	2	5
64	но не	3	5
65	т п	2	5
66	сводится к	9	5
67	тому как	2	5
68	так сказать	3	5
69	прежде всего	6	4
70	к тому	9	4
71	его смысла	2	4
72	да и	3	4
73	в целом	3	4
74	жизни и	4	4
75	данном случае	6	4
76	со стороны	6	4
77	они не	2	4
78	о том	5	4
79	как это	4	4
80	между собой	3	4
81	в ее	4	4
82	том что	13	4
83	как в	5	4
84	только на	2	4
85	роль в	2	4
86	в слове	3	4
87	мы не	2	4
88	подобно тому	2	4
89	же как	2	3
90	что это	4	3
91	тому что	3	3
92	в какой	4	3
93	столь же	2	3
94	это не	3	3
95	в конце	4	3
96	те же	2	3
97	вследствие этого	2	3
98	можно сказать	6	3
99	для нас	2	3
100	должна быть	2	3
101	того что	6	3
102	имеет место	2	3
103	в него	2	3
104	и тем	5	3
105	по отношению	5	3
106	той же	2	3
107	этом отношении	3	3
108	и что	2	3
109	высказывания как	2	3
110	не следует	3	3
111	никак не	3	3
112	сказать что	3	3
113	к его	3	3
114	от его	2	3
115	и более	2	3
116	жизни в	6	3
117	на фоне	2	3
118	у нас	2	3
119	о нем	3	3
120	оно не	2	3
121	отношению к	5	3
122	дело с	2	3
123	в той	5	3
124	уже не	4	3
125	героя в	6	3
126	в себе	8	3
127	он является	3	2
128	или иной	3	2
129	но это	2	2
130	в этой	4	2
131	как о	2	2
132	к другому	2	2
133	ни для	2	2
134	но для	2	2
135	не являются	2	2
136	в котором	5	2
137	важно не	2	2
138	он может	2	2
139	что она	2	2
140	жизнью и	2	2
141	в своем	6	2
142	и даже	3	2
143	действующих лиц	3	2
144	из этих	2	2
145	как он	2	2
146	к которому	2	2
147	том как	2	2
148	с его	3	2
149	только не	2	2
150	однако в	2	2
151	превращается в	2	2
152	но при	4	2
153	говорить о	2	2
154	а к	3	2
155	одна из	3	2
156	не могло	2	2
157	с таким	2	2
158	что и	2	2
159	тем не	5	2
160	внутренней речи	3	2
161	жизни с	2	2
162	в отличие	5	2
163	в таком	3	2
164	отношения между	2	2
165	на протяжении	5	2
166	и внутреннего	2	2
167	героя и	2	2
168	здесь не	2	2
169	отличие от	5	2
170	в области	2	2
171	ничего не	6	2
