N	2gram	Vygotskiy__3	Freidism
1	таким образом	17	24
2	и не	10	23
3	не может	6	20
4	точки зрения	6	19
5	прежде всего	4	18
6	в этом	14	15
7	в его	15	15
8	с помощью	42	14
9	мы можем	7	13
10	может быть	13	13
11	и его	2	12
12	как и	15	11
13	как бы	10	11
14	то что	15	11
15	все эти	7	11
16	и потому	2	10
17	так и	5	10
18	как мы	8	10
19	его в	3	10
20	с ним	4	10
21	с его	2	9
22	и в	25	9
23	по отношению	3	9
24	все что	2	8
25	что он	6	8
26	отношению к	2	8
27	еще не	4	8
28	в своей	2	8
29	он не	4	8
30	не только	6	8
31	все это	6	8
32	то же	2	8
33	только в	10	8
34	и все	4	8
35	так как	12	8
36	мы знаем	4	7
37	ни в	9	7
38	тот же	2	7
39	во всяком	4	7
40	один из	6	7
41	мы видели	6	7
42	в самом	3	7
43	сказать что	4	7
44	мы уже	5	7
45	всяком случае	4	7
46	никогда не	4	6
47	для него	5	6
48	того что	10	6
49	и к	5	5
50	связь с	3	5
51	в свою	3	5
52	не в	6	5
53	в этой	5	5
54	в чем	2	5
55	для этого	2	5
56	в то	4	5
57	что в	17	5
58	но и	4	5
59	в себя	3	5
60	для того	7	5
61	а в	4	5
62	и на	6	5
63	могут быть	5	5
64	с этим	4	5
65	в каком	2	5
66	мы должны	6	5
67	не менее	6	4
68	но не	6	4
69	в котором	3	4
70	внешней речи	6	4
71	в этих	2	4
72	из этих	4	4
73	в жизни	3	4
74	если мы	3	4
75	в собственном	6	4
76	с другими	2	4
77	к тому	4	4
78	об этом	2	4
79	всех этих	2	4
80	на которые	2	4
81	на этом	3	4
82	смысле слова	2	4
83	связанные с	2	4
84	при этом	5	4
85	от того	4	4
86	в основе	16	4
87	в зависимости	5	4
88	в нем	2	4
89	все же	6	4
90	не имеющие	2	4
91	на основании	11	4
92	между ними	3	4
93	уже не	2	4
94	того чтобы	8	4
95	с самого	6	4
96	и для	2	4
97	той же	4	4
98	мы не	9	4
99	в таком	2	4
100	с ними	3	4
101	с их	2	4
102	этот вопрос	3	4
103	потому что	6	4
104	зависимости от	6	4
105	не могут	4	3
106	самого начала	6	3
107	главным образом	2	3
108	если бы	5	3
109	ребенка к	2	3
110	тому что	2	3
111	в них	2	3
112	от всех	2	3
113	и от	2	3
114	на себя	2	3
115	помощью которых	7	3
116	конечно в	2	3
117	в себе	2	3
118	и как	5	3
119	но это	5	3
120	по своему	11	3
121	со всеми	6	3
122	и может	2	3
123	было бы	10	3
124	ни на	2	3
125	и той	2	3
126	внутренняя речь	5	3
127	ребенка в	12	3
128	с ее	5	3
129	когда он	3	3
130	вместе с	14	3
131	этот процесс	3	3
132	собственном смысле	6	3
133	приводит к	4	3
134	как в	9	3
135	одной и	2	3
136	и что	10	3
137	свою очередь	2	3
138	на этот	2	3
139	и по	5	3
140	между двумя	2	3
141	мы имеем	4	3
142	ничего общего	3	3
143	слова и	6	3
144	зрения на	2	3
145	одна из	2	3
146	которого оно	2	3
147	не является	8	3
148	человека и	5	3
149	есть и	2	2
150	в отношении	6	2
151	уже в	7	2
152	видели что	3	2
153	но все	2	2
154	что это	5	2
155	между собой	13	2
156	в какой	4	2
157	того же	6	2
158	с другой	6	2
159	с которыми	3	2
160	оно не	2	2
161	к этому	3	2
162	не можем	3	2
163	для развития	3	2
164	для ребенка	10	2
165	тем не	5	2
166	для нас	2	2
167	для всего	2	2
168	ни было	2	2
169	в основном	6	2
170	том что	20	2
171	высшей степени	6	2
172	на этой	5	2
173	мы остановимся	2	2
174	жизни ребенка	4	2
175	в поведении	5	2
176	помощью которой	2	2
177	что с	4	2
178	в нашей	2	2
179	одной стороны	5	2
180	из них	4	2
181	у ребенка	19	2
182	мы говорили	4	2
183	к другим	2	2
184	что мы	7	2
185	в процессе	27	2
186	в него	3	2
187	в своем	4	2
188	помощью которого	2	2
189	в развитии	24	2
190	комплекса в	4	2
191	все они	2	2
192	что она	5	2
193	отличается от	3	2
194	с объективной	2	2
195	от этих	2	2
196	в совершенно	2	2
197	что как	2	2
198	а с	3	2
199	которых мы	2	2
200	этом отношении	3	2
201	с одной	5	2
202	что оно	4	2
203	внутренней речи	19	2
204	из того	2	2
205	в отличие	6	2
206	выводу что	4	2
207	и у	6	2
208	в высшей	6	2
209	тем же	4	2
210	так же	17	2
211	как на	2	2
212	отличие от	6	2
213	на основе	22	2
214	и снова	4	2
215	мы видим	3	2
216	и то	2	2
217	их в	3	2
218	от этого	6	2
219	этого периода	2	2
220	в своих	2	2
221	что и	10	2
222	но как	3	2
223	речи и	8	2
224	как это	7	2
225	в области	7	2
226	в эту	2	2
