N	2gram	Propp_Isto_4	Problema
1	и в	26	44
2	вовсе не	4	37
3	и не	9	35
4	не есть	2	35
5	может быть	14	28
6	потому что	6	25
7	по себе	2	25
8	не просто	4	23
9	то что	16	23
10	в том	3	21
11	только в	3	19
12	а не	6	18
13	в этом	7	17
14	для нас	3	16
15	сказать что	2	16
16	даже и	2	16
17	и даже	4	14
18	не только	15	14
19	и то	6	14
20	не в	5	13
21	и т	27	13
22	т д	24	13
23	то же	8	13
24	так что	2	12
25	но в	5	12
26	том что	3	12
27	не менее	2	10
28	то это	5	10
29	но и	12	10
30	у нас	2	10
31	как и	7	10
32	тем не	2	10
33	так и	10	10
34	это не	5	9
35	и тем	2	9
36	в нем	2	9
37	не имеет	3	9
38	и с	5	9
39	же самое	2	9
40	как бы	3	9
41	так как	9	9
42	что он	10	9
43	в его	5	9
44	что и	9	9
45	как нечто	3	9
46	в данном	3	9
47	таким образом	10	9
48	перед нами	3	8
49	что в	14	8
50	ни в	2	8
51	а именно	3	8
52	того что	2	8
53	что мы	3	8
54	при помощи	10	8
55	но это	3	8
56	было бы	2	8
57	он не	7	8
58	как мы	5	8
59	в себе	2	8
60	связи с	3	8
61	здесь не	4	8
62	с другой	4	7
63	данном случае	3	7
64	не может	6	7
65	в связи	2	7
66	уже не	5	7
67	все эти	3	7
68	и что	5	7
69	мы должны	5	7
70	это и	5	7
71	указывает на	4	7
72	никогда не	2	6
73	и если	3	6
74	в целом	2	6
75	такого рода	2	6
76	другими словами	2	6
77	и только	5	6
78	о том	4	6
79	все же	9	6
80	мы можем	6	6
81	в виде	2	6
82	что они	6	5
83	с тем	2	5
84	и есть	2	5
85	хотя и	2	5
86	с той	2	5
87	другой стороны	4	5
88	все это	2	5
89	в своем	2	5
90	а в	8	5
91	и здесь	5	5
92	что здесь	7	5
93	этом случае	3	5
94	еще не	6	5
95	в своей	4	5
96	как в	7	5
97	так же	18	5
98	и его	10	5
99	этого слова	2	5
100	иное как	3	4
101	имеется в	2	4
102	при этом	3	4
103	всякого рода	3	4
104	есть только	3	4
105	не что	3	4
106	что иное	3	4
107	мы уже	5	4
108	а также	3	4
109	только с	2	4
110	на этот	2	4
111	или в	3	4
112	тут же	2	4
113	тем что	5	4
114	содержит в	2	3
115	уже в	2	3
116	же как	13	3
117	и другие	3	3
118	что это	2	3
119	это уже	2	3
120	формы и	2	3
121	что у	3	3
122	точно так	5	3
123	на то	3	3
124	в тех	4	3
125	и как	5	3
126	но все	5	3
127	в этой	2	3
128	но эта	4	3
129	с этой	2	3
130	в которых	4	3
131	его в	9	3
132	могло бы	2	3
133	с собой	5	3
134	в мифе	2	3
135	если бы	2	3
136	об этом	7	3
137	же в	3	3
138	но не	5	3
139	в качестве	7	3
140	она не	3	3
141	его как	2	3
142	и все	2	3
143	хотя бы	2	3
144	этот вопрос	2	3
145	это же	2	3
146	в таких	2	3
147	есть в	2	3
148	ничего не	5	3
149	в частности	2	2
150	в этих	7	2
151	многих других	3	2
152	до сих	5	2
153	такого же	2	2
154	мы читаем	2	2
155	о чем	3	2
156	нас к	7	2
157	однако в	2	2
158	из них	2	2
159	и за	2	2
160	от того	2	2
161	пока только	2	2
162	происходит в	2	2
163	видели выше	2	2
164	дает нам	4	2
165	и по	5	2
166	то чего	3	2
167	с этим	2	2
168	переходит в	3	2
169	как это	3	2
170	мы имеем	7	2
171	том как	2	2
172	а как	2	2
173	и более	3	2
174	и там	2	2
175	бы мы	2	2
176	на котором	3	2
177	и во	2	2
178	в некотором	2	2
179	таких случаях	2	2
180	по существу	3	2
181	мы видели	6	2
182	и при	3	2
183	от него	2	2
184	есть и	2	2
185	между прочим	2	2
186	дело не	2	2
187	себя в	2	2
188	по сравнению	3	2
189	когда он	6	2
190	вместе с	6	2
191	сих пор	5	2
192	только что	3	2
193	только тогда	3	2
194	героя в	7	2
195	из которых	5	2
196	и у	5	2
197	он в	4	2
198	могут быть	6	2
199	в другом	5	2
200	сравнению с	3	2
