N	2gram	Voloshinov_1	Tvorches
1	и в	38	20
2	не только	27	13
3	никогда не	7	11
4	как бы	28	11
5	в его	6	10
6	таким образом	7	10
7	в то	9	10
8	и его	7	9
9	и не	14	9
10	прежде всего	21	8
11	в том	2	8
12	при этом	9	8
13	но и	13	8
14	может быть	13	8
15	в этом	10	8
16	и с	5	8
17	это не	3	7
18	же время	7	7
19	не может	12	7
20	то же	14	7
21	потому что	5	7
22	в конце	6	6
23	что он	2	6
24	как и	10	6
25	в целом	4	6
26	в своей	2	6
27	так и	6	6
28	все это	4	6
29	а не	6	6
30	если он	3	5
31	в мире	2	5
32	но это	2	5
33	еще не	3	5
34	но не	2	5
35	и сам	2	5
36	все же	7	5
37	и даже	3	5
38	так же	4	5
39	и на	6	5
40	в этой	6	5
41	о том	4	5
42	то есть	4	5
43	об этом	3	4
44	в душе	2	4
45	что у	3	4
46	и от	7	4
47	мы не	9	4
48	том что	3	4
49	в дальнейшем	2	4
50	мы видим	3	4
51	отнюдь не	10	4
52	на его	5	4
53	хотя и	3	4
54	как в	2	4
55	если не	3	4
56	все эти	2	4
57	тем самым	7	4
58	не в	6	4
59	а в	5	4
60	и потому	2	4
61	ничего не	8	4
62	если бы	4	4
63	но в	5	4
64	место в	2	3
65	а с	5	3
66	к этому	2	3
67	с ним	2	3
68	быть может	3	3
69	для него	3	3
70	одной из	2	3
71	в самом	4	3
72	он не	2	3
73	в котором	3	3
74	не является	5	3
75	один из	4	3
76	в нем	4	3
77	то что	8	3
78	и это	7	3
79	вместе с	5	3
80	сих пор	2	3
81	так как	7	3
82	человека в	2	3
83	уже не	4	3
84	этот вопрос	2	3
85	тем что	2	3
86	в своих	2	3
87	в которых	2	3
88	в себе	9	3
89	в начале	3	3
90	его в	4	3
91	нет ничего	2	3
92	между тем	3	3
93	ни к	2	2
94	уже в	5	2
95	зависит от	2	2
96	все время	5	2
97	его и	3	2
98	и без	4	2
99	точку зрения	3	2
100	или даже	2	2
101	в одном	3	2
102	вовсе не	2	2
103	в ее	3	2
104	тому же	2	2
105	у нас	4	2
106	к миру	2	2
107	на наш	2	2
108	в частности	3	2
109	нет и	3	2
110	себя в	4	2
111	в первой	2	2
112	в процессе	6	2
113	на него	4	2
114	и тогда	2	2
115	бы не	2	2
116	ли не	2	2
117	не было	2	2
118	но эта	2	2
119	самом деле	4	2
120	связь с	2	2
121	и наконец	5	2
122	и он	2	2
123	не так	3	2
124	друг друга	2	2
125	роль в	3	2
126	с генералом	3	2
127	с другими	2	2
128	в основе	2	2
129	из них	3	2
130	в которой	7	2
131	и вообще	2	2
132	только в	6	2
133	но ведь	6	2
134	так сказать	4	2
135	их в	3	2
136	и поэтому	3	2
