N	2gram	Bakhtin_Pr_3	Tvorches
1	у достоевского	17	30
2	и в	53	20
3	не только	4	13
4	никогда не	2	11
5	преступлении и	2	11
6	как бы	14	11
7	в преступлении	2	10
8	и наказании	2	10
9	в его	8	10
10	таким образом	6	10
11	в то	5	10
12	достоевского в	3	9
13	и его	10	9
14	и не	15	9
15	прежде всего	15	8
16	в том	14	8
17	при этом	3	8
18	ивана карамазова	4	8
19	но и	7	8
20	может быть	12	8
21	в этом	8	8
22	и с	6	8
23	это не	6	7
24	братьях карамазовых	2	7
25	же время	5	7
26	наряду с	5	7
27	что в	2	7
28	не может	2	7
29	то же	6	7
30	потому что	5	7
31	в конце	3	6
32	что он	4	6
33	в братьях	2	6
34	как и	11	6
35	из подполья	5	6
36	в своей	3	6
37	так и	6	6
38	все это	8	6
39	в бесах	2	6
40	именно в	2	6
41	а не	11	6
42	в мире	5	5
43	но это	3	5
44	достоевского с	3	5
45	еще не	5	5
46	но не	5	5
47	например в	5	5
48	и даже	2	5
49	и на	18	5
50	о том	2	5
51	героев достоевского	2	5
52	в творчестве	8	5
53	то есть	48	5
54	и от	3	4
55	в духе	8	4
56	мы не	4	4
57	в соответствии	2	4
58	том что	5	4
59	в дальнейшем	7	4
60	мы видим	2	4
61	соответствии с	2	4
62	на его	3	4
63	хотя и	4	4
64	как в	7	4
65	в известной	2	4
66	все эти	9	4
67	творчество достоевского	2	4
68	не в	2	4
69	настасьи филипповны	2	4
70	а в	2	4
71	творчестве достоевского	5	4
72	и потому	5	4
73	ничего не	6	4
74	но в	5	4
75	это был	2	3
76	место в	2	3
77	он сам	4	3
78	казалось бы	3	3
79	жизни в	3	3
80	в одной	2	3
81	человека и	7	3
82	в образе	3	3
83	к этому	4	3
84	с ним	2	3
85	а затем	4	3
86	и отчасти	2	3
87	одна из	7	3
88	так например	2	3
89	одной из	4	3
90	своего рода	3	3
91	в самом	2	3
92	он не	3	3
93	и др	14	3
94	один из	6	3
95	в нем	10	3
96	то что	9	3
97	и это	3	3
98	вместе с	2	3
99	сих пор	5	3
100	в их	2	3
101	по отношению	2	3
102	и через	3	3
103	так как	7	3
104	человека в	3	3
105	достоевского можно	2	3
106	одним из	3	3
107	в таком	2	3
108	в рассказе	2	3
109	тем что	2	3
110	в своих	2	3
111	в себе	5	3
112	в начале	2	3
113	как у	5	3
114	его в	2	3
115	нет ничего	2	3
116	традиции и	2	3
117	между тем	2	3
118	до сих	5	3
119	уже в	2	2
120	не менее	3	2
121	и без	3	2
122	с другой	2	2
123	я не	4	2
124	вовсе не	3	2
125	а я	2	2
126	и ее	6	2
127	романы достоевского	2	2
128	в литературе	5	2
129	в ее	3	2
130	тому же	2	2
131	более того	6	2
132	что я	2	2
133	между людьми	3	2
134	известной мере	2	2
135	особое место	2	2
136	и если	3	2
137	xviii века	3	2
138	записки из	2	2
139	в истории	3	2
140	на землю	4	2
141	ее носителя	2	2
142	к самому	4	2
143	начиная с	3	2
144	не было	4	2
145	и других	9	2
146	достоевского и	6	2
147	всякого рода	3	2
148	связь с	2	2
149	и у	7	2
150	и наконец	2	2
151	и по	3	2
152	идеи в	2	2
153	во многом	2	2
154	достоевского мы	4	2
155	особенно в	4	2
156	с другими	3	2
157	в основе	5	2
158	из них	4	2
159	могут быть	4	2
160	для достоевского	3	2
161	в которой	2	2
162	говорить о	2	2
163	и вообще	3	2
164	только в	4	2
165	так сказать	5	2
166	их в	2	2
167	произведениях достоевского	3	2
