N	2gram	Potebnia_M_1	StatiiOP
1	и в	39	44
2	в том	26	36
3	и т	6	30
4	что в	22	30
5	том что	16	29
6	т д	4	21
7	в этом	15	21
8	вовсе не	5	19
9	то что	10	18
10	не только	21	18
11	было бы	12	17
12	а в	5	17
13	о том	2	17
14	и не	18	16
15	а не	21	16
16	может быть	27	15
17	как в	10	13
18	не в	15	12
19	у нас	2	11
20	в этой	3	11
21	того чтобы	2	11
22	точки зрения	8	11
23	для того	3	10
24	но и	20	10
25	но в	9	10
26	только в	25	10
27	с другой	7	9
28	если бы	14	9
29	в то	4	9
30	как и	9	9
31	того что	8	9
32	т п	4	9
33	так и	13	9
34	в его	5	9
35	во всех	5	8
36	все же	6	8
37	не может	22	8
38	и его	5	8
39	это не	7	8
40	с точки	3	8
41	прежде всего	4	7
42	так например	3	7
43	по поводу	3	7
44	в самом	3	7
45	для нас	9	7
46	другой стороны	5	7
47	таким образом	13	7
48	сказать что	3	7
49	потому что	52	6
50	из этих	4	6
51	так что	16	6
52	но это	5	6
53	для него	4	6
54	что и	6	6
55	в своей	3	6
56	со стороны	8	6
57	что же	2	6
58	и языка	4	6
59	во всяком	3	6
60	дело в	2	6
61	хотя бы	2	6
62	не менее	6	5
63	никогда не	4	5
64	была бы	2	5
65	так же	5	5
66	что мы	4	5
67	в нем	20	5
68	в целом	2	5
69	жизни и	2	5
70	той же	3	5
71	то же	6	5
72	и даже	4	5
73	и по	6	5
74	в слове	8	5
75	и то	3	5
76	тем что	9	5
77	могут быть	9	5
78	так как	21	5
79	там где	4	5
80	что это	3	4
81	столь же	3	4
82	вопрос о	4	4
83	же время	4	4
84	но все	2	4
85	тем более	2	4
86	и что	10	4
87	никто не	3	4
88	но если	2	4
89	как бы	6	4
90	на то	2	4
91	не было	4	4
92	еще более	2	4
93	заключается в	3	4
94	во втором	5	4
95	не имеет	5	4
96	языка и	17	4
97	этот вопрос	2	4
98	как будто	2	4
99	в которой	2	4
100	к которому	3	4
101	том как	3	4
102	не существует	2	3
103	по этому	2	3
104	тому что	3	3
105	для себя	3	3
106	и с	3	3
107	с этой	2	3
108	в применении	2	3
109	стремление к	2	3
110	должна быть	3	3
111	в каждом	4	3
112	в г	2	3
113	в начале	2	3
114	то в	5	3
115	чем в	2	3
116	но не	8	3
117	того же	3	3
118	и без	3	3
119	еще не	6	3
120	что не	10	3
121	и для	5	3
122	не по	4	3
123	в ней	7	3
124	не все	2	3
125	и тем	3	3
126	то это	5	3
127	отношению к	13	3
128	в истории	7	3
129	по отношению	13	3
130	ничего общего	2	3
131	и только	2	3
132	по мнению	3	3
133	что для	3	3
134	с одной	3	3
135	что оно	2	3
136	но с	2	3
137	применении к	2	3
138	должны быть	7	3
139	на этот	2	3
140	тем же	2	3
141	в таком	5	3
142	в каком	6	3
143	и вообще	3	3
144	видно что	2	3
145	вопроса о	2	3
146	во многих	2	3
147	между тем	5	3
148	с этим	7	3
149	что все	3	2
150	бы не	6	2
151	а как	2	2
152	нисколько не	2	2
153	но на	2	2
154	что до	2	2
155	из которого	3	2
156	при таком	4	2
157	в этих	7	2
158	что во	2	2
159	даже и	2	2
160	в своем	3	2
161	хотя в	3	2
162	и во	3	2
163	по крайней	2	2
164	о состоянии	2	2
165	ср с	2	2
166	только тем	2	2
167	что на	6	2
168	ни были	3	2
169	крайней мере	2	2
170	и более	2	2
171	если не	2	2
172	есть в	2	2
173	при этом	6	2
174	что при	5	2
175	она не	3	2
176	одной стороны	3	2
177	несмотря на	5	2
178	в сущности	2	2
179	между прочим	2	2
180	за пределы	2	2
181	и потому	5	2
182	тем не	6	2
183	в первом	5	2
184	на него	3	2
185	разница между	3	2
186	и их	3	2
187	что как	3	2
188	вытекает из	2	2
189	для этого	2	2
190	а потому	10	2
191	из того	2	2
192	тем самым	4	2
193	есть только	11	2
194	по его	7	2
195	он должен	2	2
196	в других	2	2
197	мы не	10	2
198	в своих	4	2
199	думать что	3	2
200	языка не	5	2
201	одно из	3	2
202	он не	3	2
203	но он	2	2
204	в себе	13	2
205	в сознании	3	2
206	о котором	3	2
207	не могла	2	2
208	нужно было	3	2
209	то не	3	2
210	все в	2	2
211	и все	3	2
212	при помощи	2	2
213	и это	3	2
214	том смысле	4	2
215	ли в	2	2
216	или же	3	2
217	могло бы	3	2
218	то есть	42	2
