N	2gram	Propp_Isto_1	FransuaR
1	и в	28	41
2	таким образом	8	19
3	в этом	8	15
4	как и	4	14
5	в этой	6	13
6	то же	12	13
7	все эти	4	13
8	в его	5	12
9	прежде всего	10	11
10	в том	9	11
11	как мы	3	11
12	в себе	2	11
13	никто не	2	10
14	так и	9	10
15	все это	4	10
16	в то	3	10
17	в качестве	5	9
18	и его	3	9
19	не в	9	9
20	но и	10	9
21	в своем	5	9
22	что в	12	9
23	и от	2	8
24	по существу	5	8
25	то что	9	8
26	но в	8	8
27	вовсе не	2	7
28	как бы	2	7
29	в нем	2	7
30	и не	9	7
31	в эпоху	2	7
32	это не	7	6
33	мы видим	11	6
34	для него	2	6
35	только в	11	6
36	о том	9	6
37	к этому	2	5
38	не только	12	5
39	на этом	3	5
40	в ней	7	5
41	вместе с	6	5
42	что и	6	5
43	мы видели	2	5
44	всего в	2	5
45	как в	2	5
46	того как	3	5
47	а в	7	5
48	и для	4	5
49	так же	7	5
50	потому что	4	5
51	что это	8	4
52	в образе	3	4
53	и здесь	7	4
54	том что	7	4
55	но все	4	4
56	одна из	2	4
57	было бы	7	4
58	может быть	25	4
59	он не	2	4
60	должно быть	2	4
61	и на	4	4
62	и с	4	4
63	ничего не	2	4
64	я не	3	3
65	и другие	4	3
66	во время	3	3
67	в одном	5	3
68	и потому	2	3
69	очень часто	3	3
70	но это	4	3
71	по этому	2	3
72	при этом	3	3
73	из них	3	3
74	например в	5	3
75	и их	3	3
76	о нем	2	3
77	что он	10	3
78	во всех	2	3
79	в форме	3	3
80	в их	3	3
81	в свете	2	3
82	не может	15	3
83	на них	2	3
84	за то	2	3
85	и по	3	3
86	можно было	5	3
87	нас в	2	3
88	тем что	3	3
89	не на	2	3
90	как о	2	3
91	не знает	5	3
92	связанные с	2	3
93	его в	6	3
94	так как	6	3
95	от этого	2	3
96	перед нами	3	2
97	ни было	2	2
98	именно в	3	2
99	и др	7	2
100	никогда не	14	2
101	в этих	7	2
102	другими словами	4	2
103	с этим	4	2
104	к тому	6	2
105	связано с	2	2
106	нас не	3	2
107	отношению к	3	2
108	и как	2	2
109	из всех	2	2
110	правда и	2	2
111	более или	5	2
112	точка зрения	2	2
113	в большинстве	4	2
114	тот же	2	2
115	еще не	7	2
116	того что	4	2
117	мы в	2	2
118	в доме	2	2
119	не совсем	3	2
120	одной из	2	2
121	дело не	5	2
122	должен быть	3	2
123	не есть	2	2
124	не знаем	2	2
125	или менее	5	2
126	во всей	2	2
127	по отношению	3	2
128	в связи	4	2
129	в особенности	2	2
130	его как	2	2
131	не просто	3	2
132	находится в	4	2
133	и вот	2	2
134	для всех	2	2
135	а не	15	2
136	с самого	2	2
137	мы здесь	3	2
138	а только	2	2
139	из которых	3	2
140	уже не	3	2
141	представлений о	3	2
142	мы не	10	2
143	или в	5	2
144	их в	5	2
145	также и	3	2
146	как он	2	2
147	дело в	3	2
148	мы сейчас	2	2
149	большинстве случаев	4	2
150	бы в	2	2
151	с ним	2	2
152	в области	2	2
153	начинается с	3	2
154	мы имеем	13	2
155	представлениями о	3	2
156	это было	2	2
157	царей и	3	2
158	том как	2	2
