N	2gram	Bakhtin_Fr_4	Vladivir
1	и в	29	30
2	в году	3	24
3	то что	4	20
4	в этом	11	20
5	у него	5	19
6	в том	7	18
7	и не	16	18
8	и с	9	14
9	что он	4	13
10	в конце	9	13
11	том что	3	12
12	там же	3	12
13	не только	10	12
14	в его	8	11
15	как мы	10	11
16	сказать что	5	11
17	а также	2	10
18	и даже	3	10
19	кроме того	2	9
20	все же	3	9
21	не может	2	9
22	в то	10	9
23	связи с	2	8
24	в своем	3	8
25	но и	9	8
26	не мог	2	8
27	но в	12	8
28	никогда не	2	7
29	точки зрения	4	7
30	и все	13	7
31	ни в	2	7
32	до конца	5	7
33	может быть	2	7
34	между прочим	2	7
35	которую он	4	7
36	то есть	21	7
37	еще и	7	6
38	хотя и	2	6
39	к этому	2	6
40	прежде всего	8	6
41	и к	2	6
42	он был	2	6
43	то время	2	6
44	только в	2	6
45	в себе	3	6
46	жизни и	4	6
47	всякого рода	2	6
48	и его	8	6
49	также и	4	6
50	о чем	2	6
51	и то	2	5
52	о его	2	5
53	как и	12	5
54	в дальнейшем	3	5
55	то в	3	5
56	при этом	3	5
57	того же	5	5
58	тот же	3	5
59	в своей	5	5
60	как бы	8	5
61	в котором	2	5
62	другими словами	2	5
63	так и	11	5
64	все это	4	5
65	того что	3	5
66	в результате	4	5
67	все эти	9	5
68	так как	7	5
69	с ним	2	5
70	из этого	2	5
71	с его	4	4
72	именно в	2	4
73	вовсе не	9	4
74	его в	9	4
75	в этой	13	4
76	что это	5	4
77	на его	2	4
78	конечно не	4	4
79	и мы	2	4
80	и о	5	4
81	в ней	3	4
82	он не	3	4
83	в нем	5	4
84	в этих	2	4
85	со стороны	2	4
86	то же	10	4
87	и наконец	2	4
88	так же	7	4
89	той же	3	4
90	и на	11	4
91	но это	4	4
92	о том	2	4
93	здесь не	3	4
94	в которой	4	4
95	уже в	2	3
96	всех этих	3	3
97	в них	7	3
98	это в	2	3
99	же время	8	3
100	да и	2	3
101	и как	3	3
102	что я	2	3
103	более или	3	3
104	но не	2	3
105	он и	5	3
106	и для	2	3
107	том же	2	3
108	с точки	2	3
109	или менее	3	3
110	как в	2	3
111	им в	2	3
112	таким образом	20	3
113	и вот	3	3
114	уже не	2	3
115	и вполне	3	3
116	где он	2	3
117	не столько	2	3
118	даже и	2	3
119	но он	6	3
120	и это	2	3
121	дело в	2	3
122	нет ничего	2	3
123	конце концов	4	3
124	учения о	2	3
125	к нему	3	2
126	уже и	2	2
127	и есть	4	2
128	жизни в	2	2
129	это не	5	2
130	с начала	3	2
131	мы видели	7	2
132	здесь в	6	2
133	вот это	3	2
134	у вас	2	2
135	к тому	2	2
136	на первый	2	2
137	уже давно	2	2
138	на котором	2	2
139	друг друга	2	2
140	мы сказали	2	2
141	церкви и	3	2
142	на этом	2	2
143	по своему	4	2
144	есть и	4	2
145	и сам	3	2
146	во второй	2	2
147	о своем	2	2
148	мы уже	10	2
149	в сущности	6	2
150	в частности	3	2
151	ни с	2	2
152	же и	3	2
153	для того	3	2
154	в виду	2	2
155	себя в	2	2
156	начала и	3	2
157	и до	5	2
158	его и	2	2
159	в их	2	2
160	не на	2	2
161	как к	3	2
162	в трех	2	2
163	в той	2	2
164	того чтобы	3	2
165	в чем	3	2
166	и по	5	2
167	в своих	2	2
168	их в	2	2
169	и при	2	2
170	как будто	2	2
171	на эту	3	2
172	как он	2	2
173	в новом	2	2
