N	2gram	Trubetskoy_1	Vladivir
1	и в	14	40
2	то что	13	28
3	и не	19	25
4	не только	9	25
5	у него	2	24
6	но и	10	18
7	в том	17	18
8	том что	9	18
9	что в	4	17
10	в этом	17	16
11	так что	2	14
12	в его	4	14
13	не может	22	14
14	точки зрения	11	13
15	в виде	3	13
16	только в	5	13
17	даже и	2	12
18	в конце	3	12
19	никогда не	5	11
20	таким образом	11	11
21	потому что	5	11
22	о том	7	11
23	прежде всего	8	10
24	ни в	2	10
25	это есть	2	10
26	то это	3	10
27	не просто	2	10
28	и потому	3	10
29	не есть	3	10
30	что это	3	9
31	уже не	2	9
32	и с	7	9
33	и то	4	9
34	в своей	5	9
35	что же	4	9
36	в себе	9	9
37	в своем	6	8
38	в этой	4	8
39	для него	6	8
40	может быть	9	8
41	так же	2	8
42	и что	2	8
43	он не	5	8
44	а не	2	8
45	что все	3	7
46	к тому	7	7
47	и как	3	7
48	несмотря на	3	7
49	и если	7	7
50	а в	5	7
51	в своих	6	7
52	так как	4	7
53	с тем	6	7
54	того что	3	7
55	в то	10	7
56	что и	3	7
57	вместе с	4	7
58	как и	4	7
59	да и	3	6
60	и даже	2	6
61	и на	5	6
62	и от	2	6
63	по себе	2	6
64	то в	3	6
65	во всем	4	6
66	не будет	7	6
67	если не	2	6
68	хотя бы	5	6
69	с точки	9	6
70	но это	2	6
71	для нас	2	5
72	но если	3	5
73	должно быть	3	5
74	отношения к	2	5
75	не было	3	5
76	все эти	2	5
77	в ней	2	5
78	это учение	2	5
79	отнюдь не	7	5
80	что он	6	5
81	мы уже	2	5
82	для себя	2	5
83	или менее	4	5
84	только на	2	5
85	можно было	4	5
86	конце концов	3	5
87	в данном	7	5
88	тем что	3	5
89	более или	4	5
90	но даже	2	4
91	тому что	2	4
92	точно так	2	4
93	вопрос о	5	4
94	на то	5	4
95	в самом	3	4
96	в котором	2	4
97	от того	4	4
98	в результате	2	4
99	мы должны	7	4
100	по существу	5	4
101	но не	4	4
102	есть и	2	4
103	еще не	3	4
104	было бы	5	4
105	и о	2	4
106	то же	11	4
107	а с	2	4
108	в течение	2	4
109	все же	4	4
110	но в	2	4
111	в качестве	3	3
112	то ни	4	3
113	что бы	3	3
114	из этих	3	3
115	является не	2	3
116	при этом	5	3
117	но для	2	3
118	как бы	4	3
119	всяком случае	6	3
120	в настоящее	2	3
121	и тем	2	3
122	в нем	5	3
123	к нему	2	3
124	бы то	4	3
125	отличается от	2	3
126	и только	5	3
127	именно в	3	3
128	не так	2	3
129	как на	8	3
130	раз навсегда	2	3
131	настоящее время	2	3
132	сводится к	3	3
133	в россии	6	3
134	этого не	2	3
135	том случае	4	3
136	нисколько не	2	3
137	если бы	6	3
138	по этому	2	3
139	церкви и	9	3
140	ее в	2	3
141	даже не	2	3
142	на самом	6	3
143	того чтобы	8	3
144	не в	4	3
145	и для	6	3
146	в таком	2	3
147	во всяком	9	3
148	всю эту	2	2
149	при таких	4	2
150	он сам	3	2
151	не могут	4	2
152	ни к	7	2
153	должна быть	2	2
154	можно ли	3	2
155	в этих	2	2
156	все они	3	2
157	случае если	3	2
158	и вместе	2	2
159	во что	3	2
160	эта работа	2	2
161	путь к	4	2
162	же время	10	2
163	не можем	2	2
164	ни стало	3	2
165	и наконец	2	2
166	не о	2	2
167	той или	3	2
168	себе и	4	2
169	ясностью и	2	2
170	с виду	3	2
171	в их	4	2
172	точке зрения	3	2
173	и по	3	2
174	друг друга	3	2
175	больше чем	2	2
176	был и	3	2
177	в начале	2	2
178	самого себя	7	2
179	его в	4	2
180	и ни	3	2
181	к этой	4	2
182	только с	2	2
183	и этот	3	2
184	и более	2	2
185	знаем что	3	2
186	к богу	7	2
187	с этим	2	2
188	но мы	3	2
189	и к	6	2
190	при условии	3	2
191	о которых	3	2
192	в силу	2	2
193	не к	2	2
194	она не	2	2
195	из них	3	2
196	одной из	3	2
197	совершенно не	2	2
198	только к	3	2
199	на почве	2	2
200	со стороны	4	2
201	в мире	4	2
202	данном случае	3	2
203	быть и	2	2
204	из этого	3	2
205	и сейчас	3	2
206	тем самым	2	2
207	для того	6	2
208	таких условиях	3	2
209	если они	2	2
210	на себя	2	2
211	в другом	3	2
212	связи с	3	2
