N	2gram	Vygotskiy__4	Istorich
1	и в	33	26
2	так как	12	18
3	мы имеем	2	14
4	никогда не	5	13
5	потому что	24	13
6	что в	21	12
7	таким образом	13	12
8	в том	21	12
9	и на	5	12
10	в этом	28	12
11	связь с	5	11
12	может быть	22	11
13	с другой	2	10
14	том что	22	10
15	и т	6	10
16	и не	13	10
17	не только	7	10
18	что он	20	9
19	но и	3	9
20	о смерти	5	9
21	в нем	7	8
22	все же	5	8
23	вместе с	8	8
24	другой стороны	2	8
25	т д	2	8
26	все эти	6	8
27	и это	5	8
28	с ним	5	8
29	с одной	3	7
30	мы можем	5	7
31	одной стороны	3	7
32	например в	3	7
33	и его	5	7
34	у него	6	7
35	о том	20	7
36	но в	2	7
37	то что	44	6
38	мы уже	5	6
39	ее в	4	6
40	как в	3	6
41	не может	10	6
42	в виде	3	6
43	и с	2	6
44	в русской	2	6
45	как он	5	6
46	мы не	5	6
47	же мы	2	5
48	и эти	2	5
49	у нас	4	5
50	как и	5	5
51	мы видим	6	5
52	в ней	6	5
53	в его	10	5
54	то это	3	5
55	не будет	4	5
56	так и	3	5
57	то же	9	5
58	и что	25	5
59	как это	14	5
60	тем что	3	5
61	в то	3	5
62	только в	4	5
63	его в	3	5
64	с тем	4	4
65	это не	6	4
66	из этих	2	4
67	прежде всего	2	4
68	с его	2	4
69	здесь мы	3	4
70	до сих	3	4
71	в это	2	4
72	как бы	25	4
73	что и	3	4
74	сих пор	3	4
75	после этого	6	4
76	что оно	3	4
77	как мы	4	4
78	совершенно ясно	8	4
79	и он	3	4
80	как только	2	3
81	при помощи	4	3
82	и ее	2	3
83	если бы	10	3
84	в частности	4	3
85	в них	2	3
86	и от	2	3
87	в одном	3	3
88	если он	2	3
89	к этому	4	3
90	вопрос о	2	3
91	в тех	2	3
92	так что	7	3
93	не в	2	3
94	такой же	2	3
95	же как	3	3
96	то время	2	3
97	так например	4	3
98	она не	3	3
99	том как	3	3
100	стороны он	2	3
101	и эта	2	3
102	почти всегда	2	3
103	эти три	2	3
104	один из	2	3
105	когда он	7	3
106	в своей	4	3
107	из этого	5	3
108	что она	10	3
109	со стороны	2	3
110	только одна	2	3
111	а в	4	3
112	при этом	2	3
113	и других	4	3
114	и вот	6	3
115	из которых	3	3
116	и наконец	2	3
117	как на	6	3
118	время как	2	3
119	в своих	3	3
120	и то	2	3
121	та же	3	3
122	их в	3	3
123	сказать что	13	3
124	и только	7	3
125	в себе	6	3
126	не было	3	3
127	как будто	8	3
128	далеко не	3	3
129	не потому	2	3
130	от этого	3	3
131	с этой	4	2
132	перед нами	6	2
133	все время	24	2
134	и как	5	2
135	в своем	7	2
136	что у	4	2
137	но он	6	2
138	в одной	2	2
139	с этим	5	2
140	вовсе не	5	2
141	на то	10	2
142	можно сказать	2	2
143	к тому	12	2
144	сводится к	2	2
145	мы знаем	2	2
146	для нас	7	2
147	и конечно	2	2
148	но все	2	2
149	что они	6	2
150	одна из	4	2
151	но не	3	2
152	так же	13	2
153	такое понимание	2	2
154	что при	2	2
155	что мы	6	2
156	было бы	12	2
157	кажется что	2	2
158	никто не	4	2
159	большей частью	2	2
160	всяком случае	3	2
161	ни одной	3	2
162	даже в	2	2
163	что эти	2	2
164	но мы	2	2
165	нам кажется	2	2
166	не имеет	2	2
167	жизни и	4	2
168	ни в	3	2
169	и до	3	2
170	на него	4	2
171	целый ряд	5	2
172	точно так	3	2
173	он не	11	2
174	только что	15	2
175	а с	2	2
176	увидим что	3	2
177	и сейчас	3	2
178	и другое	2	2
179	тем самым	3	2
180	а не	6	2
181	того что	4	2
182	что не	4	2
183	его не	2	2
184	можно было	4	2
185	что этот	3	2
186	во всяком	3	2
187	в руки	2	2
188	знаем что	4	2
189	уже знаем	3	2
190	что касается	2	2
191	это то	3	2
192	в которых	3	2
193	представляет собой	2	2
194	из его	2	2
195	мы должны	6	2
196	в этой	9	2
197	ее на	2	2
198	что это	13	2
199	и формы	2	2
200	когда мы	6	2
201	ничего не	2	2
202	нет ни	3	2
