N	3gram	Losev_Prob_1	Stilisti
1	в то же	4	9
2	для того чтобы	8	7
3	того или иного	2	5
4	мы никогда не	3	5
5	с точки зрения	3	5
6	то же самое	9	4
7	то что мы	6	4
8	той или иной	4	4
9	в конце концов	4	3
10	в этом случае	2	3
11	и тем самым	3	3
12	на самом деле	4	3
13	же самое время	4	2
14	о том что	5	2
15	можно сказать что	3	2
16	и как бы	2	2
17	только потому что	2	2
18	как мы увидим	2	2
19	и на его	2	2
20	есть не что	2	2
21	не что иное	2	2
22	в связи с	4	2
23	что иное как	2	2
24	тех или иных	2	2
25	не может быть	2	2
