N	2gram	Vygotskiy__2	Myshleni
1	точки зрения	17	26
2	таким образом	21	26
3	в том	37	24
4	и в	32	23
5	том что	21	21
6	в целом	4	20
7	с точки	10	18
8	того чтобы	14	17
9	то что	21	17
10	в этом	13	17
11	так же	18	16
12	не только	12	16
13	того что	8	15
14	говорит он	4	15
15	для того	13	15
16	что в	20	14
17	может быть	18	14
18	но и	10	14
19	как и	10	14
20	в его	2	14
21	не может	17	12
22	как бы	6	11
23	сказать что	7	11
24	с другой	3	10
25	в отношении	3	10
26	в психологии	7	10
27	другой стороны	2	9
28	и не	10	9
29	между тем	4	9
30	и с	4	9
31	же точно	10	9
32	вместе с	2	9
33	заключается в	12	8
34	и на	5	8
35	в основе	11	8
36	в процессе	2	8
37	то же	13	8
38	в этой	6	7
39	в самом	12	7
40	в то	5	7
41	так как	12	7
42	с тем	11	7
43	что он	13	7
44	мы не	3	7
45	и ее	3	7
46	все время	6	6
47	столь же	4	6
48	с этой	4	6
49	же как	4	6
50	и тем	4	6
51	от того	4	6
52	все это	5	6
53	могли бы	2	6
54	потому что	21	6
55	с этим	4	6
56	о том	6	6
57	в сущности	7	6
58	по сравнению	2	6
59	и его	7	6
60	мы можем	3	6
61	тем что	9	6
62	в себе	2	6
63	только в	7	6
64	учения о	2	6
65	тому что	4	5
66	в какой	2	5
67	то время	3	5
68	из того	2	5
69	и как	7	5
70	на то	11	5
71	по себе	12	5
72	для этого	3	5
73	что для	7	5
74	в своих	9	5
75	мы должны	3	5
76	и все	4	5
77	если бы	6	5
78	но в	3	5
79	и более	4	5
80	сравнению с	2	5
81	представить себе	3	5
82	и что	22	5
83	он не	6	5
84	так и	3	5
85	тем более	2	5
86	из этого	4	5
87	к действительности	2	5
88	но не	2	4
89	что все	9	4
90	в свою	3	4
91	не в	8	4
92	при этом	13	4
93	что она	16	4
94	время как	3	4
95	в свете	2	4
96	целый ряд	6	4
97	все эти	7	4
98	этом отношении	5	4
99	их в	2	4
100	с его	2	4
101	показали что	2	4
102	в одном	2	4
103	и к	3	4
104	по существу	3	4
105	в чем	4	4
106	было бы	11	4
107	к тому	7	4
108	в своей	3	4
109	сих пор	5	4
110	как в	9	4
111	как раз	5	4
112	а с	2	4
113	что ребенок	2	4
114	говорит что	7	4
115	стоит только	2	4
116	хотя бы	3	4
117	мы видим	4	4
118	ни в	2	4
119	как на	5	4
120	до сих	5	4
121	в самых	2	3
122	что это	8	3
123	все более	2	3
124	и от	2	3
125	на все	5	3
126	свою очередь	2	3
127	показывает что	3	3
128	что именно	3	3
129	что они	7	3
130	в общем	3	3
131	и мы	6	3
132	том чтобы	3	3
133	и следовательно	2	3
134	прямо говорит	2	3
135	в исследовании	3	3
136	значение в	2	3
137	всех остальных	2	3
138	образом и	4	3
139	в их	3	3
140	показывают что	2	3
141	оба эти	2	3
142	и других	3	3
143	мы находим	2	3
144	в которых	3	3
145	вовсе не	2	3
146	приходит к	3	3
147	этот вопрос	3	3
148	во всем	3	3
149	же самое	6	3
150	как он	2	3
151	полагает что	2	3
152	тогда когда	3	3
153	всяком случае	2	3
154	этих двух	2	3
155	этого факта	2	3
156	что оно	2	3
157	об этом	3	3
158	тем и	2	3
159	такой же	7	3
160	нашего сознания	3	3
161	во всех	3	3
162	она не	2	3
163	с таким	8	3
164	все же	4	3
165	не остается	2	3
166	остается ничего	2	3
167	самом деле	16	3
168	а не	7	3
169	из которых	2	3
170	на этот	2	3
171	можно было	7	3
172	с но	2	3
173	и то	3	3
174	которые не	3	3
175	во всяком	2	3
176	сам по	4	3
177	он в	3	3
178	могут быть	4	3
179	в каком	3	3
180	и это	4	3
181	ответ на	2	3
182	в которой	2	3
183	ничего не	4	3
184	на вопрос	2	2
185	в частности	3	2
186	никогда не	9	2
187	больше того	2	2
188	и которая	2	2
189	другого как	2	2
190	что у	5	2
191	в конце	3	2
192	сущности говоря	4	2
193	представление о	3	2
194	в смысле	3	2
195	что его	5	2
196	на этом	3	2
197	же время	2	2
198	что с	3	2
199	несмотря на	4	2
200	вслед за	5	2
201	не имеет	4	2
202	один из	3	2
203	с той	4	2
204	не к	3	2
205	жизни и	4	2
206	и до	4	2
207	данном случае	4	2
208	и таким	2	2
209	той же	8	2
210	которых мы	3	2
211	и вот	3	2
212	и той	4	2
213	и даже	5	2
214	действия и	2	2
215	бы и	3	2
216	а в	4	2
217	и те	4	2
218	и фрейд	2	2
219	что этот	2	2
220	в этих	2	2
221	как это	4	2
222	более и	2	2
223	главным образом	3	2
224	ничего кроме	2	2
225	в них	2	2
226	в состоянии	2	2
227	ясно что	7	2
228	точно и	2	2
229	есть не	4	2
230	переходе от	2	2
231	своего исследования	2	2
232	допустить что	2	2
233	и эти	2	2
234	в ее	2	2
235	из всех	2	2
236	чтобы показать	3	2
237	чем к	2	2
238	две части	2	2
239	указывает на	3	2
240	ничего другого	2	2
241	себе и	2	2
242	иначе говоря	4	2
243	которые мы	4	2
244	том же	2	2
245	как говорит	3	2
246	когда он	10	2
247	на него	2	2
248	на примере	2	2
249	и отношений	3	2
250	того как	4	2
251	что самое	2	2
252	одной и	4	2
253	если мы	12	2
254	с другими	2	2
255	в данном	4	2
256	и при	2	2
257	на которых	2	2
258	с двумя	2	2
259	в детской	2	2
260	психологической теории	3	2
261	показать что	5	2
262	речи с	2	2
263	что если	6	2
264	там где	2	2
265	заметить что	2	2
266	едва ли	4	2
267	не могли	3	2
268	и поэтому	4	2
