N	2gram	Bakhtin_Fr_5	Russkaja
1	не может	5	22
2	и не	15	19
3	в том	10	17
4	в этом	14	17
5	и в	45	14
6	с другом	2	14
7	друг с	2	14
8	то что	2	13
9	таким образом	8	11
10	то же	11	11
11	точки зрения	4	11
12	же время	9	10
13	но и	10	10
14	в то	11	10
15	том что	7	9
16	церкви и	2	9
17	не только	14	9
18	с точки	2	9
19	может быть	2	9
20	прежде всего	10	8
21	того чтобы	6	8
22	как на	4	8
23	к тому	2	7
24	и если	2	7
25	самом деле	5	7
26	в данном	2	7
27	о том	4	7
28	и с	10	7
29	на самом	5	6
30	что он	6	6
31	и к	5	6
32	с тем	2	6
33	для него	3	6
34	для того	6	6
35	для всех	3	6
36	если в	2	6
37	все это	7	6
38	в своем	11	6
39	и для	3	6
40	себя и	2	5
41	жизни в	2	5
42	хотя бы	2	5
43	он должен	2	5
44	и на	5	5
45	при этом	2	5
46	до сих	3	5
47	было бы	2	5
48	конечно не	2	5
49	в своей	3	5
50	он не	6	5
51	в нем	10	5
52	сих пор	3	5
53	во всех	13	5
54	и только	2	5
55	по существу	3	5
56	а в	4	5
57	потому что	7	5
58	только в	4	5
59	между тем	2	5
60	но не	4	4
61	не могут	2	4
62	что в	12	4
63	как и	10	4
64	в другое	2	4
65	как бы	12	4
66	все же	2	4
67	жизни и	8	4
68	вместе с	3	4
69	от того	3	4
70	в их	4	4
71	точку зрения	2	4
72	не в	7	4
73	можно было	4	4
74	в этой	6	4
75	в его	13	4
76	и т.д	2	4
77	его в	5	4
78	так как	6	4
79	для них	2	3
80	что это	2	3
81	на том	2	3
82	именно в	3	3
83	в большинстве	2	3
84	из этих	3	3
85	в конце	7	3
86	что все	2	3
87	всех этих	6	3
88	и как	5	3
89	в другом	3	3
90	лишь в	2	3
91	в качестве	2	3
92	несмотря на	2	3
93	в самом	4	3
94	мы говорили	2	3
95	одной из	5	3
96	но мы	2	3
97	что и	7	3
98	все они	4	3
99	данном случае	2	3
100	не было	3	3
101	в значительной	2	3
102	того что	3	3
103	и во	4	3
104	говорить о	2	3
105	связи с	6	3
106	и ни	3	3
107	только для	2	2
108	нисколько не	3	2
109	и есть	2	2
110	у него	4	2
111	не подлежит	2	2
112	и от	4	2
113	с этим	4	2
114	народа и	2	2
115	это в	2	2
116	ни в	3	2
117	но это	5	2
118	есть и	5	2
119	и о	4	2
120	в ней	8	2
121	благодаря этому	2	2
122	но она	3	2
123	в течение	3	2
124	все эти	5	2
125	и вот	3	2
126	и что	2	2
127	а не	4	2
128	и наконец	2	2
129	и даже	4	2
130	к нему	2	2
131	так же	8	2
132	том же	2	2
133	больше чем	2	2
134	мы можем	2	2
135	мы уже	4	2
136	в начале	2	2
137	во время	12	2
138	на эту	2	2
139	большинстве случаев	2	2
140	с ним	5	2
141	но в	14	2
