N	2gram	Ircho_Kome_1	Myshleni
1	в этом	3	29
2	точки зрения	4	28
3	и в	22	26
4	не только	10	24
5	для себя	2	24
6	то что	2	24
7	таким образом	8	23
8	в том	11	18
9	и не	8	18
10	том что	12	17
11	потому что	5	16
12	как и	9	15
13	так же	3	14
14	так как	4	14
15	как мы	4	14
16	что в	6	12
17	вместе с	2	12
18	и его	8	12
19	в которой	6	11
20	но и	11	11
21	не может	2	11
22	что они	4	10
23	по своей	2	10
24	по своему	3	9
25	в самом	2	9
26	в сущности	2	9
27	тем что	4	9
28	в себе	2	9
29	же как	3	8
30	то же	6	8
31	что он	6	8
32	ее в	2	8
33	только в	3	8
34	к тому	6	7
35	прежде всего	5	7
36	может быть	9	7
37	мы не	3	7
38	вопрос о	3	6
39	и тем	2	6
40	по отношению	3	6
41	именно в	4	6
42	все что	2	6
43	было бы	2	6
44	все же	3	6
45	в сознании	3	6
46	до конца	2	5
47	одной стороны	3	5
48	в целом	3	5
49	во второй	3	5
50	с одной	3	5
51	и с	3	5
52	в начале	3	5
53	же самое	2	5
54	как это	3	5
55	из всех	2	5
56	в силу	2	5
57	в качестве	4	5
58	отношению к	3	5
59	только что	2	5
60	не менее	3	4
61	что у	2	4
62	с другой	5	4
63	в конце	6	4
64	на то	3	4
65	в котором	4	4
66	то и	2	4
67	и во	2	4
68	в его	5	4
69	о том	8	4
70	но в	4	4
71	еще не	2	4
72	одной из	3	4
73	как в	5	4
74	не в	6	4
75	едва ли	7	4
76	в области	2	4
77	для этого	2	3
78	все это	5	3
79	тем не	2	3
80	но это	2	3
81	такой же	2	3
82	мог бы	2	3
83	мы видели	2	3
84	в первой	2	3
85	этом отношении	3	3
86	и по	6	3
87	он не	3	3
88	в то	10	3
89	но не	2	3
90	до сих	2	3
91	и о	3	3
92	что и	4	3
93	сих пор	2	3
94	так и	5	3
95	как раз	3	3
96	к нему	2	3
97	мы можем	4	3
98	в этой	7	3
99	в чем	3	3
100	уже в	5	2
101	казалось бы	3	2
102	столь же	2	2
103	одного из	6	2
104	как известно	2	2
105	то время	5	2
106	мы знаем	2	2
107	ни в	6	2
108	ли не	4	2
109	вывод что	2	2
110	в свою	2	2
111	в действительности	2	2
112	на его	5	2
113	несмотря на	4	2
114	не мог	3	2
115	или в	2	2
116	поэтому мы	2	2
117	один из	5	2
118	в нем	4	2
119	с ее	2	2
120	отношение к	3	2
121	всего в	3	2
122	в их	4	2
123	за счет	3	2
124	которых мы	2	2
125	и других	7	2
126	образом в	2	2
127	время как	4	2
128	а в	6	2
129	в своих	2	2
130	но он	2	2
131	его в	3	2
132	видно из	2	2
133	что по	2	2
134	в известном	2	2
135	во время	5	2
136	нельзя не	2	2
137	к этому	4	2
138	вовсе не	2	2
139	и здесь	2	2
140	раз в	2	2
141	у нас	3	2
142	идет о	3	2
143	наряду с	2	2
144	к ней	2	2
145	относится к	2	2
146	даже в	3	2
147	о которых	5	2
148	на основании	3	2
149	находится в	2	2
150	в отношении	6	2
151	даже если	2	2
152	того как	3	2
153	должны были	8	2
154	в период	2	2
155	из которых	2	2
156	почти всегда	2	2
157	нас в	2	2
158	во всяком	2	2
159	могут быть	3	2
160	и ее	3	2
161	ту же	2	2
162	не раз	2	2
163	отличие от	2	2
164	ничего не	3	2
