N	2gram	Bakhtin_sl_2	Poddanst
1	не только	24	17
2	и в	39	14
3	и не	22	12
4	в области	2	11
5	в отношении	4	10
6	в этом	16	10
7	то же	4	9
8	в том	5	9
9	но в	6	9
10	хотя бы	3	8
11	в пределах	13	8
12	же время	4	7
13	в то	4	7
14	только в	5	7
15	но и	21	6
16	в ней	3	6
17	в смысле	4	6
18	xix века	4	6
19	с другой	5	5
20	не в	9	5
21	отношении к	4	5
22	может быть	37	5
23	то что	2	4
24	что в	3	4
25	в своем	6	4
26	не может	20	4
27	по себе	5	4
28	и к	6	4
29	а в	4	4
30	том что	5	4
31	а также	3	4
32	как бы	7	4
33	и потому	7	4
34	в нем	19	3
35	и т	35	3
36	это не	5	3
37	с одной	5	3
38	прежде всего	8	3
39	для того	2	3
40	с точки	3	3
41	мы не	2	3
42	и как	3	3
43	с ними	5	3
44	между тем	3	3
45	но не	6	3
46	могут быть	7	3
47	точки зрения	8	3
48	в себе	2	3
49	одной стороны	5	3
50	хотя и	2	3
51	в сфере	2	2
52	не менее	4	2
53	именно в	2	2
54	во всех	12	2
55	в них	6	2
56	все это	16	2
57	не столько	3	2
58	испытания и	2	2
59	отношения к	4	2
60	с этим	2	2
61	может и	2	2
62	именно как	2	2
63	еще более	2	2
64	и других	4	2
65	стороны и	3	2
66	эта идея	2	2
67	в значительной	6	2
68	а не	14	2
69	точек зрения	3	2
70	для нас	5	2
71	говорить о	3	2
72	одна из	4	2
73	из важнейших	2	2
74	в виде	2	2
75	не было	2	2
76	например в	5	2
77	в его	7	2
78	и с	9	2
