N	2gram	Vygotskiy__1	Literetu
1	а не	13	20
2	и в	31	19
3	может быть	22	17
4	то же	5	12
5	и не	16	11
6	в том	30	10
7	как и	16	10
8	но и	2	10
9	состоит в	3	9
10	не может	17	9
11	в этом	12	9
12	в то	5	9
13	с другой	5	8
14	не только	13	8
15	и даже	6	8
16	том что	16	7
17	то что	32	7
18	так и	3	7
19	с одной	5	7
20	не менее	2	6
21	в себе	4	6
22	одной стороны	6	6
23	при этом	19	6
24	для всех	4	5
25	конечном счете	3	5
26	столь же	4	5
27	у нас	4	5
28	одна из	4	5
29	но не	3	5
30	в качестве	2	5
31	он не	3	5
32	в конечном	3	5
33	вместе с	8	5
34	того что	10	5
35	то есть	26	5
36	что в	23	4
37	в частности	3	4
38	прежде всего	4	4
39	не в	11	4
40	отнюдь не	6	4
41	того же	2	4
42	в его	6	4
43	даже в	2	4
44	один из	4	4
45	жизни и	3	4
46	и других	3	4
47	так что	5	4
48	другой стороны	5	4
49	мы не	12	4
50	точки зрения	15	4
51	в искусстве	4	4
52	в области	11	4
53	никогда не	8	3
54	в поэзии	2	3
55	в себя	2	3
56	что он	7	3
57	идет о	2	3
58	в нем	2	3
59	по существу	4	3
60	и как	2	3
61	но это	3	3
62	такой же	2	3
63	в этой	3	3
64	в сущности	10	3
65	том чтобы	7	3
66	речь идет	3	3
67	со стороны	4	3
68	то и	2	3
69	и для	5	3
70	этом отношении	2	3
71	отдельной личности	2	3
72	так как	18	3
73	тем самым	2	3
74	тем же	3	3
75	с точки	2	3
76	как на	3	3
77	а в	6	3
78	и его	7	3
79	и то	2	3
80	и с	2	3
81	х годов	5	3
82	как к	2	3
83	ничего не	2	3
84	без остатка	2	3
85	уже в	3	2
86	не было	3	2
87	к жизни	2	2
88	же как	4	2
89	с тем	3	2
90	у него	4	2
91	себя и	2	2
92	могут служить	3	2
93	не является	5	2
94	в них	2	2
95	в какой	5	2
96	с этой	4	2
97	в конце	3	2
98	в виду	4	2
99	в одном	2	2
100	в жизни	2	2
101	в каждом	3	2
102	вовсе не	6	2
103	в такой	2	2
104	на два	2	2
105	и к	3	2
106	для нас	5	2
107	в ее	5	2
108	тем не	2	2
109	очевидно что	6	2
110	художественного творчества	6	2
111	все что	3	2
112	и без	2	2
113	до конца	6	2
114	тот же	2	2
115	было бы	6	2
116	наконец в	2	2
117	как бы	5	2
118	себе не	3	2
119	был бы	5	2
120	искусство не	2	2
121	что и	13	2
122	как он	2	2
123	области искусства	2	2
124	все же	5	2
125	и т	26	2
126	в целом	5	2
127	из них	2	2
128	могут быть	11	2
129	искусства есть	4	2
130	мысли и	2	2
131	как раз	2	2
132	т п	16	2
133	и только	3	2
134	той же	3	2
135	а потому	3	2
136	но только	3	2
137	уже не	2	2
138	и что	8	2
139	для того	6	2
140	из которых	3	2
141	зависимость от	2	2
142	в своих	4	2
143	в русском	2	2
144	из нас	2	2
145	в результате	4	2
146	потому что	10	2
147	в основе	2	2
148	одно из	2	2
149	подобно тому	5	2
150	но как	2	2
151	что я	4	2
152	ту же	2	2
153	о том	7	2
154	в художественном	3	2
155	представляет собой	2	2
156	тому как	7	2
157	к этой	2	2
158	как это	4	2
159	с ним	2	2
160	в него	2	2
161	поэзии и	2	2
162	могло бы	4	2
163	но в	3	2
164	одном из	2	2
