N	2gram	Bakhtin_Pr_1	Vladivir
1	и в	23	30
2	то что	18	20
3	в этом	25	20
4	у него	6	19
5	в том	11	18
6	и не	34	18
7	и с	4	14
8	что он	10	13
9	в конце	5	13
10	том что	9	12
11	что в	8	12
12	не только	13	12
13	в его	24	11
14	а в	7	11
15	как мы	5	11
16	сказать что	5	11
17	и даже	3	10
18	не было	3	10
19	не в	6	9
20	для него	15	9
21	кроме того	3	9
22	было бы	6	9
23	все же	5	9
24	потому что	12	9
25	не может	11	9
26	в то	10	9
27	в своем	8	8
28	вместе с	2	8
29	но и	11	8
30	но в	4	8
31	никогда не	5	7
32	точки зрения	21	7
33	и все	3	7
34	ни в	3	7
35	до конца	5	7
36	может быть	21	7
37	для нас	3	7
38	а не	20	7
39	то есть	24	7
40	к этому	2	6
41	прежде всего	7	6
42	и к	4	6
43	то время	2	6
44	только в	8	6
45	всяком случае	3	6
46	во всяком	4	6
47	в себе	5	6
48	жизни и	6	6
49	и его	13	6
50	по себе	7	5
51	как и	8	5
52	при этом	3	5
53	тот же	2	5
54	в своей	11	5
55	в основном	2	5
56	как бы	28	5
57	в котором	2	5
58	для себя	2	5
59	так и	10	5
60	все это	7	5
61	того что	2	5
62	в результате	4	5
63	все эти	8	5
64	так как	7	5
65	с ним	6	5
66	с его	6	4
67	вот что	2	4
68	именно в	6	4
69	я не	3	4
70	вовсе не	8	4
71	его в	4	4
72	можно сказать	2	4
73	в этой	4	4
74	в целом	4	4
75	на его	2	4
76	несмотря на	6	4
77	и о	3	4
78	он не	4	4
79	в нем	20	4
80	крайней мере	2	4
81	в этих	2	4
82	него в	2	4
83	со стороны	2	4
84	то же	10	4
85	и наконец	5	4
86	на этот	2	4
87	так же	6	4
88	той же	6	4
89	и на	10	4
90	но это	5	4
91	мы должны	2	4
92	о том	2	4
93	в которой	4	4
94	по крайней	2	4
95	уже в	5	3
96	всех этих	3	3
97	в них	3	3
98	в отношении	2	3
99	хотя бы	2	3
100	из этих	2	3
101	точно так	2	3
102	это в	2	3
103	же время	7	3
104	что и	5	3
105	да и	2	3
106	по существу	4	3
107	и как	8	3
108	можно говорить	2	3
109	но не	8	3
110	никак нельзя	2	3
111	он и	5	3
112	в данном	2	3
113	и для	3	3
114	никак не	2	3
115	с точки	15	3
116	во всех	5	3
117	в последний	2	3
118	нам кажется	4	3
119	как в	6	3
120	в отличие	2	3
121	отношения к	2	3
122	таким образом	11	3
123	и вот	2	3
124	здесь мы	2	3
125	уже не	8	3
126	и вполне	2	3
127	наконец в	2	3
128	отличие от	2	3
129	не столько	3	3
130	но он	2	3
131	его на	2	3
132	и это	5	3
133	конце концов	4	3
134	в области	3	3
135	не могли	2	3
136	как у	2	2
137	к нему	3	2
138	с которой	4	2
139	он сам	3	2
140	нисколько не	2	2
141	и есть	5	2
142	однако в	2	2
143	у достоевского	24	2
144	это не	10	2
145	раз и	3	2
146	к той	2	2
147	у вас	2	2
148	он все	2	2
149	на котором	2	2
150	же в	2	2
151	ли он	2	2
152	друг друга	3	2
153	хотел бы	2	2
154	из его	3	2
155	само по	2	2
156	она не	5	2
157	и сам	2	2
158	достоевского но	8	2
159	кажется что	3	2
160	мы уже	2	2
161	себе и	3	2
162	в самом	8	2
163	в сущности	5	2
164	и потому	3	2
165	о нем	11	2
166	для того	2	2
167	даже в	2	2
168	себя в	3	2
169	данном случае	2	2
170	в их	3	2
171	не на	3	2
172	и притом	2	2
173	но все	4	2
174	в той	6	2
175	заключается в	2	2
176	того чтобы	4	2
177	и по	2	2
178	что для	2	2
179	можно было	3	2
180	в своих	2	2
181	мысли и	2	2
182	их в	2	2
183	и во	2	2
184	как будто	3	2
185	как он	2	2
186	или как	5	2
187	ничего не	6	2
188	мы не	2	2
