N	2gram	Bakhtin_Fr_3	Vladivir
1	и в	40	40
2	то что	5	28
3	и не	13	25
4	не только	13	25
5	то есть	18	24
6	у него	8	24
7	но и	11	18
8	в том	8	18
9	том что	4	18
10	еще и	2	18
11	что в	12	17
12	также и	4	17
13	в этом	15	16
14	в его	13	14
15	не может	3	14
16	точки зрения	2	13
17	вовсе не	12	13
18	только в	3	13
19	сказать что	3	12
20	даже и	2	12
21	в конце	3	12
22	таким образом	10	11
23	потому что	2	11
24	о том	4	11
25	прежде всего	16	10
26	ни в	4	10
27	это есть	2	10
28	и потому	4	10
29	как раз	5	10
30	в году	5	10
31	и его	17	10
32	не менее	2	9
33	и с	8	9
34	в своей	6	9
35	в себе	3	9
36	не был	2	8
37	в своем	7	8
38	в этой	3	8
39	для него	5	8
40	может быть	9	8
41	он не	9	8
42	а также	4	8
43	как мы	10	8
44	а не	5	8
45	и как	3	7
46	и если	2	7
47	а в	3	7
48	в своих	5	7
49	так как	4	7
50	в то	6	7
51	что и	3	7
52	вместе с	3	7
53	как и	11	7
54	и здесь	4	6
55	смысле слова	4	6
56	кроме того	3	6
57	и даже	4	6
58	и на	8	6
59	и от	3	6
60	xix века	4	6
61	об этом	3	6
62	во всем	3	6
63	так и	3	6
64	хотя бы	2	6
65	но это	3	6
66	и это	2	6
67	с другой	2	5
68	не было	5	5
69	все эти	8	5
70	в ней	4	5
71	тут же	2	5
72	в истории	4	5
73	в одном	7	5
74	что он	2	5
75	у нас	4	5
76	мы уже	13	5
77	еще в	3	5
78	только на	4	5
79	можно было	3	5
80	в данном	4	5
81	тем что	3	5
82	дело в	2	5
83	в дальнейшем	2	4
84	до конца	6	4
85	такого рода	3	4
86	в самом	6	4
87	в котором	2	4
88	и все	9	4
89	но не	2	4
90	есть и	2	4
91	здесь в	4	4
92	еще не	3	4
93	было бы	4	4
94	и о	4	4
95	никак не	3	4
96	в основном	4	4
97	даже в	4	4
98	то же	7	4
99	в течение	2	4
100	все же	2	4
101	но в	8	4
102	уже в	2	3
103	это не	2	3
104	из этих	2	3
105	и был	2	3
106	мы знаем	2	3
107	но все	3	3
108	при этом	3	3
109	как бы	3	3
110	в виду	7	3
111	в нем	5	3
112	к нему	2	3
113	мы видели	3	3
114	в связи	5	3
115	именно в	2	3
116	весь этот	3	3
117	не так	3	3
118	все то	2	3
119	если бы	3	3
120	в духе	7	3
121	как нечто	2	3
122	в отличие	3	3
123	на самом	3	3
124	того чтобы	4	3
125	и у	2	3
126	и для	5	3
127	далеко не	2	3
128	здесь не	3	3
129	отличие от	3	3
130	в нашем	4	2
131	в этих	6	2
132	для понимания	3	2
133	он был	3	2
134	же время	6	2
135	в нашей	2	2
136	и наконец	3	2
137	же и	3	2
138	той или	2	2
139	здесь нет	2	2
140	в целом	2	2
141	в их	4	2
142	который в	2	2
143	в разных	2	2
144	мы находим	3	2
145	к тем	2	2
146	этом отношении	2	2
147	больше чем	2	2
148	и так	2	2
149	и еще	2	2
150	но как	2	2
151	в начале	3	2
152	к этой	3	2
153	в книге	2	2
154	и этот	2	2
155	с его	3	2
156	здесь и	5	2
157	с этим	2	2
158	к этому	6	2
159	быть в	2	2
160	и к	3	2
161	его произведения	2	2
162	того же	2	2
163	не к	2	2
164	далеки от	2	2
165	из них	4	2
166	одной из	2	2
167	в сущности	9	2
168	по преимуществу	2	2
169	не понимает	3	2
170	в этот	2	2
171	в мире	4	2
172	данном случае	2	2
173	из этого	2	2
174	для того	3	2
175	свидетельствует о	2	2
176	роль в	4	2
177	мы не	2	2
178	в другом	3	2
179	связи с	6	2
180	в которой	2	2
