N	2gram	Vinokur_St_1	Hudozhes
1	в качестве	4	19
2	то есть	2	18
3	и не	16	16
4	в том	36	15
5	и в	44	15
6	не только	18	15
7	в частности	4	13
8	может быть	15	13
9	при этом	2	12
10	а в	17	12
11	и его	8	12
12	но не	3	11
13	в этом	21	11
14	в себе	2	11
15	как бы	4	10
16	отношению к	3	10
17	но и	10	10
18	так и	9	10
19	по отношению	3	10
20	то же	5	10
21	а не	16	10
22	такого рода	2	9
23	в его	9	9
24	точки зрения	11	9
25	своего рода	3	8
26	с другой	9	7
27	в то	9	7
28	но в	10	7
29	в основе	3	6
30	что в	30	6
31	в ее	4	6
32	том что	29	6
33	не в	12	6
34	же время	4	6
35	отношение к	2	6
36	в тексте	12	6
37	не может	8	6
38	по своей	2	6
39	могут быть	5	5
40	а также	2	5
41	ни в	3	5
42	только в	10	5
43	тем самым	2	5
44	в самом	7	5
45	того что	9	5
46	я с	2	5
47	в нем	5	5
48	то что	18	5
49	другой стороны	7	5
50	а на	3	4
51	в этих	2	4
52	прежде всего	7	4
53	в другом	3	4
54	для него	6	4
55	еще не	3	4
56	например в	8	4
57	он не	2	4
58	и тем	3	4
59	в своей	6	4
60	со стороны	6	4
61	как к	3	4
62	отношения к	2	4
63	в слове	5	4
64	и то	5	4
65	сказать что	7	4
66	между тем	3	4
67	мы имеем	2	4
68	говорить о	2	4
69	не знает	2	4
70	как это	4	4
71	к которому	4	4
72	оказывается в	2	3
73	не менее	5	3
74	если бы	9	3
75	в отношении	9	3
76	текста в	5	3
77	он должен	2	3
78	это не	8	3
79	была бы	5	3
80	или иного	4	3
81	что он	10	3
82	тем не	2	3
83	того же	3	3
84	или иным	3	3
85	того или	4	3
86	как раз	4	3
87	к нему	2	3
88	в целом	5	3
89	таким образом	7	3
90	как и	9	3
91	в той	6	3
92	лишь в	3	3
93	и что	4	3
94	во втором	4	3
95	с точки	8	3
96	и для	3	3
97	в таком	3	3
98	их в	2	3
99	потому что	6	3
100	но он	2	3
101	в данном	14	3
102	как правило	2	3
103	его в	2	3
104	в которой	4	3
105	в области	14	3
106	истории литературы	2	2
107	том числе	2	2
108	я не	7	2
109	речь идет	4	2
110	но на	2	2
111	и более	2	2
112	в сторону	2	2
113	пушкина что	2	2
114	из которого	2	2
115	так или	2	2
116	числе и	2	2
117	тому что	3	2
118	в своем	2	2
119	превращается в	2	2
120	этих двух	3	2
121	вовсе не	19	2
122	об этом	3	2
123	идет о	2	2
124	тем более	4	2
125	наших глазах	2	2
126	есть в	2	2
127	говорит в	2	2
128	тем или	3	2
129	имеем дело	2	2
130	одной стороны	2	2
131	говорит что	3	2
132	случае не	2	2
133	и сам	2	2
134	несмотря на	2	2
135	никто не	4	2
136	за пределы	2	2
137	во всех	8	2
138	совпадает с	2	2
139	и потому	2	2
140	втором случае	2	2
141	даже в	3	2
142	не является	3	2
143	для себя	3	2
144	не все	3	2
145	дело не	4	2
146	как в	13	2
147	а именно	3	2
148	вытекает из	2	2
149	а с	3	2
150	с одной	3	2
151	именно в	6	2
152	все эти	5	2
153	это и	4	2
154	того чтобы	11	2
155	для того	10	2
156	и по	5	2
157	я думаю	11	2
158	так же	5	2
159	или иначе	2	2
160	культуры в	3	2
161	у него	2	2
162	одно из	2	2
163	начиная с	2	2
164	в этой	11	2
165	в равной	2	2
166	о том	17	2
167	и это	2	2
168	в чем	3	2
169	бы не	2	2
