N	2gram	Bakhtin_Fr_5	Istorich
1	и в	45	28
2	может быть	2	25
3	не может	5	15
4	а не	4	15
5	что в	12	12
6	то же	11	12
7	не только	14	12
8	мы видим	5	11
9	только в	4	11
10	что он	6	10
11	все же	2	10
12	прежде всего	10	10
13	но и	10	10
14	мы не	4	10
15	и что	2	10
16	видим что	2	9
17	в том	10	9
18	о том	4	9
19	то что	2	9
20	и не	15	9
21	не в	7	9
22	так и	6	9
23	что это	2	8
24	таким образом	8	8
25	в этом	14	8
26	но в	14	8
27	это не	3	7
28	том что	7	7
29	было бы	2	7
30	в ней	8	7
31	и др	8	7
32	а в	4	7
33	так же	8	7
34	и здесь	4	7
35	не менее	3	6
36	к тому	2	6
37	так например	2	6
38	что и	7	6
39	когда он	2	6
40	в этой	6	6
41	его в	5	6
42	так как	6	6
43	вместе с	3	6
44	в одном	3	5
45	по существу	3	5
46	но не	4	5
47	до сих	3	5
48	например в	5	5
49	в качестве	2	5
50	не будем	2	5
51	что она	3	5
52	сих пор	3	5
53	в своем	11	5
54	можно было	4	5
55	сказать что	4	5
56	в его	13	5
57	все это	7	4
58	с тем	2	4
59	связи с	6	4
60	и другие	3	4
61	там где	3	4
62	превращается в	2	4
63	в пределах	2	4
64	об этом	4	4
65	но это	5	4
66	в большинстве	2	4
67	друг с	2	4
68	даже в	2	4
69	один из	2	4
70	на него	2	4
71	связь с	3	4
72	а именно	2	4
73	так в	2	4
74	в связи	5	4
75	с этим	4	4
76	как и	10	4
77	того что	3	4
78	и даже	4	4
79	хотя бы	2	4
80	и для	3	4
81	и с	10	4
82	и на	5	4
83	потому что	7	4
84	в основе	4	4
85	все эти	5	4
86	здесь не	6	4
87	большинстве случаев	2	4
88	мы еще	2	3
89	точку зрения	2	3
90	во время	12	3
91	перед нами	4	3
92	очень часто	4	3
93	на котором	2	3
94	именно в	3	3
95	в начале	2	3
96	на этом	5	3
97	при этом	2	3
98	то время	3	3
99	и их	5	3
100	должен быть	2	3
101	ли он	2	3
102	в их	4	3
103	и его	13	3
104	если мы	2	3
105	чтобы не	2	3
106	как мы	8	3
107	и он	3	3
108	же самое	2	3
109	как это	4	3
110	также и	7	3
111	в другом	3	3
112	в то	11	3
113	с другом	2	3
114	на эту	2	3
115	дело в	3	3
116	почти не	2	3
117	всего сказанного	2	2
118	только для	2	2
119	но они	3	2
120	не могут	2	2
121	всех этих	6	2
122	это время	2	2
123	отличие от	2	2
124	к этому	2	2
125	нисколько не	3	2
126	он должен	2	2
127	и от	4	2
128	вовсе не	8	2
129	значение и	2	2
130	но мы	2	2
131	здесь в	4	2
132	своего отца	3	2
133	его как	4	2
134	мы видели	7	2
135	и как	5	2
136	это явление	2	2
137	этот момент	3	2
138	об этой	3	2
139	здесь же	3	2
140	связанные с	3	2
141	для него	3	2
142	и если	2	2
143	одной из	5	2
144	с ним	5	2
145	же как	4	2
146	как бы	12	2
147	относится к	2	2
148	в доме	4	2
149	еще в	2	2
150	подчеркнуть что	2	2
151	в нем	10	2
152	это было	4	2
153	в целом	2	2
154	во всех	13	2
155	образов и	4	2
156	конечно не	2	2
157	как в	3	2
158	в ту	2	2
159	как раз	5	2
160	в отличие	2	2
161	и только	2	2
162	в особенности	2	2
163	он не	6	2
164	в эпоху	7	2
165	еще и	3	2
166	и вот	3	2
167	для всех	3	2
168	она дает	2	2
169	на этот	3	2
170	одним из	5	2
171	и она	2	2
172	право на	10	2
173	ничего не	4	2
174	нас в	2	2
175	между тем	2	2
176	от этого	2	2
177	он в	2	2
178	народа в	2	2
179	бы в	4	2
180	смерть и	2	2
181	еще один	2	2
182	как он	3	2
183	в свете	2	2
184	всякого рода	2	2
185	том как	2	2
