N	2gram	Tiupa_Disk_2	Myshleni
1	в том	8	33
2	том что	10	27
3	точки зрения	4	26
4	то что	5	20
5	в этом	16	19
6	с точки	2	18
7	и в	16	15
8	не только	10	15
9	что в	5	14
10	что он	2	12
11	в целом	2	10
12	но и	11	10
13	в своем	5	9
14	может быть	16	9
15	не является	4	9
16	не может	9	9
17	о том	4	9
18	так и	9	8
19	никогда не	2	8
20	не в	3	8
21	одной стороны	4	7
22	с одной	4	7
23	и не	15	7
24	потому что	4	7
25	как бы	4	7
26	он не	3	7
27	и т.п	12	7
28	в частности	12	6
29	в этой	4	6
30	по отношению	4	6
31	с другой	5	6
32	но в	11	6
33	как и	16	6
34	по своей	6	6
35	вместе с	2	6
36	с таким	2	6
37	речи в	2	6
38	это не	3	5
39	отношению к	4	5
40	внутренней речи	3	5
41	приводит к	3	5
42	то же	6	5
43	прежде всего	7	4
44	из этих	3	4
45	все это	2	4
46	в них	3	4
47	а в	2	4
48	их в	2	4
49	и с	2	4
50	с его	6	4
51	к этому	4	4
52	все же	6	4
53	в качестве	16	4
54	в своей	6	4
55	как в	8	4
56	а с	5	4
57	и его	3	4
58	только в	3	4
59	для него	5	3
60	при этом	17	3
61	из двух	3	3
62	из них	3	3
63	данном случае	6	3
64	со стороны	10	3
65	этом отношении	4	3
66	все эти	3	3
67	гораздо менее	2	3
68	что как	2	3
69	в результате	2	3
70	в основе	4	3
71	мы имеем	2	3
72	и все	3	3
73	состоит в	16	3
74	идет о	2	3
75	но не	7	3
76	того же	2	3
77	для себя	2	3
78	направленность на	2	3
79	тем самым	6	3
80	а не	14	3
81	в данном	7	3
82	в отличие	12	3
83	и ее	3	3
84	отношения между	2	3
85	и это	2	3
86	отличие от	12	3
87	в противоположность	5	2
88	же как	2	2
89	в этих	3	2
90	перед нами	3	2
91	столь же	3	2
92	в полном	2	2
93	как уже	2	2
94	или иной	3	2
95	можно сказать	3	2
96	что на	2	2
97	ни в	7	2
98	живет в	2	2
99	и как	3	2
100	всякий раз	2	2
101	той или	3	2
102	в котором	3	2
103	с ее	2	2
104	могут быть	3	2
105	должно быть	2	2
106	не следует	3	2
107	из виду	3	2
108	говорить о	2	2
109	также и	3	2
110	мира и	4	2
111	а также	8	2
112	в одном	4	2
113	отнюдь не	6	2
114	к его	4	2
115	стороны и	2	2
116	именно в	2	2
117	представляет собой	11	2
118	подход к	3	2
119	с их	2	2
120	иначе говоря	3	2
121	в его	3	2
122	что и	2	2
123	принадлежит к	3	2
124	с ней	2	2
125	что же	2	2
126	для данного	3	2
127	и для	2	2
128	в себя	2	2
129	той же	2	2
130	тому как	2	2
131	подобно тому	2	2
132	в себе	19	2
133	в другом	3	2
